MJD,Magnitude,Error,Facility,Filter,Observer
57898.52988999989,19.3826,0.064,SSO_KMTA19,KMT(I),KMT
57898.580860000104,19.4505,0.0478,SSO_KMTA19,KMT(I),KMT
57898.64553999994,19.4175,0.0378,SSO_KMTA19,KMT(I),KMT
57898.70475000003,19.3876,0.0409,SSO_KMTA19,KMT(I),KMT
57898.75416000001,19.415,0.0448,SSO_KMTA19,KMT(I),KMT
57898.81263000006,19.5808,0.0572,SSO_KMTA19,KMT(I),KMT
57899.46664999984,19.3793,0.0591,SSO_KMTA19,KMT(I),KMT
57899.47098999983,19.2987,0.0508,SSO_KMTA19,KMT(I),KMT
57899.52352999989,19.3351,0.0516,SSO_KMTA19,KMT(I),KMT
57899.581269999966,19.4393,0.0446,SSO_KMTA19,KMT(I),KMT
57899.63342999993,19.3951,0.0416,SSO_KMTA19,KMT(I),KMT
57899.69372999994,19.5121,0.0441,SSO_KMTA19,KMT(I),KMT
57899.75346999988,19.3248,0.0473,SSO_KMTA19,KMT(I),KMT
57899.808259999845,19.4673,0.0576,SSO_KMTA19,KMT(I),KMT
57900.462820000015,19.5185,0.1807,SSO_KMTA19,KMT(I),KMT
57900.4675400001,19.4165,0.1173,SSO_KMTA19,KMT(I),KMT
57900.52590999985,19.3451,0.05,SSO_KMTA19,KMT(I),KMT
57900.57641999982,19.4624,0.0457,SSO_KMTA19,KMT(I),KMT
57900.62760999985,19.3593,0.0448,SSO_KMTA19,KMT(I),KMT
57901.461800000165,20.0439,0.1912,SSO_KMTA19,KMT(I),KMT
57901.68736999994,19.4088,0.0762,SSO_KMTA19,KMT(I),KMT
57901.74053000007,19.862,0.1217,SSO_KMTA19,KMT(I),KMT
57902.4606300001,19.3529,0.0876,SSO_KMTA19,KMT(I),KMT
57902.50680000009,19.5191,0.0817,SSO_KMTA19,KMT(I),KMT
57902.55531999981,19.3903,0.0648,SSO_KMTA19,KMT(I),KMT
57902.61854999978,19.4446,0.066,SSO_KMTA19,KMT(I),KMT
57902.67579999985,19.3663,0.0539,SSO_KMTA19,KMT(I),KMT
57902.73985000001,19.5048,0.086,SSO_KMTA19,KMT(I),KMT
57903.54481999995,19.3871,0.0788,SSO_KMTA19,KMT(I),KMT
57903.600159999914,19.7693,0.1002,SSO_KMTA19,KMT(I),KMT
57903.662560000084,19.3348,0.1155,SSO_KMTA19,KMT(I),KMT
57904.655669999775,19.6473,0.0801,SSO_KMTA19,KMT(I),KMT
57904.708910000045,19.325,0.0547,SSO_KMTA19,KMT(I),KMT
57904.76324000023,19.3984,0.0548,SSO_KMTA19,KMT(I),KMT
57905.451979999896,19.4322,0.0765,SSO_KMTA19,KMT(I),KMT
57905.46947999997,19.4199,0.0758,SSO_KMTA19,KMT(I),KMT
57905.519820000045,19.6275,0.102,SSO_KMTA19,KMT(I),KMT
57905.581209999975,19.708,0.1182,SSO_KMTA19,KMT(I),KMT
57905.641830000095,19.3002,0.0592,SSO_KMTA19,KMT(I),KMT
57906.45319999987,19.3913,0.106,SSO_KMTA19,KMT(I),KMT
57906.4590400001,19.6854,0.1295,SSO_KMTA19,KMT(I),KMT
57906.51154999994,19.5962,0.0845,SSO_KMTA19,KMT(I),KMT
57906.569259999786,19.4198,0.055,SSO_KMTA19,KMT(I),KMT
57906.63110999996,19.2586,0.0468,SSO_KMTA19,KMT(I),KMT
57906.69357000012,19.4933,0.0663,SSO_KMTA19,KMT(I),KMT
57907.44590999978,19.6054,0.1063,SSO_KMTA19,KMT(I),KMT
57907.49505000003,19.4034,0.0642,SSO_KMTA19,KMT(I),KMT
57907.54502000008,19.4642,0.0533,SSO_KMTA19,KMT(I),KMT
57907.60175999999,19.3658,0.0556,SSO_KMTA19,KMT(I),KMT
57907.65457999986,19.2421,0.0466,SSO_KMTA19,KMT(I),KMT
57907.70469000004,19.4867,0.059,SSO_KMTA19,KMT(I),KMT
57907.758959999774,19.3462,0.0569,SSO_KMTA19,KMT(I),KMT
57908.44452999998,19.1776,0.0996,SSO_KMTA19,KMT(I),KMT
57908.448890000116,19.417,0.084,SSO_KMTA19,KMT(I),KMT
57908.495509999804,19.2895,0.0647,SSO_KMTA19,KMT(I),KMT
57908.55474000005,19.4219,0.0529,SSO_KMTA19,KMT(I),KMT
