Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2022-BLG-0031,BLG04T0306.050659,18:02:29.60,-30:25:09.80,9679.09866,38.82,0.172,19.52,19.34,19.34,1,0.94,MB22143
KMT-2022-BLG-0032,BLG04T0508.013643,18:01:06.18,-30:09:27.29,9658.70958,111.83,0.031,22.28,18.09,18.09,1,1.0,
KMT-2022-BLG-0033,BLG04T0608.001210,18:00:25.79,-30:11:19.61,9656.89031,35.67,0.725,15.12,15.14,15.14,1,1.02,
KMT-2022-BLG-0034,BLG11K0503.046279,17:24:41.87,-29:33:47.99,9661.13576,21.66,0.159,20.14,20.0,20.22,1,1.82,
KMT-2022-BLG-0035,BLG11K0708.034381,17:23:36.34,-28:55:26.00,9643.75214,8.37,0.005,23.07,20.0,20.67,2,1.98,
KMT-2022-BLG-0036,BLG11K0801.015932,17:22:46.56,-29:50:58.74,9673.6412,110.11,0.012,22.59,19.84,19.84,2,1.92,
KMT-2022-BLG-0037,BLG11M0201.010787,17:31:13.87,-29:52:31.76,9657.93693,15.77,0.628,19.21,19.23,19.23,2,2.45,
KMT-2022-BLG-0038,BLG11M0402.009591,17:30:07.83,-29:41:48.48,9665.13857,41.05,0.203,20.89,18.62,18.62,2,1.93,
KMT-2022-BLG-0039,BLG11N0103.000266,17:32:04.09,-30:43:06.74,9660.31263,114.16,0.035,20.66,15.32,15.32,2,2.66,
KMT-2022-BLG-0040,BLG11N0307.015081,17:30:47.12,-30:13:55.70,9717.09137,123.82,0.29,19.35,19.42,19.42,2,2.58,
KMT-2022-BLG-0041,BLG11N0404.000967,17:30:20.28,-30:38:04.56,9642.57136,4.11,0.705,17.86,16.8,16.8,2,3.45,
KMT-2022-BLG-0042,BLG11N0404.012516,17:30:08.18,-30:31:54.01,9673.23403,48.71,0.052,19.88,19.79,19.79,2,2.71,
KMT-2022-BLG-0043,BLG11N0406.005443,17:30:03.36,-30:17:19.61,9663.17964,199.23,0.038,22.91,18.12,18.12,2,2.49,
KMT-2022-BLG-0044,BLG11N0507.015107,17:29:57.65,-30:14:47.80,9670.23478,63.42,0.039,20.6,19.28,19.28,2,2.3,
KMT-2022-BLG-0045,BLG11N0607.087677,17:28:57.87,-30:15:22.82,9644.33233,25.06,0.078,21.09,20.0,21.75,2,2.42,
KMT-2022-BLG-0046,BLG11T0402.002761,17:25:21.47,-30:49:55.99,9691.64546,77.56,0.683,18.11,18.14,18.14,2,2.98,
KMT-2022-BLG-0047,BLG11T0407.050106,17:25:23.02,-30:11:43.33,9648.91372,25.82,0.098,21.8,20.0,20.97,2,2.09,
KMT-2022-BLG-0048,BLG12K0401.026697,17:25:24.79,-27:39:45.90,9637.59239,16.26,0.07,20.8,19.75,19.75,1,1.5,
KMT-2022-BLG-0049,BLG12M0407.001226,17:30:07.86,-26:53:41.21,9658.24253,32.07,0.221,17.66,17.72,17.72,2,3.25,
KMT-2022-BLG-0050,BLG12N0403.068536,17:30:25.07,-28:35:28.79,9642.96438,15.14,0.015,20.15,20.0,21.08,2,2.06,
KMT-2022-BLG-0051,BLG12T0401.001505,17:25:34.29,-28:49:19.92,9680.76752,62.29,0.477,16.94,16.94,16.94,2,2.03,
KMT-2022-BLG-0052,SSO13N0108.004464,17:39:39.95,-34:27:39.42,9700.87873,39.51,0.01,18.11,18.01,18.01,2,2.44,
KMT-2022-BLG-0053,BLG13N0201.005901,17:38:52.58,-35:23:48.73,9652.85065,71.59,0.257,18.97,18.37,18.37,2,2.02,
KMT-2022-BLG-0054,BLG13N0308.004307,17:38:30.40,-34:30:31.25,9699.70632,71.07,0.718,18.26,18.27,18.27,2,3.16,
KMT-2022-BLG-0055,BLG14K0401.065575,17:34:41.27,-28:43:36.98,9663.39254,45.5,0.253,21.34,20.0,21.75,2,3.26,
KMT-2022-BLG-0056,BLG14K0605.009396,17:33:23.50,-28:14:54.38,9659.81825,27.37,0.147,19.05,19.04,19.04,2,2.57,
KMT-2022-BLG-0057,BLG14K0802.059663,17:32:21.40,-28:36:45.86,9655.90063,34.66,0.049,21.21,20.0,21.77,2,3.31,
KMT-2022-BLG-0058,BLG14M0405.003846,17:39:31.71,-28:13:57.11,9675.70482,14.22,0.197,17.55,17.6,17.6,2,2.87,
KMT-2022-BLG-0059,BLG14M0405.007405,17:39:35.78,-28:16:05.63,9647.4438,43.32,0.006,21.13,18.12,18.12,2,3.0,
KMT-2022-BLG-0060,BLG14M0503.050154,17:39:05.72,-28:27:55.51,9650.32975,11.57,0.704,19.97,20.0,21.57,2,3.36,
KMT-2022-BLG-0061,BLG14M0605.000600,17:38:26.66,-28:15:44.17,9687.85894,28.61,0.516,16.68,16.62,16.62,4,3.73,
KMT-2022-BLG-0062,BLG14M0704.035582,17:37:56.29,-28:22:37.85,9649.17994,11.23,0.747,19.94,20.0,21.39,2,3.83,
KMT-2022-BLG-0063,BLG14N0606.073518,17:38:40.16,-29:13:47.46,9660.59345,38.83,0.098,22.7,20.0,22.66,2,4.28,
KMT-2022-BLG-0064,BLG14N0806.008046,17:37:18.24,-29:19:02.82,9638.87973,26.57,0.148,18.97,19.02,19.02,2,3.65,
KMT-2022-BLG-0065,BLG14N0808.002843,17:36:59.21,-29:03:17.86,9641.55777,39.0,0.064,22.77,17.68,17.68,2,3.08,
KMT-2022-BLG-0066,BLG14T0102.090988,17:36:39.26,-29:49:45.84,9640.40405,14.3,0.411,19.92,20.0,25.0,3,3.8,
KMT-2022-BLG-0067,SSO14T0203.026340,17:35:51.17,-29:42:01.94,9641.10318,10.45,0.019,20.22,20.0,20.4,2,3.13,
KMT-2022-BLG-0068,BLG14T0208.012254,17:35:57.60,-29:00:28.66,9681.0213,33.99,0.234,19.44,19.49,19.49,2,3.14,
KMT-2022-BLG-0069,BLG14T0403.000322,17:34:25.19,-29:39:42.52,9657.39909,39.71,0.139,15.52,15.4,15.4,2,2.85,
KMT-2022-BLG-0070,BLG14T0504.010070,17:33:52.86,-29:27:26.39,9658.12449,3.56,0.25,19.12,18.73,18.73,2,2.66,
KMT-2022-BLG-0071,BLG14T0607.004144,17:33:31.38,-29:06:45.18,9665.11556,18.17,0.486,19.73,18.09,18.09,2,3.09,
KMT-2022-BLG-0072,BLG14T0805.016389,17:32:16.61,-29:21:02.41,9652.22883,9.93,0.033,21.15,19.88,19.88,2,2.54,
KMT-2022-BLG-0073,BLG15M0305.083978,17:40:04.05,-26:12:27.11,9660.16517,14.66,0.051,21.87,20.0,21.77,2,2.59,
KMT-2022-BLG-0074,BLG15M0502.050160,17:38:45.24,-26:31:02.60,9642.48185,3.4,0.036,19.88,20.0,21.4,3,3.22,
KMT-2022-BLG-0075,BLG15M0805.058102,17:37:16.65,-26:12:39.56,9651.90413,22.61,0.296,20.64,20.0,21.72,2,3.25,
KMT-2022-BLG-0076,BLG15N0102.024878,17:41:15.97,-27:39:50.54,9657.30602,17.78,0.185,20.8,20.0,20.38,2,3.42,
KMT-2022-BLG-0077,BLG15N0202.008568,17:40:46.07,-27:35:45.31,9663.72374,28.74,0.469,18.88,18.95,18.95,2,3.29,
KMT-2022-BLG-0078,BLG15N0504.039957,17:39:01.60,-27:24:25.06,9643.4326,7.24,0.101,21.02,20.0,20.3,2,2.31,
KMT-2022-BLG-0079,BLG15N0601.098339,17:38:34.80,-27:44:42.00,9647.85346,13.63,0.218,19.92,20.0,21.91,2,2.77,
KMT-2022-BLG-0080,BLG15N0804.008296,17:37:23.08,-27:24:27.18,9662.17228,6.1,0.794,19.41,19.1,19.1,2,3.06,
KMT-2022-BLG-0081,BLG15T0202.069166,17:35:46.05,-27:37:19.16,9669.43196,97.42,0.218,19.9,20.0,21.57,2,2.84,MB22132
KMT-2022-BLG-0082,BLG15T0206.034870,17:35:48.92,-27:07:25.90,9653.39796,48.81,0.049,20.92,19.75,19.75,1,2.29,MB22088
KMT-2022-BLG-0083,BLG15T0303.001104,17:35:07.72,-27:35:36.10,9686.66209,77.12,0.833,16.51,16.59,16.59,2,2.6,MB22021
KMT-2022-BLG-0084,BLG15T0505.004097,17:34:04.79,-27:20:11.72,9692.61901,40.74,0.8,18.11,18.13,18.13,2,3.15,
KMT-2022-BLG-0085,BLG15T0505.009502,17:34:04.80,-27:12:58.82,9659.75486,23.68,0.374,19.55,19.43,19.43,2,2.99,
KMT-2022-BLG-0086,BLG15T0506.051774,17:33:57.68,-27:06:02.52,9666.8772,11.33,0.206,20.01,20.0,21.17,2,2.84,MB22130
KMT-2022-BLG-0087,BLG15T0701.028092,17:32:52.26,-27:45:57.49,9658.6626,14.63,0.379,19.98,20.0,20.64,2,2.53,
KMT-2022-BLG-0088,BLG16M0105.010040,17:41:25.37,-23:59:39.19,9660.55378,30.79,0.755,19.73,18.77,18.77,1,1.99,
KMT-2022-BLG-0089,BLG16M0406.025306,17:39:46.65,-23:55:42.02,9646.30784,83.2,0.151,20.86,20.0,20.11,2,1.97,
KMT-2022-BLG-0090,BLG16N0105.022858,17:41:21.84,-25:07:59.70,9667.87553,30.39,0.184,20.39,19.78,19.78,1,2.67,
KMT-2022-BLG-0091,BLG16N0208.022064,17:40:44.14,-24:46:30.61,9641.62926,28.96,0.105,21.54,19.77,19.77,1,2.62,
KMT-2022-BLG-0092,BLG16N0604.011850,17:38:26.81,-25:19:28.42,9642.05004,91.84,0.019,23.8,20.0,21.07,2,3.98,
KMT-2022-BLG-0093,BLG17K0601.002755,17:41:16.39,-33:10:36.66,9644.99387,46.66,0.32,18.12,18.17,18.17,2,3.27,
KMT-2022-BLG-0094,BLG17N0306.001871,17:47:51.95,-33:36:23.80,9690.49107,36.21,0.645,16.05,16.01,16.01,1,1.63,MB22059
KMT-2022-BLG-0095,BLG17N0502.058167,17:47:09.94,-34:10:53.69,9644.90943,35.26,0.036,20.1,20.0,20.21,1,1.72,MB22061
KMT-2022-BLG-0096,BLG17N0804.003431,17:45:14.15,-33:56:25.51,9695.21454,44.53,0.07,16.77,16.53,16.53,1,1.86,MB22065
KMT-2022-BLG-0097,BLG18K0702.062904,17:42:13.83,-26:27:05.15,9660.49156,14.6,0.296,21.29,20.0,21.4,2,2.92,
KMT-2022-BLG-0098,BLG19K0303.008733,17:44:36.09,-24:17:25.40,9648.28674,47.76,0.021,22.61,18.14,18.14,1,1.84,
KMT-2022-BLG-0099,BLG19M0406.043685,17:48:24.79,-23:52:48.65,9645.32518,40.78,0.075,19.77,20.0,20.55,2,2.36,
KMT-2022-BLG-0100,BLG19N0206.010971,17:49:36.32,-25:00:33.80,9653.45099,23.96,0.581,19.8,20.0,20.26,2,3.93,
KMT-2022-BLG-0101,SSO19N0207.040941,17:49:46.27,-24:53:55.21,9640.78385,11.02,0.002,23.27,20.0,22.16,3,4.15,
KMT-2022-BLG-0102,BLG19N0802.001483,17:46:28.22,-25:34:27.05,9666.97871,46.7,0.298,17.31,17.02,17.02,4,2.83,
KMT-2022-BLG-0103,BLG19T0408.044455,17:43:57.92,-24:46:18.55,9657.49599,6.32,0.685,19.65,20.0,21.01,2,2.58,
KMT-2022-BLG-0104,BLG20N0105.000386,17:50:25.53,-23:02:34.37,9662.53544,24.27,0.264,19.02,15.2,15.2,4,2.1,
KMT-2022-BLG-0105,BLG20T0806.038618,17:41:55.69,-22:55:16.75,9663.75841,94.3,0.012,20.68,20.0,20.58,2,1.63,
KMT-2022-BLG-0106,SAO21K0706.013829,17:50:05.10,-34:38:58.81,9654.69837,14.92,0.568,18.49,18.48,18.48,1,1.01,MB22080
KMT-2022-BLG-0107,BLG21M0305.020187,17:57:39.56,-34:44:55.39,9651.97351,59.02,0.069,21.3,18.89,18.89,1,0.71,
KMT-2022-BLG-0108,SAO21M0408.008596,17:57:00.39,-34:24:12.71,9651.15049,44.36,0.004,18.55,18.04,18.04,1,0.69,MB22055
KMT-2022-BLG-0109,BLG21M0708.024243,17:55:17.70,-34:20:17.20,9679.28392,34.06,0.169,18.91,18.96,18.96,1,0.84,MB22123
KMT-2022-BLG-0110,BLG21N0603.007953,17:56:20.42,-36:08:07.51,9640.92855,22.6,0.065,19.56,18.5,18.5,1,0.82,
KMT-2022-BLG-0111,BLG22K0107.038703,17:54:12.44,-32:22:14.20,9664.8556,45.99,0.082,19.68,19.47,19.47,1,1.65,MB22096
KMT-2022-BLG-0112,BLG22K0402.008449,17:52:06.18,-33:02:24.79,9661.92495,55.27,0.049,21.58,18.15,18.15,1,1.71,
KMT-2022-BLG-0113,BLG22K0504.030167,17:51:25.09,-32:44:41.32,9659.49077,18.57,0.302,20.15,19.45,19.45,1,1.73,
KMT-2022-BLG-0114,BLG22M0607.031584,17:55:46.13,-32:20:29.18,9657.6984,27.38,0.038,19.56,19.62,19.62,1,1.67,MB22091
KMT-2022-BLG-0115,BLG22M0708.037148,17:55:14.31,-32:13:21.11,9670.97394,32.41,0.087,19.64,19.73,19.73,1,1.66,
KMT-2022-BLG-0116,BLG22N0408.008653,17:56:59.17,-33:19:42.31,9651.96604,21.04,0.214,19.61,18.19,18.19,1,1.11,MB22089
KMT-2022-BLG-0117,BLG22T0806.013939,17:49:52.87,-33:37:49.58,9652.02467,8.42,0.122,19.58,19.09,19.09,2,1.67,MB22087
KMT-2022-BLG-0118,SAO31K0406.007385,18:11:30.16,-25:03:11.09,9658.92519,163.57,0.079,19.31,18.43,18.43,1,1.88,MB22033
KMT-2022-BLG-0119,BLG31K0505.002494,18:10:39.88,-25:11:02.18,9671.6236,42.36,0.079,16.57,16.59,16.59,1,1.79,MB22024
KMT-2022-BLG-0120,BLG31M0505.029366,18:15:38.43,-25:12:56.70,9658.77315,8.3,0.185,20.53,19.41,19.41,1,1.16,
KMT-2022-BLG-0121,BLG32K0601.020547,18:07:48.50,-27:46:28.99,9665.76149,20.94,0.637,18.4,18.46,18.46,1,0.98,MB22113
KMT-2022-BLG-0122,BLG32M0204.050891,18:14:48.70,-27:26:58.88,9644.92302,52.83,0.057,20.66,19.84,19.84,1,0.6,
KMT-2022-BLG-0123,SAO32M0408.033161,18:13:45.09,-26:59:25.19,9655.56542,16.36,0.024,20.87,19.16,19.16,1,0.8,MB22095
KMT-2022-BLG-0124,BLG32N0208.034200,18:15:12.37,-28:06:22.21,9645.33711,12.42,0.405,19.21,19.18,19.18,1,0.63,
KMT-2022-BLG-0125,SSO32N0808.001449,18:11:53.23,-28:02:53.48,9666.00106,7.53,0.261,15.22,15.23,15.23,1,0.67,MB22094
KMT-2022-BLG-0126,SSO32T0105.000322,18:10:54.88,-28:24:42.59,9674.10038,53.59,0.138,16.05,14.15,14.15,1,0.88,
KMT-2022-BLG-0127,BLG33K0505.012662,18:10:18.65,-29:28:36.52,9654.759,31.07,0.219,18.59,18.23,18.23,1,0.68,MB22068
KMT-2022-BLG-0128,BLG33M0601.012183,18:14:46.39,-29:54:54.90,9661.92688,47.37,0.052,22.08,18.76,18.76,2,0.47,
KMT-2022-BLG-0129,BLG33T0308.022604,18:11:23.41,-30:09:20.20,9659.08118,28.45,0.266,18.95,18.99,18.99,1,0.62,
KMT-2022-BLG-0130,SSO34M0203.024363,18:08:07.38,-31:47:10.79,9653.95829,70.16,0.025,23.11,19.33,19.33,1,0.75,
KMT-2022-BLG-0131,SAO34N0508.010410,18:06:28.92,-32:13:13.40,9663.4326,77.71,0.042,18.62,18.53,18.53,1,0.8,
KMT-2022-BLG-0132,BLG34T0402.018847,18:01:30.91,-33:00:27.50,9658.72007,27.43,0.55,19.14,19.05,19.05,1,1.11,
KMT-2022-BLG-0133,BLG34T0803.032784,17:59:30.69,-32:58:09.80,9658.08408,14.13,0.304,19.58,19.53,19.53,1,1.13,
KMT-2022-BLG-0134,SAO35N0308.015392,18:07:48.09,-25:53:57.19,9647.4562,17.93,0.077,20.28,18.56,18.56,1,1.46,MB22076
KMT-2022-BLG-0135,SAO35N0403.071056,18:06:54.87,-26:38:05.39,9684.07854,199.99,0.059,18.69,20.0,20.0,1,1.13,MB22060
KMT-2022-BLG-0136,BLG36K0307.005535,18:14:33.25,-22:48:44.42,9649.6487,20.09,0.356,18.72,18.77,18.77,4,2.05,
KMT-2022-BLG-0137,BLG36K0503.011836,18:13:10.05,-23:23:55.97,9642.95381,35.82,0.064,20.41,19.76,19.76,4,2.23,
KMT-2022-BLG-0138,BLG37M0107.009926,17:49:10.53,-34:29:42.29,9670.79076,27.49,0.062,19.86,18.21,18.21,1,1.28,MB22125
KMT-2022-BLG-0139,BLG37M0207.006862,17:48:47.20,-34:28:28.99,9678.14093,24.38,0.174,17.84,17.75,17.75,1,1.22,MB22106
KMT-2022-BLG-0140,BLG37M0508.018526,17:46:39.03,-34:22:18.30,9656.71729,184.47,0.092,21.15,18.93,18.93,1,1.55,MB22126
KMT-2022-BLG-0141,BLG37M0608.067049,17:46:00.05,-34:24:41.00,9656.68337,44.95,0.023,22.56,20.0,20.42,1,1.63,
KMT-2022-BLG-0142,BLG37N0102.025804,17:49:13.10,-36:15:12.71,9638.63904,17.78,0.484,19.38,19.46,19.46,1,1.01,
KMT-2022-BLG-0143,BLG37N0502.029561,17:47:09.33,-36:11:51.29,9681.98741,121.27,0.079,20.46,19.73,19.73,1,1.06,
KMT-2022-BLG-0144,BLG37T0605.000224,17:40:57.74,-35:55:12.94,9705.13288,84.54,0.892,15.07,15.38,15.38,2,2.22,
KMT-2022-BLG-0145,BLG38M0704.003036,17:55:49.78,-22:00:14.62,9652.74377,99.64,0.052,18.12,17.61,17.61,4,2.86,
KMT-2022-BLG-0146,SSO38N0304.003488,17:58:17.87,-23:10:23.88,9669.48278,52.16,0.536,18.45,18.46,18.46,4,5.32,
KMT-2022-BLG-0147,BLG41K0703.038911,17:49:59.51,-30:49:27.70,9663.87866,20.77,0.054,21.07,20.0,20.16,1,2.66,
KMT-2022-BLG-0148,SAO41K0705.005592,17:49:56.31,-30:39:24.70,9649.73291,17.73,0.38,17.09,17.17,17.17,1,2.74,
KMT-2022-BLG-0149,SAO41K0706.030322,17:50:02.40,-30:33:29.02,9648.02547,15.17,0.056,19.46,19.54,19.54,1,2.59,
KMT-2022-BLG-0150,BLG41K0706.042915,17:50:01.46,-30:32:37.00,9669.3621,37.81,0.026,20.9,19.95,19.95,1,2.77,
KMT-2022-BLG-0151,SAO41M0502.026932,17:56:37.07,-30:58:55.70,9648.41559,17.86,0.107,19.59,18.82,18.82,1,1.28,MB22074
KMT-2022-BLG-0152,BLG41M0806.002267,17:54:18.49,-30:30:59.18,9656.34418,31.63,0.025,20.95,16.2,16.2,1,1.53,MB22092
KMT-2022-BLG-0153,BLG41N0507.032497,17:56:16.66,-31:31:30.29,9656.93598,7.75,0.233,20.11,19.22,19.22,1,1.56,
KMT-2022-BLG-0154,BLG41N0803.065219,17:54:38.87,-32:03:56.99,9664.86842,21.74,0.186,19.61,20.0,20.2,1,1.67,
KMT-2022-BLG-0155,SSO41T0303.047734,17:52:44.58,-32:04:05.59,9641.76788,103.32,0.04,19.88,19.87,19.87,1,1.87,MB22017
KMT-2022-BLG-0156,BLG42K0101.079777,17:53:56.92,-29:03:45.90,9638.55876,15.98,0.021,20.86,19.84,19.84,1,1.7,
KMT-2022-BLG-0157,BLG42K0102.090959,17:53:42.01,-28:55:39.86,9650.23053,10.45,0.035,20.44,20.0,21.16,2,2.22,
KMT-2022-BLG-0158,BLG42K0107.008303,17:53:57.06,-28:17:34.12,9652.6589,11.45,0.546,18.12,18.18,18.18,2,2.96,
KMT-2022-BLG-0159,BLG42M0304.019122,17:57:09.50,-28:37:29.10,9656.75258,18.29,0.41,18.48,18.52,18.52,1,1.91,
KMT-2022-BLG-0160,SAO42M0804.005791,17:54:48.24,-28:40:16.07,9650.1289,48.95,0.212,17.0,16.97,16.97,2,2.1,MB22016
KMT-2022-BLG-0161,BLG42N0508.069654,17:56:22.99,-29:14:52.30,9663.26945,15.38,0.011,20.32,19.86,19.86,1,1.93,MB22109
KMT-2022-BLG-0162,SAO42T0201.015582,17:53:02.34,-30:11:48.37,9660.76745,9.0,0.144,19.61,18.14,18.14,2,1.53,MB22102
KMT-2022-BLG-0163,BLG42T0303.029524,17:52:37.56,-29:50:22.70,9656.65843,15.33,0.402,18.88,18.9,18.9,1,2.02,
KMT-2022-BLG-0164,SAO42T0702.019001,17:50:10.98,-29:57:20.20,9656.79095,0.51,0.203,19.36,19.4,19.4,1,3.62,
KMT-2022-BLG-0165,SAO42T0804.000857,17:49:44.98,-29:42:23.29,9681.06127,72.13,0.762,16.06,16.11,16.11,1,3.48,
KMT-2022-BLG-0166,BLG43K0301.051749,18:00:02.56,-27:55:45.19,9666.84727,30.28,0.171,20.71,19.54,19.54,1,1.63,
KMT-2022-BLG-0167,BLG43M0301.055118,18:04:57.65,-27:57:27.00,9658.74364,199.84,0.005,24.57,19.34,19.34,1,1.02,
KMT-2022-BLG-0168,BLG43N0108.002581,18:06:04.78,-28:10:18.91,9671.64936,10.76,0.859,15.67,15.67,15.67,1,1.05,MB22099
KMT-2022-BLG-0169,BLG43N0408.010239,18:04:31.69,-28:13:07.50,9705.33164,44.65,0.4,17.61,17.62,17.62,1,0.9,MB22112
KMT-2022-BLG-0170,SAO43T0101.013563,18:01:35.57,-29:01:31.58,9663.08349,9.43,0.375,18.72,17.98,17.98,1,1.34,MB22103
KMT-2022-BLG-0171,BLG01M0106.002934,17:58:56.22,-30:25:13.01,9677.61888,13.21,0.314,17.34,16.44,16.44,1,1.83,MB22124
KMT-2022-BLG-0172,BLG03N0504.040340,18:04:07.99,-28:30:07.20,9666.54775,27.29,0.122,21.09,18.89,18.89,1,0.99,
KMT-2022-BLG-0173,BLG04K0806.045077,17:59:21.81,-29:19:04.12,9660.34859,25.85,0.041,22.72,18.98,18.98,1,1.16,
KMT-2022-BLG-0174,BLG15K0303.028443,17:35:25.99,-26:21:39.35,9658.9181,93.36,0.058,23.22,20.0,21.0,2,3.1,
KMT-2022-BLG-0175,SAO15T0503.003207,17:34:21.67,-27:31:15.74,9671.48538,20.06,0.597,18.49,18.44,18.44,2,3.46,MB22131
KMT-2022-BLG-0176,BLG16N0301.047267,17:40:26.03,-25:37:23.02,9660.18415,14.23,0.163,21.39,20.0,21.21,2,2.6,
KMT-2022-BLG-0177,SSO17K0805.074912,17:40:04.36,-32:37:31.26,9661.89427,16.35,0.002,23.2,20.0,25.0,3,4.57,
KMT-2022-BLG-0178,SAO31K0305.022140,18:12:14.54,-25:14:20.90,9663.13343,57.13,0.021,20.33,19.31,19.31,1,1.68,MB22100
KMT-2022-BLG-0179,BLG32K0404.039950,18:09:13.58,-27:30:20.99,9659.7347,199.05,0.021,23.14,19.09,19.09,1,0.9,
KMT-2022-BLG-0180,BLG32N0204.018873,18:15:14.10,-28:29:54.49,9671.67478,40.24,0.181,18.61,18.54,18.54,1,0.45,
KMT-2022-BLG-0181,BLG43T0506.059721,17:59:15.26,-28:27:50.18,9661.70422,6.01,0.131,19.51,19.24,19.24,1,1.34,MB22105
KMT-2022-BLG-0182,BLG01N0607.001726,17:55:58.07,-31:23:14.10,9675.14388,12.03,0.895,17.38,15.77,15.77,1,1.58,MB22133
