Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2018-BLG-0716,SSO14M0506.011510,17:39:00.86,-28:05:52.73,8456.22911,130.04,0.719,19.25,18.97,18.97,4,2.93,
KMT-2018-BLG-0717,SAO18K0803.024885,17:41:40.28,-26:26:39.52,8398.75107,84.25,0.083,26.38,20.0,20.84,2,3.49,
KMT-2018-BLG-0718,SAO18K0802.064628,17:41:40.56,-26:26:39.91,8405.22835,43.97,0.103,22.13,20.0,21.84,2,3.49,
KMT-2018-BLG-0719,BLG17T0504.026454,17:41:37.58,-33:53:59.24,8402.68241,72.25,0.413,19.41,20.0,20.17,2,2.54,OB181750
KMT-2018-BLG-0720,SAO17N0402.058456,17:47:19.42,-34:07:14.41,8390.78217,47.03,0.004,34.59,20.0,20.23,1,1.61,
KMT-2018-BLG-0721,SAO19K0705.045376,17:42:04.14,-24:01:38.89,8400.63663,18.99,0.09,21.17,20.0,20.01,1,1.91,
KMT-2018-BLG-0722,BLG17T0101.002932,17:44:10.75,-34:11:57.98,8414.22973,35.01,0.278,19.41,16.38,16.38,1,1.62,OB181800
KMT-2018-BLG-0723,SSO19M0704.046354,17:47:11.48,-24:06:53.82,8358.87326,23.66,0.082,32.46,20.0,20.7,2,2.38,
KMT-2018-BLG-0724,SAO19T0704.049719,17:42:28.25,-25:15:50.18,8395.2084,25.22,0.632,21.79,20.0,21.01,1,2.62,
KMT-2018-BLG-0725,BLG15T0108.003030,17:36:27.73,-26:55:16.61,8405.93999,42.93,0.061,21.24,17.14,17.14,1,2.6,
KMT-2018-BLG-0726,SAO19T0704.070024,17:42:28.30,-25:16:01.85,8402.48638,16.31,1.71,16.64,20.0,22.52,2,2.62,
KMT-2018-BLG-0727,SSO20N0704.002623,17:47:03.42,-23:09:22.21,8411.38719,106.3,0.225,25.79,16.18,16.18,1,1.41,
KMT-2018-BLG-0728,SAO01K0104.012975,17:54:01.52,-30:36:16.42,8276.56031,21.07,0.144,20.09,18.31,18.31,1,1.54,OB180977
KMT-2018-BLG-0729,BLG01K0105.015523,17:54:07.33,-30:27:10.51,8263.14875,85.86,0.03,22.83,18.19,18.19,1,1.48,OB180866 OB180888
KMT-2018-BLG-0730,SAO01K0106.061030,17:53:49.05,-30:26:35.09,8373.83211,19.85,0.041,21.27,19.62,19.62,1,1.45,OB181666
KMT-2018-BLG-0731,SAO01K0206.062326,17:53:23.35,-30:22:54.30,8270.82214,66.1,0.054,20.02,19.79,19.79,1,1.74,
KMT-2018-BLG-0732,BLG01K0301.027953,17:52:35.29,-31:02:43.19,8179.30601,115.68,0.022,23.51,19.13,19.13,1,2.13,OB180280
KMT-2018-BLG-0733,SAO01K0301.072374,17:53:02.70,-30:58:43.72,8304.19082,17.22,0.22,21.35,20.0,20.22,1,1.77,
KMT-2018-BLG-0734,SAO01K0302.026978,17:52:53.33,-30:56:56.40,8257.99965,23.2,0.144,19.9,18.84,18.84,1,1.74,
KMT-2018-BLG-0735,BLG01K0304.060960,17:52:34.79,-30:38:14.32,8370.1676,26.15,0.094,21.47,20.0,20.13,1,2.11,OB181656
KMT-2018-BLG-0736,SSO01K0305.007889,17:52:39.61,-30:28:47.21,8330.21784,16.02,0.228,17.11,17.54,17.54,1,2.51,OB181216 MB18266
KMT-2018-BLG-0737,BLG01K0305.028305,17:52:58.30,-30:31:47.50,8250.84331,15.98,0.992,17.88,19.37,19.37,1,2.32,OB180712
KMT-2018-BLG-0738,BLG01K0307.051550,17:52:43.58,-30:16:46.31,8285.1902,38.9,0.167,19.09,19.89,19.89,2,1.78,OB180912 OB180969
KMT-2018-BLG-0739,BLG01K0308.004450,17:52:46.28,-30:06:43.31,8313.49073,25.54,0.28,18.69,16.28,16.28,1,1.62,OB181173
KMT-2018-BLG-0740,BLG01K0401.015795,17:52:17.19,-31:03:04.79,8316.6464,6.2,0.075,20.17,18.68,18.68,1,2.08,OB181296 MB18262
KMT-2018-BLG-0741,BLG01K0402.008962,17:52:18.46,-30:50:47.51,8334.49633,7.87,0.054,21.32,17.75,17.75,1,2.0,OB181405
KMT-2018-BLG-0742,SSO01K0402.017575,17:52:06.69,-30:53:22.31,8214.00832,199.28,0.014,23.61,18.78,18.78,1,2.43,OB180505
KMT-2018-BLG-0743,SSO01K0402.066935,17:52:21.82,-30:54:39.38,8379.28,9.8,0.1,20.03,20.0,20.27,1,2.1,OB181713
KMT-2018-BLG-0744,BLG01K0406.036292,17:52:15.19,-30:22:04.19,8291.76609,35.38,0.187,20.76,19.54,19.54,1,2.25,OB181033
KMT-2018-BLG-0745,BLG01K0407.060465,17:52:19.10,-30:19:02.28,8372.31415,4.37,0.218,20.53,19.98,19.98,2,2.0,
KMT-2018-BLG-0746,BLG01K0408.082480,17:52:27.09,-30:11:27.28,8330.24776,7.2,0.25,20.07,20.0,20.42,2,1.77,
KMT-2018-BLG-0747,BLG01K0504.012821,17:51:43.18,-30:41:56.11,8327.02458,16.93,0.025,20.25,18.48,18.48,1,2.27,OB181407
KMT-2018-BLG-0748,SSO01K0504.035967,17:51:29.88,-30:38:47.00,8372.00262,2.92,0.066,19.27,19.74,19.74,1,2.71,
KMT-2018-BLG-0749,BLG01K0504.045755,17:51:48.26,-30:37:28.20,8362.23723,23.73,0.18,20.54,20.0,20.03,1,2.31,
KMT-2018-BLG-0750,BLG01K0505.050169,17:51:22.14,-30:28:48.50,8345.62586,4.06,0.707,18.23,20.0,20.53,1,3.01,OB181504
KMT-2018-BLG-0751,BLG01K0507.029143,17:51:31.21,-30:15:19.58,8361.82924,2.55,0.109,19.39,19.19,19.19,1,2.3,
KMT-2018-BLG-0752,SAO01K0508.012817,17:51:53.60,-30:10:27.41,8302.83606,9.1,0.338,18.97,17.99,17.99,1,2.04,OB181165
KMT-2018-BLG-0753,BLG01K0508.019339,17:51:28.17,-30:09:32.18,8227.05845,18.89,0.396,18.9,18.63,18.63,1,2.29,
KMT-2018-BLG-0754,BLG01K0508.072365,17:51:48.60,-30:11:19.21,8290.89069,48.07,0.002,22.75,20.0,20.26,1,2.02,OB181095 MB18193
KMT-2018-BLG-0755,SAO01K0601.057894,17:51:05.73,-30:58:55.52,8277.7118,19.0,0.415,20.95,20.0,21.21,2,2.7,
KMT-2018-BLG-0756,BLG01K0603.040431,17:50:51.57,-30:47:59.32,8260.11476,20.7,0.079,22.36,19.76,19.76,1,2.65,
KMT-2018-BLG-0757,SAO01K0604.014040,17:51:00.40,-30:34:47.50,8303.89335,5.36,0.472,18.46,18.49,18.49,1,2.68,OB181179
KMT-2018-BLG-0758,SSO01K0605.002727,17:51:06.58,-30:30:37.40,8375.04867,151.46,0.002,22.83,16.7,16.7,1,2.81,OB181681 MB18375
KMT-2018-BLG-0759,BLG01K0605.035826,17:51:04.80,-30:27:36.50,8239.65865,32.08,0.166,20.27,19.94,19.94,1,2.59,OB180586
KMT-2018-BLG-0760,BLG01K0606.038476,17:50:50.68,-30:21:38.48,8287.81348,11.33,0.052,20.84,19.87,19.87,1,2.56,
KMT-2018-BLG-0761,SSO01K0608.036389,17:51:11.25,-30:04:49.40,8302.44813,4.62,0.439,19.56,19.49,19.49,1,2.47,OB181170
KMT-2018-BLG-0762,SAO01K0608.051152,17:51:17.27,-30:07:49.40,8373.15025,7.39,0.109,19.8,19.9,19.9,1,2.34,
KMT-2018-BLG-0763,BLG01K0608.052003,17:51:04.15,-30:09:46.01,8222.23948,6.18,0.055,21.39,19.92,19.92,1,2.44,
KMT-2018-BLG-0764,BLG01K0702.041435,17:50:21.15,-30:56:45.49,8265.9436,9.46,0.103,22.12,20.0,20.3,1,2.89,
KMT-2018-BLG-0765,BLG01K0703.020369,17:50:13.45,-30:45:18.40,8374.17856,9.97,0.134,18.99,19.01,19.01,1,2.53,
KMT-2018-BLG-0766,BLG01K0703.022165,17:50:35.15,-30:44:43.12,8266.21465,50.11,0.255,18.97,19.11,19.11,1,2.55,OB180627
KMT-2018-BLG-0767,BLG01K0703.060462,17:50:37.73,-30:47:01.90,8178.75078,23.73,0.154,20.31,20.0,20.32,1,2.65,OB180258
KMT-2018-BLG-0768,BLG01K0703.075366,17:50:18.21,-30:42:06.23,8289.43672,10.1,0.36,20.7,20.0,25.0,3,2.62,OB181123
KMT-2018-BLG-0769,BLG01K0803.007594,17:49:40.03,-30:45:46.58,8208.20442,13.02,0.236,20.23,17.88,17.88,1,3.22,
KMT-2018-BLG-0770,BLG01K0804.008071,17:49:38.12,-30:34:28.20,8217.03928,65.43,0.159,21.36,17.71,17.71,1,3.07,OB180510
KMT-2018-BLG-0771,BLG01K0804.024636,17:49:38.87,-30:36:40.00,8366.68052,39.91,0.196,19.72,19.45,19.45,1,2.89,OB181591 OB181705
KMT-2018-BLG-0772,SAO01K0806.026282,17:49:52.46,-30:25:06.71,8307.13311,3.01,0.103,21.51,20.0,20.11,1,3.41,
KMT-2018-BLG-0773,SSO01M0103.016189,17:58:51.53,-30:44:11.51,8207.57809,36.4,0.058,21.08,18.8,18.8,1,1.53,OB180395
KMT-2018-BLG-0774,SSO01M0108.000771,17:58:58.42,-30:09:36.40,8354.27275,65.59,0.302,17.82,14.88,14.88,1,1.4,OB181442 MB18339
KMT-2018-BLG-0775,SSO01M0108.035327,17:58:40.53,-30:08:10.90,8284.3308,5.83,0.093,19.75,19.21,19.21,1,1.62,
KMT-2018-BLG-0776,BLG01M0204.021303,17:58:13.61,-30:37:07.39,8246.90518,30.5,0.166,19.5,19.17,19.17,1,1.87,OB180573
KMT-2018-BLG-0777,SSO01M0204.039626,17:58:24.05,-30:41:16.80,8230.53322,26.09,0.038,20.43,19.75,19.75,1,1.51,OB180555 MB18113
KMT-2018-BLG-0778,SAO01M0208.022050,17:58:05.26,-30:06:26.71,8298.2786,22.74,0.029,21.26,18.91,18.91,1,1.63,
KMT-2018-BLG-0779,SAO01M0208.062977,17:58:12.45,-30:04:46.16,8283.23306,8.1,0.092,21.45,20.0,20.05,2,1.57,
KMT-2018-BLG-0780,SAO01M0303.044205,17:57:58.94,-30:41:51.22,8370.89387,38.8,0.08,20.71,19.57,19.57,1,1.73,OB181645
KMT-2018-BLG-0781,SSO01M0304.001949,17:57:50.06,-30:35:05.78,8379.53118,12.85,0.628,16.3,16.21,16.21,1,2.27,OB181579 MB18364
KMT-2018-BLG-0782,SSO01M0304.062224,17:57:46.33,-30:35:45.31,8268.16676,47.75,0.116,21.28,20.0,21.33,2,2.26,
KMT-2018-BLG-0783,SSO01M0408.003448,17:56:57.11,-30:07:10.09,8262.52886,7.4,0.684,16.08,16.06,16.06,1,1.47,OB180798
KMT-2018-BLG-0784,SSO01M0408.007316,17:57:02.17,-30:10:35.51,8378.67979,58.5,0.03,21.83,17.2,17.2,1,1.48,OB181704
KMT-2018-BLG-0785,SSO01M0408.022870,17:57:22.21,-30:04:36.91,8233.73023,10.51,0.15,19.94,18.62,18.62,1,1.4,OB180686
KMT-2018-BLG-0786,SSO01M0505.010709,17:56:24.82,-30:28:25.61,8377.45701,31.99,0.129,21.22,18.51,18.51,1,2.24,OB181703
KMT-2018-BLG-0787,SSO01M0506.003454,17:56:30.92,-30:24:10.30,8350.78022,21.89,0.055,20.4,16.72,16.72,1,2.3,OB181544
KMT-2018-BLG-0788,SSO01M0508.046094,17:56:38.02,-30:06:02.41,8353.3531,12.91,0.027,20.13,19.21,19.21,1,1.4,
KMT-2018-BLG-0789,SSO01M0603.004747,17:55:46.81,-30:46:44.29,8207.99433,43.89,0.681,16.94,16.48,16.48,1,1.36,MB18030
KMT-2018-BLG-0790,SSO01M0603.072553,17:56:17.95,-30:43:20.39,8231.93383,14.56,0.053,21.13,19.87,19.87,1,1.52,OB180640
KMT-2018-BLG-0791,SSO01M0604.060042,17:55:43.86,-30:35:02.62,8311.31683,23.18,0.051,21.09,19.84,19.84,1,1.95,
KMT-2018-BLG-0792,SSO01M0605.030376,17:55:57.67,-30:31:44.90,8322.05499,27.4,0.037,19.29,19.61,19.61,1,1.99,OB181207 MB18257
KMT-2018-BLG-0793,SAO01M0606.008512,17:56:12.40,-30:21:20.48,8367.04817,38.19,0.054,19.58,17.96,17.96,1,2.09,OB181480
KMT-2018-BLG-0794,SSO01M0607.033355,17:55:50.58,-30:14:23.78,8271.64463,30.67,0.31,21.43,19.09,19.09,1,1.66,OB180987
KMT-2018-BLG-0795,SAO01M0703.079959,17:55:19.08,-30:48:57.82,8310.16666,101.88,0.002,24.19,20.0,20.23,1,1.49,OB181244
KMT-2018-BLG-0796,SSO01M0705.042073,17:55:25.03,-30:27:09.68,8256.65663,125.68,0.002,23.88,20.0,20.17,1,2.54,OB180784
KMT-2018-BLG-0797,SAO01M0706.076266,17:55:24.61,-30:20:00.13,8328.86287,20.91,0.043,21.49,20.0,21.13,2,1.81,
KMT-2018-BLG-0798,SSO01M0708.008983,17:55:20.59,-30:07:15.71,8173.96073,31.11,0.486,17.65,17.34,17.34,1,1.46,OB180028
KMT-2018-BLG-0799,SAO01M0708.013721,17:55:17.48,-30:04:12.90,8320.80586,8.34,0.605,17.76,17.98,17.98,1,1.49,
KMT-2018-BLG-0800,SAO01M0708.014470,17:55:29.67,-30:08:30.41,8281.00418,6.29,1.996,15.25,18.05,18.05,1,1.52,
KMT-2018-BLG-0801,SAO01M0802.008424,17:54:53.26,-30:51:46.80,8305.03524,36.5,0.015,21.85,17.53,17.53,1,1.67,OB181190
KMT-2018-BLG-0802,SAO01M0803.017095,17:54:47.57,-30:45:36.90,8265.10964,182.4,0.125,22.53,18.81,18.81,1,2.03,
KMT-2018-BLG-0803,SSO01M0808.043553,17:54:49.10,-30:06:30.20,8158.39635,41.96,0.393,18.61,19.16,19.16,1,1.37,
KMT-2018-BLG-0804,SAO01N0101.044934,17:58:53.38,-32:04:30.40,8255.67877,43.49,0.035,24.05,20.0,20.11,1,1.63,
KMT-2018-BLG-0805,SSO01N0103.001642,17:59:02.68,-31:49:44.62,8278.48958,24.89,0.773,16.2,16.11,16.11,1,1.61,OB180738 MB18159
KMT-2018-BLG-0806,SSO01N0201.008412,17:58:18.14,-32:05:37.90,8209.73487,18.32,0.169,20.9,18.32,18.32,1,1.48,OB180501
KMT-2018-BLG-0807,BLG01N0208.017331,17:58:15.72,-31:16:16.79,8175.51429,85.34,0.015,23.35,19.12,19.12,1,1.71,
KMT-2018-BLG-0808,SSO01N0208.029449,17:58:33.63,-31:15:44.60,8227.64842,23.93,0.11,19.34,19.58,19.58,1,1.81,OB180516 MB18107
KMT-2018-BLG-0809,SSO01N0307.014916,17:57:59.28,-31:26:05.89,8354.81839,10.99,0.083,18.68,18.99,18.99,1,1.57,OB181554 MB18329
KMT-2018-BLG-0810,BLG01N0308.051254,17:57:58.69,-31:11:52.40,8247.83795,24.08,0.242,20.07,19.92,19.92,1,1.63,
KMT-2018-BLG-0811,SSO01N0401.007331,17:57:10.63,-32:10:05.81,8244.53004,16.37,0.292,20.35,17.89,17.89,1,1.37,OB180743
KMT-2018-BLG-0812,SSO01N0406.002153,17:57:15.42,-31:27:29.02,8279.67458,9.32,0.321,15.81,16.04,16.04,1,1.4,OB180901 MB18160
KMT-2018-BLG-0813,SSO01N0406.051855,17:57:29.77,-31:30:35.71,8392.35116,6.36,0.163,19.24,19.86,19.86,1,1.6,OB181761
KMT-2018-BLG-0814,SAO01N0601.059335,17:56:05.50,-32:08:33.79,8291.2166,21.65,1.381,18.09,20.0,20.04,1,1.38,
KMT-2018-BLG-0815,BLG01N0608.059561,17:56:11.74,-31:18:10.58,8332.93793,35.51,0.146,20.49,19.88,19.88,1,1.57,OB181375
KMT-2018-BLG-0816,SSO01N0802.036400,17:55:00.27,-32:00:59.51,8229.53831,5.64,0.089,19.29,19.48,19.48,1,1.53,OB180677 OB180680
KMT-2018-BLG-0817,BLG01T0101.022225,17:54:10.66,-32:11:02.11,8248.97866,11.54,0.28,20.28,19.23,19.23,1,1.8,
KMT-2018-BLG-0818,SAO01T0101.031350,17:54:15.32,-32:04:56.50,8415.26922,66.76,0.167,20.96,19.54,19.54,1,1.74,
KMT-2018-BLG-0819,BLG01T0101.045582,17:54:11.43,-32:08:24.40,8227.95108,23.85,0.652,17.53,19.93,19.93,1,1.7,OB180419
KMT-2018-BLG-0820,BLG01T0104.028861,17:54:06.62,-31:48:06.52,8295.27288,33.38,0.144,20.72,19.32,19.32,1,1.85,
KMT-2018-BLG-0821,BLG01T0107.006052,17:53:51.36,-31:24:30.20,8210.72285,45.07,0.201,20.51,17.27,17.27,1,1.87,OB180416
KMT-2018-BLG-0822,BLG01T0108.011463,17:54:15.41,-31:16:09.52,8207.46331,30.73,0.325,18.16,18.42,18.42,1,1.92,OB180198 MB18063
KMT-2018-BLG-0823,SSO01T0203.003093,17:53:12.40,-31:55:29.32,8354.44002,22.72,0.276,18.65,16.38,16.38,1,1.94,OB181485 MB18323
KMT-2018-BLG-0824,SAO01T0208.080063,17:53:14.57,-31:12:19.01,8387.73581,184.61,0.042,23.08,20.0,20.65,1,2.08,
KMT-2018-BLG-0825,SSO01T0303.034837,17:53:04.90,-31:55:31.91,8212.31369,138.22,0.002,22.36,19.63,19.63,1,1.99,OB180520
KMT-2018-BLG-0826,SAO01T0303.068904,17:52:36.25,-31:52:47.21,8281.23968,71.62,0.016,23.94,20.0,20.54,1,2.04,
KMT-2018-BLG-0827,SSO01T0308.053919,17:52:48.29,-31:15:33.59,8314.41022,7.02,0.51,20.13,20.0,20.01,1,2.19,OB181286
KMT-2018-BLG-0828,SSO01T0308.059465,17:52:48.43,-31:16:15.49,8225.42752,22.97,0.045,22.01,20.0,20.14,1,2.08,OB180585
KMT-2018-BLG-0829,SAO01T0308.080822,17:52:54.41,-31:12:50.29,8190.66294,9.03,0.101,21.44,20.0,20.88,1,2.18,OB180350
KMT-2018-BLG-0830,BLG01T0401.044034,17:52:22.09,-32:06:29.70,8282.42579,27.14,0.203,21.14,19.84,19.84,1,2.03,OB181001
KMT-2018-BLG-0831,SSO01T0403.001143,17:51:58.73,-31:51:58.10,8223.88089,15.62,0.089,15.68,15.84,15.84,1,2.46,OB180421
KMT-2018-BLG-0832,BLG01T0504.010327,17:51:39.01,-31:43:19.99,8228.58266,39.75,0.111,21.88,19.3,19.3,1,3.03,
KMT-2018-BLG-0833,SAO01T0603.022807,17:51:16.32,-31:54:13.86,8305.33424,101.93,0.037,20.92,20.0,20.69,2,2.66,OB181127 OB181128
KMT-2018-BLG-0834,BLG01T0608.097643,17:50:59.33,-31:12:03.06,8227.02617,5.56,0.099,21.21,20.0,25.0,3,3.02,
KMT-2018-BLG-0835,SAO01T0703.004585,17:50:31.16,-31:55:26.72,8224.15666,22.78,0.093,18.9,19.68,19.68,2,4.09,OB180506
KMT-2018-BLG-0836,BLG01T0703.004992,17:50:30.63,-31:55:35.98,8346.27475,0.91,0.075,20.9,19.78,19.78,2,4.03,
KMT-2018-BLG-0837,SAO01T0703.014570,17:50:30.42,-31:55:44.22,8346.8164,0.58,0.016,23.53,20.0,21.25,3,4.03,
KMT-2018-BLG-0838,SSO02K0102.000859,17:53:49.08,-28:47:13.92,8298.12993,10.54,0.312,16.53,15.17,15.17,2,1.91,OB181091 MB18200
KMT-2018-BLG-0839,SAO02K0102.006876,17:54:14.45,-28:43:33.24,8299.45824,17.57,0.871,16.63,17.04,17.04,2,2.09,OB180967
KMT-2018-BLG-0840,SSO02K0102.009463,17:54:04.80,-28:44:29.98,8226.54679,4.16,0.231,16.36,17.43,17.43,2,2.1,OB180562 MB18104
KMT-2018-BLG-0841,SSO02K0103.000913,17:54:01.44,-28:37:46.85,8317.93809,5.69,0.096,19.28,15.48,15.48,4,2.55,OB181316
KMT-2018-BLG-0842,SAO02K0103.011273,17:53:51.31,-28:39:14.15,8292.25763,6.53,0.964,17.11,18.09,18.09,2,2.5,OB181054
KMT-2018-BLG-0843,SSO02K0103.022715,17:54:09.48,-28:37:25.18,8188.7074,4.15,0.086,18.12,19.25,19.25,2,2.38,OB180318 MB18047
KMT-2018-BLG-0844,SSO02K0103.044620,17:54:01.85,-28:40:36.88,8237.81567,23.04,0.118,21.92,20.0,20.14,3,2.36,
KMT-2018-BLG-0845,SSO02K0105.008196,17:54:16.58,-28:22:47.53,8299.89582,15.04,0.285,17.19,17.86,17.86,2,2.8,OB180983
KMT-2018-BLG-0846,SSO02K0201.003724,17:53:26.55,-28:56:12.70,8213.1966,7.5,0.386,15.57,16.67,16.67,1,2.49,OB180380 MB18085
KMT-2018-BLG-0847,SAO02K0202.049332,17:53:14.60,-28:44:47.15,8391.23818,9.26,0.082,21.12,20.0,20.29,2,2.59,OB181752
KMT-2018-BLG-0848,SSO02K0203.038602,17:53:22.15,-28:39:38.70,8192.88117,21.19,0.086,20.13,20.0,20.27,2,2.72,OB180319
KMT-2018-BLG-0849,SSO02K0204.004545,17:53:11.44,-28:29:52.44,8232.62866,17.56,0.031,22.02,17.17,17.17,2,2.6,
KMT-2018-BLG-0850,BLG02K0204.020726,17:53:18.64,-28:28:32.84,8390.62617,11.37,0.02,20.78,19.23,19.23,2,2.38,
KMT-2018-BLG-0851,SAO02K0205.021029,17:53:25.63,-28:22:38.68,8392.79994,49.36,0.278,19.84,19.39,19.39,2,2.71,OB181717
KMT-2018-BLG-0852,SAO02K0302.023737,17:52:57.92,-28:50:19.03,8276.2273,8.52,0.092,22.03,19.76,19.76,2,2.76,OB181009
KMT-2018-BLG-0853,SSO02K0304.047587,17:52:45.54,-28:30:21.89,8222.36789,23.28,0.095,20.94,20.0,20.97,2,3.0,OB180546
KMT-2018-BLG-0854,SSO02K0307.012198,17:53:01.96,-28:05:17.09,8181.8462,16.18,0.453,18.36,19.54,19.54,2,4.06,OB180035
KMT-2018-BLG-0855,BLG02K0308.023114,17:52:43.37,-28:04:15.24,8231.25738,6.9,0.117,21.66,20.0,21.13,2,4.18,OB180676
KMT-2018-BLG-0856,SSO02K0401.015423,17:52:08.52,-28:57:11.45,8219.5613,81.01,0.026,20.09,18.83,18.83,3,3.08,OB180337 MB18092
KMT-2018-BLG-0857,SSO02K0403.018030,17:52:06.75,-28:43:08.08,8277.03218,69.97,0.234,18.92,19.69,19.69,2,3.32,OB180545
KMT-2018-BLG-0858,BLG02K0406.019107,17:52:09.83,-28:18:29.38,8175.98047,34.64,0.099,21.77,19.94,19.94,3,3.92,
KMT-2018-BLG-0859,SSO02K0501.000604,17:51:45.97,-28:53:22.81,8159.02504,23.36,0.056,17.16,15.74,15.74,2,3.31,OB180005 MB18013
KMT-2018-BLG-0860,SAO02K0501.025454,17:51:38.23,-28:55:48.22,8267.07052,16.86,0.345,19.66,20.0,20.15,2,3.6,
KMT-2018-BLG-0861,SSO02K0501.043057,17:51:55.62,-28:53:45.89,8401.29786,57.28,0.014,22.84,20.0,20.96,2,2.99,
KMT-2018-BLG-0862,BLG02K0501.077478,17:51:47.00,-28:56:53.70,8329.11216,96.2,0.059,22.36,20.0,25.0,3,3.52,OB181342
KMT-2018-BLG-0863,SAO02K0505.019276,17:51:58.00,-28:22:14.63,8395.98273,17.54,0.26,19.29,19.5,19.5,2,3.44,OB181718
KMT-2018-BLG-0864,SSO02K0505.043746,17:51:37.49,-28:22:27.48,8193.0326,22.0,0.014,21.61,20.0,20.87,2,3.14,
KMT-2018-BLG-0865,SAO02K0506.072222,17:51:32.88,-28:17:17.70,8301.04645,49.64,0.087,20.95,20.0,22.16,2,3.57,
KMT-2018-BLG-0866,SAO02K0602.040182,17:51:02.92,-28:46:16.61,8210.51409,35.47,0.031,21.11,20.0,21.55,3,4.33,
KMT-2018-BLG-0867,SSO02K0603.037751,17:51:08.19,-28:40:01.20,8249.08239,90.48,0.046,21.61,20.0,21.51,2,4.33,OB180750
KMT-2018-BLG-0868,SSO02M0106.002760,17:58:53.12,-28:15:41.90,8148.69551,55.28,0.076,17.96,15.92,15.92,1,1.54,OB180015
KMT-2018-BLG-0869,SSO02M0108.001064,17:58:48.33,-28:00:04.50,8357.83804,5.16,0.803,15.81,15.63,15.63,1,2.5,OB181573 MB18330
KMT-2018-BLG-0870,SAO02M0204.004152,17:58:22.03,-28:30:18.00,8274.11104,64.27,0.285,19.3,16.27,16.27,1,1.64,OB180809
KMT-2018-BLG-0871,BLG02M0402.094553,17:56:56.89,-28:49:16.28,8172.98891,126.78,0.008,22.65,20.0,20.22,1,1.91,
KMT-2018-BLG-0872,SSO02M0404.071405,17:57:16.11,-28:34:54.80,8206.01982,21.23,0.191,20.02,19.94,19.94,1,1.95,OB180390
KMT-2018-BLG-0873,SSO02M0406.015476,17:56:56.33,-28:19:45.91,8197.46606,15.08,0.036,18.05,18.16,18.16,1,1.98,OB180270 MB18061
KMT-2018-BLG-0874,SAO02M0407.066786,17:56:55.70,-28:08:10.50,8301.53293,14.99,0.024,20.54,19.85,19.85,1,1.98,OB181166
KMT-2018-BLG-0875,SSO02M0408.020062,17:56:56.26,-27:58:41.27,8204.00669,71.73,0.109,19.3,18.82,18.82,2,2.35,OB180054 MB18062
KMT-2018-BLG-0876,SAO02M0408.053321,17:56:55.13,-28:00:08.32,8376.77327,4.7,0.022,20.65,19.93,19.93,1,2.33,OB181702
KMT-2018-BLG-0877,SSO02M0502.075313,17:56:27.68,-28:44:57.91,8347.04423,22.2,0.219,20.72,19.93,19.93,1,1.85,OB181543
KMT-2018-BLG-0878,SAO02M0503.004623,17:56:42.49,-28:35:48.59,8361.06224,2.54,0.474,15.93,16.18,16.18,1,1.66,OB181572 MB18341
KMT-2018-BLG-0879,SSO02M0505.006718,17:56:42.25,-28:23:24.29,8195.80117,13.73,0.976,17.41,16.93,16.93,1,2.07,OB180271
KMT-2018-BLG-0880,SAO02M0507.004217,17:56:28.28,-28:08:57.98,8371.87765,112.49,0.156,20.25,16.39,16.39,1,1.89,OB181574
KMT-2018-BLG-0881,SAO02M0508.003731,17:56:22.59,-28:00:22.39,8398.2542,6.14,0.605,17.4,16.47,16.47,1,2.09,OB181757
KMT-2018-BLG-0882,BLG02M0601.088873,17:55:55.29,-28:52:09.73,8219.13088,8.56,0.087,20.23,20.0,20.29,2,1.74,OB180554
KMT-2018-BLG-0883,SAO02M0603.003412,17:56:14.03,-28:37:28.88,8253.22856,3.68,0.003,20.13,16.19,16.19,1,1.76,OB180810
KMT-2018-BLG-0884,BLG02M0603.071013,17:55:58.95,-28:37:12.90,8240.77367,50.75,0.006,21.66,19.91,19.91,1,1.7,OB180700 MB18137
KMT-2018-BLG-0885,SSO02M0604.082331,17:55:51.92,-28:30:48.10,8239.79329,6.38,0.167,20.64,20.0,21.66,2,2.32,
KMT-2018-BLG-0886,SAO02M0605.059653,17:56:06.44,-28:26:36.06,8312.58431,199.81,0.004,24.58,20.0,20.87,2,2.75,OB181257
KMT-2018-BLG-0887,SAO02M0605.079521,17:55:55.78,-28:22:13.22,8340.82832,1.5,1.992,15.98,20.0,21.6,2,2.83,OB181456
KMT-2018-BLG-0888,SAO02M0606.051753,17:56:05.41,-28:15:15.98,8337.61645,110.62,0.118,22.39,20.0,20.7,2,2.44,
KMT-2018-BLG-0889,SSO02M0607.065363,17:55:58.40,-28:11:40.24,8203.4365,147.2,0.023,23.51,20.0,21.11,2,2.47,
KMT-2018-BLG-0890,SAO02M0608.005513,17:56:04.42,-27:59:13.70,8244.66123,24.46,0.743,18.55,17.88,17.88,2,2.63,OB180567
KMT-2018-BLG-0891,SAO02M0608.027997,17:56:13.96,-28:00:51.01,8252.45986,12.55,0.059,20.51,20.0,20.23,2,2.48,OB180766
KMT-2018-BLG-0892,SSO02M0701.040362,17:55:28.64,-28:54:54.50,8222.0374,39.68,0.238,20.17,19.57,19.57,2,2.02,
