Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2020-BLG-0466,SSO04T0203.042035,18:02:46.77,-30:45:31.10,9020.95072,39.78,0.255,20.25,19.79,19.79,1,1.38,
KMT-2020-BLG-0467,SSO11M0703.019956,17:28:35.77,-29:34:26.33,9022.14529,26.32,0.317,19.38,19.68,19.68,2,1.98,
KMT-2020-BLG-0468,SSO12N0402.004025,17:30:19.39,-28:45:27.61,9024.71195,56.84,0.002,19.39,18.0,18.0,2,2.46,
KMT-2020-BLG-0469,SSO12T0103.084487,17:27:01.84,-28:35:25.62,9012.90271,114.19,0.022,22.94,20.0,22.67,2,1.98,
KMT-2020-BLG-0470,SSO13N0407.005883,17:37:53.56,-34:36:18.76,9024.9168,39.66,0.665,18.67,18.52,18.52,2,2.85,
KMT-2020-BLG-0471,SSO14M0608.087861,17:38:33.23,-27:54:16.92,9014.84993,14.99,0.218,20.0,20.0,21.97,2,2.77,
KMT-2020-BLG-0472,SSO14N0704.016473,17:37:36.26,-29:33:41.40,9022.08573,36.31,0.2,20.42,20.0,20.28,2,3.7,
KMT-2020-BLG-0473,SSO14T0605.004459,17:33:23.40,-29:27:02.92,9017.59861,11.78,0.881,18.29,17.94,17.94,2,3.07,
KMT-2020-BLG-0474,SSO15N0607.052695,17:38:13.81,-27:04:51.89,9013.86127,23.38,0.064,21.73,20.0,21.3,2,2.95,
KMT-2020-BLG-0475,SSO15T0202.058804,17:36:04.70,-27:42:17.39,9011.19569,7.28,0.105,21.27,20.0,21.34,2,3.12,
KMT-2020-BLG-0476,SSO31K0501.060109,18:10:51.48,-25:46:32.02,9015.45699,47.96,0.093,20.25,20.0,20.06,1,1.12,MB20083
KMT-2020-BLG-0477,SSO33M0501.017763,18:15:32.48,-29:53:11.08,9013.69291,14.78,0.265,19.2,19.17,19.17,2,0.37,
KMT-2020-BLG-0478,SSO35M0606.005478,18:06:02.66,-25:00:56.95,9068.39732,197.55,0.339,18.94,18.44,18.44,4,3.41,
KMT-2020-BLG-0479,SSO37K0306.038185,17:43:05.34,-34:36:04.68,9011.03299,56.21,0.006,21.97,20.0,20.12,3,1.89,
KMT-2020-BLG-0480,SSO37T0402.010940,17:42:04.01,-36:17:49.88,9009.87822,13.08,0.108,20.75,19.66,19.66,2,1.73,
KMT-2020-BLG-0481,SSO41K0705.035576,17:50:24.14,-30:36:04.50,9011.92917,19.67,0.501,19.79,19.75,19.75,1,2.49,
KMT-2020-BLG-0482,SSO42K0101.088879,17:53:45.24,-29:01:20.60,9036.50117,199.83,0.221,20.46,20.0,20.13,1,2.01,
KMT-2020-BLG-0483,SSO42T0504.052579,17:51:28.20,-29:46:22.40,9118.0266,199.75,0.025,23.87,20.0,20.13,1,2.92,
KMT-2020-BLG-0484,SSO43M0301.041344,18:04:55.03,-27:58:34.39,9021.41358,23.53,0.406,18.92,19.0,19.0,1,1.01,MB20097
KMT-2020-BLG-0485,SSO43N0202.040613,18:05:46.64,-28:59:21.19,9012.63877,79.27,0.006,23.64,19.2,19.2,1,0.95,
KMT-2020-BLG-0486,SSO01K0603.049503,17:51:17.28,-30:45:19.01,9041.34387,4.33,0.272,19.81,20.0,20.0,1,2.26,
KMT-2020-BLG-0487,SSO01M0406.074357,17:57:27.87,-30:23:34.62,9016.49813,2.95,0.482,21.76,20.0,25.0,3,1.8,
KMT-2020-BLG-0488,SSO01M0604.065494,17:56:13.53,-30:39:44.32,9015.99094,15.13,0.113,20.92,19.96,19.96,1,1.79,
KMT-2020-BLG-0489,SSO02M0201.109600,17:58:18.30,-28:52:28.88,9018.74655,6.99,0.002,19.64,20.0,20.43,1,1.4,
KMT-2020-BLG-0490,SSO02N0203.052819,17:58:34.46,-29:45:58.61,9016.31138,8.09,0.184,19.88,19.14,19.14,1,1.24,
KMT-2020-BLG-0491,SSO02N0206.034973,17:58:27.30,-29:19:45.59,9021.15957,14.03,0.96,18.77,18.85,18.85,1,1.26,
KMT-2020-BLG-0492,SSO02T0301.030854,17:52:45.14,-30:00:21.38,9021.25231,38.74,0.048,19.62,18.86,18.86,1,1.95,MB20102
KMT-2020-BLG-0493,SSO02T0506.016741,17:51:55.23,-29:21:43.42,9056.28854,68.52,0.803,18.8,18.82,18.82,1,2.99,
KMT-2020-BLG-0494,SSO03N0501.042331,18:04:07.76,-28:57:01.51,9017.56154,2.24,0.129,19.6,18.91,18.91,1,0.68,
KMT-2020-BLG-0495,SSO03T0105.090926,18:01:48.50,-28:22:37.60,9021.80301,118.88,0.029,21.47,20.0,20.08,1,1.03,
KMT-2020-BLG-0496,SSO04K0104.012336,18:03:23.98,-29:35:26.30,9022.43909,15.73,0.272,17.81,18.11,18.11,1,1.0,MB20096
KMT-2020-BLG-0497,SSO12M0105.064679,17:31:48.04,-27:12:08.46,9014.06715,27.09,0.056,22.14,20.0,21.91,2,2.75,
KMT-2020-BLG-0498,SSO13K0107.011424,17:34:31.34,-33:26:19.64,9024.39089,21.68,0.297,19.99,19.98,19.98,2,4.04,
KMT-2020-BLG-0499,SSO13M0504.061253,17:37:10.57,-33:47:34.48,9015.34019,12.65,0.107,21.32,20.0,22.26,2,3.33,
KMT-2020-BLG-0500,SSO14K0801.008635,17:32:12.72,-28:48:32.47,9021.73981,19.06,0.116,19.79,19.56,19.56,2,2.89,
KMT-2020-BLG-0501,SSO14M0404.093189,17:39:41.23,-28:21:08.32,9040.87638,46.34,0.021,21.1,20.0,25.0,3,3.63,
KMT-2020-BLG-0502,SSO14T0807.020371,17:32:20.59,-29:11:59.75,9042.7378,166.92,0.013,24.06,20.0,20.37,2,3.01,
KMT-2020-BLG-0503,SSO15M0505.043266,17:38:40.32,-26:10:17.87,9014.2405,34.7,0.173,21.84,20.0,21.09,3,3.21,
KMT-2020-BLG-0504,SSO15N0306.065694,17:40:14.51,-27:10:12.61,9017.97293,3.37,0.192,19.56,20.0,21.35,2,2.87,
KMT-2020-BLG-0505,SSO16M0406.022870,17:39:35.34,-23:51:08.64,9042.50138,35.48,0.085,20.46,20.0,20.02,2,1.82,
KMT-2020-BLG-0506,SSO16M0504.002236,17:39:03.63,-24:13:22.04,9105.95487,199.98,0.99,17.69,17.47,17.47,2,2.32,
KMT-2020-BLG-0507,SSO17T0204.011226,17:43:40.96,-33:54:36.22,9024.19906,20.2,0.096,19.81,19.56,19.56,1,2.76,
KMT-2020-BLG-0508,SSO18N0301.005315,17:49:03.57,-27:45:55.91,9037.09564,36.18,0.048,19.95,20.0,20.52,2,10.79,
KMT-2020-BLG-0509,SSO19M0404.092572,17:48:44.27,-24:13:22.04,9018.00166,6.35,0.2,21.28,20.0,25.0,3,2.57,
KMT-2020-BLG-0510,SSO19M0506.060963,17:48:12.90,-23:56:38.00,9016.71776,8.88,0.052,21.47,20.0,21.36,2,2.51,
KMT-2020-BLG-0511,SSO19T0302.027368,17:44:44.92,-25:29:32.60,9018.00173,10.83,0.907,19.94,20.0,20.61,2,3.11,
KMT-2020-BLG-0512,SSO19T0608.006906,17:42:43.18,-24:46:25.61,9026.0201,88.45,0.002,24.17,18.47,18.47,1,2.26,
KMT-2020-BLG-0513,SSO20M0707.013147,17:46:44.47,-21:40:37.06,9015.60848,9.12,0.712,19.42,19.34,19.34,4,1.92,
KMT-2020-BLG-0514,SSO21K0201.034358,17:53:03.53,-35:16:37.99,9026.76404,37.82,0.002,21.96,19.3,19.3,1,0.68,MB20084
KMT-2020-BLG-0515,SSO21T0808.028467,17:49:40.02,-35:27:43.42,9026.37993,41.24,0.197,20.16,19.33,19.33,1,1.06,
KMT-2020-BLG-0516,SSO22K0208.008502,17:53:28.38,-32:15:47.20,9033.42518,75.27,0.002,21.8,18.16,18.16,1,1.82,MB20126
KMT-2020-BLG-0517,SSO22K0503.018230,17:51:45.31,-32:53:28.61,9026.85505,22.34,0.004,19.71,19.09,19.09,1,1.9,MB20105
KMT-2020-BLG-0518,SSO32N0305.033763,18:14:19.90,-28:28:49.19,9020.96497,68.53,0.198,20.31,19.13,19.13,1,0.41,
KMT-2020-BLG-0519,SSO32T0307.037486,18:09:46.42,-28:08:32.71,9012.95519,63.65,0.336,19.09,19.16,19.16,1,0.89,
KMT-2020-BLG-0520,SSO34M0206.033298,18:08:10.54,-31:23:43.40,9021.07955,30.21,0.058,19.77,19.62,19.62,1,0.63,MB20073
KMT-2020-BLG-0521,SSO34N0307.000182,18:07:38.61,-32:23:03.41,9010.97968,158.13,0.03,20.43,14.16,14.16,1,0.57,
KMT-2020-BLG-0522,SSO34N0307.023993,18:07:20.70,-32:20:49.31,9021.92642,35.06,0.417,19.41,19.48,19.48,1,0.64,
KMT-2020-BLG-0523,SSO35N0604.004884,18:06:03.48,-26:27:33.80,9092.63155,47.87,0.108,17.03,16.98,16.98,1,1.59,
KMT-2020-BLG-0524,SSO37M0802.049371,17:45:07.35,-35:09:51.59,9026.0971,59.91,0.002,23.79,20.0,20.05,1,1.19,
KMT-2020-BLG-0525,SSO37T0407.031232,17:42:09.17,-35:35:54.71,9014.33634,8.84,0.927,19.85,20.0,20.39,2,2.02,
KMT-2020-BLG-0526,SSO41K0707.068503,17:49:59.38,-30:26:10.90,9020.02649,24.14,0.306,20.83,20.0,25.0,3,3.1,
KMT-2020-BLG-0527,SSO41M0802.065124,17:54:15.54,-30:59:24.11,9033.63263,84.07,0.004,26.25,19.7,19.7,1,1.61,
KMT-2020-BLG-0528,SSO42M0703.066031,17:55:12.28,-28:46:42.53,9023.36224,36.3,0.054,21.05,20.0,20.25,2,2.09,MB20113
KMT-2020-BLG-0529,SSO42N0604.072337,17:55:40.13,-29:50:01.39,9019.9271,10.13,0.384,19.91,19.58,19.58,1,1.41,
KMT-2020-BLG-0530,SSO43K0306.047999,18:00:07.20,-27:15:53.39,9013.08252,14.68,0.334,20.29,19.43,19.43,1,1.75,
KMT-2020-BLG-0531,SSO43M0301.004801,18:04:57.03,-27:53:37.00,9006.84068,37.77,0.999,17.7,16.6,16.6,1,1.08,
KMT-2020-BLG-0532,SSO43T0405.025128,17:59:40.89,-28:34:16.39,9024.2536,199.65,0.007,23.14,18.42,18.42,1,1.34,
KMT-2020-BLG-0533,SSO02N0108.001523,17:58:51.10,-29:08:21.19,9020.38134,16.36,0.183,15.34,15.01,15.01,1,1.01,MB20091
KMT-2020-BLG-0534,SSO12N0505.054842,17:29:43.08,-28:22:57.58,9016.70982,9.16,0.446,20.05,20.0,20.94,2,2.05,
KMT-2020-BLG-0535,SSO20T0306.011122,17:44:19.95,-22:57:59.36,9018.78954,16.47,0.482,19.32,19.32,19.32,2,1.88,
KMT-2020-BLG-0536,SSO43K0404.006214,17:59:31.49,-27:30:37.91,8988.93048,57.31,0.914,17.44,17.01,17.01,1,1.9,
KMT-2020-BLG-0537,SSO03K0208.012791,18:01:07.94,-26:56:09.82,9024.56493,101.37,0.027,22.52,18.84,18.84,1,2.62,
KMT-2020-BLG-0538,SSO12M0501.006887,17:29:35.66,-27:41:51.25,9027.3784,44.86,0.013,21.08,19.26,19.26,2,2.5,
KMT-2020-BLG-0539,SSO19T0805.010275,17:41:41.59,-25:08:21.52,9010.37602,27.04,0.545,21.37,18.82,18.82,1,2.48,
KMT-2020-BLG-0540,SSO36T0107.008176,18:15:34.15,-23:55:35.58,9015.42759,13.97,0.601,20.04,18.61,18.61,4,1.32,
KMT-2020-BLG-0541,SSO41M0805.036988,17:54:43.79,-30:35:38.62,9028.37025,26.85,0.32,20.12,20.0,20.05,1,2.6,
KMT-2020-BLG-0542,SSO42M0305.033919,17:57:27.07,-28:32:40.99,9019.54148,13.63,0.224,20.26,19.02,19.02,1,1.78,
KMT-2020-BLG-0543,SSO17N0705.004466,17:45:32.29,-33:46:09.70,9022.94278,4.84,0.951,16.75,16.79,16.79,1,1.67,
KMT-2020-BLG-0544,SSO18T0306.038347,17:44:35.12,-27:10:31.30,9019.69622,14.95,0.789,19.93,20.0,21.48,2,4.03,
KMT-2020-BLG-0545,SSO32M0506.001819,18:13:20.70,-27:07:26.40,9034.31302,5.47,0.833,15.69,15.68,15.68,1,0.61,MB20119
KMT-2020-BLG-0546,SSO32T0803.000787,18:07:00.42,-28:42:13.07,9043.10495,2.18,0.006,14.95,14.94,14.94,2,0.9,
KMT-2020-BLG-0547,SSO01K0608.005193,17:51:06.16,-30:05:47.80,9049.62698,16.38,0.685,16.86,16.87,16.87,1,2.47,MB20161
KMT-2020-BLG-0548,SSO01K0703.009956,17:50:26.72,-30:44:40.09,9065.86619,121.18,0.778,17.91,17.87,17.87,1,2.53,
KMT-2020-BLG-0549,SSO02K0406.033238,17:52:27.95,-28:15:50.76,9027.47265,57.31,0.037,22.58,20.0,20.89,2,3.96,
KMT-2020-BLG-0550,SSO02M0805.020012,17:54:53.96,-28:25:52.00,9023.52295,19.74,0.773,19.72,19.59,19.59,2,2.65,
KMT-2020-BLG-0551,SSO02T0107.051570,17:53:59.68,-29:19:23.09,9032.89138,22.39,0.035,19.34,19.19,19.19,1,1.98,MB20121
KMT-2020-BLG-0552,SSO04T0602.044106,18:00:40.67,-30:56:08.20,9026.86314,31.52,0.053,21.04,19.72,19.72,1,1.4,
KMT-2020-BLG-0553,SSO14M0603.000862,17:38:07.39,-28:31:06.49,9035.04866,16.25,0.458,16.79,16.75,16.75,2,3.46,
KMT-2020-BLG-0554,SSO14T0105.011225,17:36:20.30,-29:26:59.75,9028.15964,9.79,0.053,20.13,19.37,19.37,2,3.33,
KMT-2020-BLG-0555,SSO16M0608.016177,17:38:36.07,-23:36:43.06,9016.32844,199.47,0.067,22.84,19.79,19.79,2,1.95,
KMT-2020-BLG-0556,SSO18K0205.013609,17:45:06.30,-26:08:17.48,9026.79981,14.54,0.021,19.84,19.63,19.63,2,2.95,
KMT-2020-BLG-0557,SSO18K0205.090612,17:45:13.51,-26:10:45.91,9029.90994,15.72,0.179,20.67,20.0,25.0,3,3.39,
KMT-2020-BLG-0558,SSO18T0806.020433,17:41:44.10,-27:05:41.28,9036.20101,20.68,0.137,19.75,20.0,20.71,2,3.89,
KMT-2020-BLG-0559,SSO22K0604.002318,17:51:12.23,-32:44:21.98,9043.13198,11.74,0.415,16.6,16.59,16.59,1,1.89,MB20124
KMT-2020-BLG-0560,SSO22N0306.008868,17:57:57.12,-33:33:59.90,9050.35632,71.27,0.894,18.74,18.2,18.2,1,1.05,
KMT-2020-BLG-0561,SSO31N0401.016861,18:16:05.65,-26:47:47.90,9036.423,47.85,0.58,19.07,18.62,18.62,1,0.84,
KMT-2020-BLG-0562,SSO35N0207.026255,18:08:17.45,-26:00:31.39,9034.40684,18.79,0.049,19.34,19.25,19.25,1,1.5,MB20123
KMT-2020-BLG-0563,SSO37T0507.071088,17:41:33.00,-35:37:03.18,9033.05169,16.19,0.074,21.05,20.0,21.46,2,1.84,
KMT-2020-BLG-0564,SSO42N0706.017856,17:55:08.40,-29:30:09.00,9029.45249,9.52,0.016,19.31,17.95,17.95,1,1.36,MB20122
KMT-2020-BLG-0565,SSO12M0208.003469,17:31:14.58,-26:51:10.26,9055.90488,63.11,0.258,19.74,19.72,19.72,2,3.93,
KMT-2020-BLG-0566,SSO12T0201.057433,17:26:36.97,-28:49:27.80,9034.03861,22.72,0.057,20.07,20.0,21.0,2,1.99,
KMT-2020-BLG-0567,SSO16M0804.039783,17:37:09.64,-24:09:25.81,9029.59724,20.28,0.033,20.16,20.0,20.87,2,2.16,
KMT-2020-BLG-0568,SSO19M0206.019038,17:49:30.73,-23:56:15.40,9028.27289,24.84,0.075,21.64,19.86,19.86,2,2.5,
KMT-2020-BLG-0569,SSO32K0208.020650,18:10:00.14,-26:56:57.19,9036.02894,66.12,0.02,22.18,19.07,19.07,1,1.46,
KMT-2020-BLG-0570,SSO42N0702.080396,17:55:09.65,-30:05:00.71,9026.58428,0.79,0.1,21.12,19.71,19.71,1,1.42,
KMT-2020-BLG-0571,SSO02N0707.009807,17:55:27.34,-29:15:41.62,9056.52811,28.45,0.119,17.55,17.35,17.35,1,1.94,MB20143
KMT-2020-BLG-0572,SSO04K0703.036112,17:59:53.90,-29:39:12.10,9145.60027,199.87,0.021,22.98,18.95,18.95,1,1.29,
KMT-2020-BLG-0573,SSO15T0401.005604,17:34:39.86,-27:49:13.08,9032.75757,8.84,0.425,18.5,18.45,18.45,2,2.75,
KMT-2020-BLG-0574,SSO18T0303.000224,17:44:19.72,-27:29:17.59,9106.59833,47.72,0.352,16.46,16.44,16.44,2,4.58,
KMT-2020-BLG-0575,SSO18T0708.000114,17:42:19.60,-26:49:14.95,9062.41662,199.86,0.007,20.58,15.88,15.88,3,4.17,
KMT-2020-BLG-0576,SSO35N0402.032622,18:07:06.92,-26:43:38.32,9037.62257,61.92,0.05,19.34,18.82,18.82,1,0.94,MB20115
KMT-2020-BLG-0577,SSO37K0301.005468,17:42:49.66,-35:17:58.09,9034.50591,11.01,0.784,17.86,17.96,17.96,2,1.49,
KMT-2020-BLG-0578,SSO02M0608.028702,17:55:41.78,-27:57:53.86,9037.80288,15.44,0.029,20.92,20.0,20.26,2,2.88,
KMT-2020-BLG-0579,SSO02T0203.053819,17:53:41.67,-29:48:26.89,9040.57247,19.06,0.002,19.2,19.15,19.15,1,1.48,MB20135
KMT-2020-BLG-0580,SSO03M0308.047705,18:05:01.23,-26:59:56.80,9046.82469,20.61,0.358,19.07,19.26,19.26,1,1.17,MB20139
KMT-2020-BLG-0581,SSO12T0408.019120,17:25:22.39,-27:54:14.69,9046.21817,48.07,0.166,19.57,19.52,19.52,1,1.96,
KMT-2020-BLG-0582,SSO16M0605.067625,17:38:31.29,-24:00:17.50,9038.97551,38.86,0.075,21.34,20.0,21.38,2,1.74,
KMT-2020-BLG-0583,SSO18K0104.033757,17:45:46.14,-26:14:39.12,9068.16103,97.74,0.21,20.07,20.0,20.88,3,3.29,
KMT-2020-BLG-0584,SSO32T0301.012338,18:09:35.79,-28:57:05.90,9049.8714,74.27,0.007,21.03,18.16,18.16,1,0.8,MB20155
KMT-2020-BLG-0585,SSO42T0101.027600,17:53:55.85,-30:09:21.17,9037.06244,85.0,0.005,23.07,18.77,18.77,2,1.39,
KMT-2020-BLG-0586,SSO14T0705.028990,17:33:09.33,-29:21:00.18,9038.65703,42.08,0.096,21.21,20.0,20.64,2,2.98,
KMT-2020-BLG-0587,SSO16N0306.056345,17:40:11.56,-25:01:33.02,9041.65193,40.74,0.644,19.96,20.0,21.93,2,3.12,
KMT-2020-BLG-0588,SSO16N0803.066001,17:37:32.01,-25:27:44.42,8946.99271,31.61,0.67,20.19,20.0,23.82,3,3.52,
KMT-2020-BLG-0589,SSO17M0607.007730,17:46:12.10,-32:22:27.88,9070.11107,52.64,0.147,20.0,20.0,20.85,2,5.03,
KMT-2020-BLG-0590,SSO19T0203.028598,17:45:11.33,-25:24:31.64,8904.58183,61.25,0.82,20.68,20.0,20.67,2,3.12,
KMT-2020-BLG-0591,SSO31N0305.025477,18:16:30.50,-26:16:27.30,9043.63723,35.81,0.578,19.22,19.01,19.01,1,0.85,
KMT-2020-BLG-0592,SSO32T0307.033114,18:09:35.38,-28:11:51.29,9038.66984,34.73,0.074,21.9,19.03,19.03,1,0.89,
KMT-2020-BLG-0593,SSO32T0602.027417,18:07:59.67,-28:47:50.39,9156.24561,26.1,0.002,18.57,18.87,18.87,1,0.95,
KMT-2020-BLG-0594,SSO42K0801.012245,17:49:55.27,-29:04:46.67,9083.98265,119.85,0.052,20.23,20.0,20.89,2,5.71,
KMT-2020-BLG-0595,SSO04M0102.050340,18:08:13.58,-29:45:10.80,9058.37022,67.62,0.234,20.02,19.78,19.78,1,0.79,
KMT-2020-BLG-0596,SSO14N0503.000169,17:39:13.89,-29:42:23.51,9094.85574,87.86,0.863,16.25,16.16,16.16,2,5.41,
KMT-2020-BLG-0597,SSO11N0104.072377,17:32:07.07,-30:37:01.06,8950.05911,3.02,0.689,20.12,20.0,21.82,2,2.73,
KMT-2020-BLG-0598,SSO19N0208.029451,17:49:31.95,-24:49:31.22,9086.6702,2.1,0.005,19.73,20.0,21.89,2,4.33,
KMT-2020-BLG-0599,SSO19N0607.000617,17:47:26.62,-24:54:21.46,9083.91187,158.0,0.71,17.53,16.7,16.7,2,3.9,
KMT-2020-BLG-0600,SSO33K0706.001573,18:09:15.65,-29:19:01.60,9097.53656,59.79,0.998,16.62,15.61,15.61,1,0.88,MB20141
KMT-2020-BLG-0601,SSO01K0203.068620,17:53:38.40,-30:43:40.19,9047.53977,16.08,0.253,20.18,20.0,20.28,1,2.69,
KMT-2020-BLG-0602,SSO01M0408.060748,17:56:57.47,-30:06:01.80,9047.99221,53.52,0.078,21.27,19.58,19.58,1,1.47,
KMT-2020-BLG-0603,SSO01N0408.001721,17:57:01.02,-31:14:27.10,9060.85644,9.36,0.999,16.24,15.69,15.69,1,1.16,MB20164 MB20171
KMT-2020-BLG-0604,SSO01T0201.058819,17:53:27.02,-32:05:59.10,9157.47067,44.2,0.186,20.08,20.0,20.45,1,2.3,
KMT-2020-BLG-0605,SSO01T0208.003463,17:53:27.06,-31:12:06.30,9058.02939,9.08,0.047,16.62,16.56,16.56,1,2.13,MB20150
KMT-2020-BLG-0606,SSO01T0702.009255,17:50:35.41,-31:57:40.46,9053.34956,5.62,0.449,19.99,20.0,20.25,2,3.59,
KMT-2020-BLG-0607,SSO02K0604.038475,17:51:13.55,-28:29:04.96,9042.90525,198.6,0.004,23.13,20.0,21.16,2,3.66,
KMT-2020-BLG-0608,SSO02M0102.006017,17:58:59.22,-28:44:07.91,9059.45955,199.98,0.002,19.69,16.39,16.39,1,1.23,MB20136
KMT-2020-BLG-0609,SSO02M0201.052745,17:58:31.46,-28:55:43.61,9048.68537,30.35,0.007,21.21,19.14,19.14,1,1.16,MB20156
KMT-2020-BLG-0610,SSO02N0407.028524,17:56:55.77,-29:15:47.70,9051.1881,6.92,0.586,18.96,18.86,18.86,1,1.52,
KMT-2020-BLG-0611,SSO03M0104.002479,18:06:33.05,-27:26:37.10,9060.80116,7.16,0.445,15.73,15.69,15.69,1,0.8,MB20163
KMT-2020-BLG-0612,SSO04K0107.013988,18:03:23.28,-29:12:11.20,9052.1758,146.42,0.067,21.11,18.02,18.02,1,0.86,MB20158
KMT-2020-BLG-0613,SSO11T0103.008676,17:27:12.49,-30:40:38.57,9048.03664,21.48,0.591,19.5,19.63,19.63,2,3.01,
KMT-2020-BLG-0614,SSO14K0804.070709,17:32:19.69,-28:27:50.98,9051.95904,11.79,0.851,20.02,20.0,21.41,2,2.58,
KMT-2020-BLG-0615,SSO14M0105.000285,17:41:15.53,-28:15:38.59,9052.92984,14.61,0.379,17.24,15.89,15.89,4,4.04,
KMT-2020-BLG-0616,SSO14M0308.007828,17:39:55.07,-27:55:13.48,9054.32137,31.73,0.078,18.92,18.89,18.89,2,3.4,
KMT-2020-BLG-0617,SSO14T0805.018622,17:32:16.59,-29:26:27.13,9054.72052,86.14,0.434,20.01,20.0,20.03,2,2.99,
KMT-2020-BLG-0618,SSO15T0403.000750,17:34:59.28,-27:35:39.01,9048.3096,12.38,0.681,17.95,16.5,16.5,2,2.57,
KMT-2020-BLG-0619,SSO16K0704.024127,17:33:25.23,-24:07:53.11,9052.11432,44.47,0.062,21.71,20.0,20.71,2,2.08,
KMT-2020-BLG-0620,SSO16N0207.001190,17:40:53.96,-24:55:01.70,9061.97645,15.19,0.08,17.37,16.3,16.3,1,2.35,
KMT-2020-BLG-0621,SSO17N0708.009765,17:45:48.33,-33:22:21.00,9048.99635,73.76,0.012,25.15,18.78,18.78,1,2.61,
KMT-2020-BLG-0622,SSO17T0203.000652,17:43:47.20,-33:59:00.60,9054.10309,13.57,0.997,16.25,15.43,15.43,1,2.31,
KMT-2020-BLG-0623,SSO18K0203.007828,17:45:03.78,-26:26:16.19,9061.47283,43.73,0.517,18.96,18.99,18.99,2,3.57,
KMT-2020-BLG-0624,SSO18K0306.005478,17:44:31.53,-26:02:02.08,9061.8408,28.56,0.175,18.03,18.06,18.06,2,2.77,
KMT-2020-BLG-0625,SSO18M0305.002236,17:49:08.50,-26:10:49.15,9052.99697,30.14,0.078,21.15,20.0,20.13,2,6.49,
KMT-2020-BLG-0626,SSO18N0707.001189,17:46:55.28,-26:56:32.28,9119.81265,67.55,0.255,17.53,17.52,17.52,2,4.81,
KMT-2020-BLG-0627,SSO19K0306.017400,17:44:17.02,-23:53:29.62,9047.82535,33.71,0.089,20.64,18.91,18.91,1,1.64,
KMT-2020-BLG-0628,SSO20N0201.020812,17:49:50.33,-23:34:53.80,9118.17252,23.87,0.013,21.86,19.75,19.75,2,2.05,
KMT-2020-BLG-0629,SSO20T0505.034072,17:43:16.03,-23:04:47.35,9050.94451,41.48,0.321,20.14,20.0,20.65,2,2.13,
KMT-2020-BLG-0630,SSO21K0306.025989,17:52:45.50,-34:35:51.68,9047.84588,78.49,0.067,20.79,18.9,18.9,1,0.8,MB20140
KMT-2020-BLG-0631,SSO21M0107.043139,17:59:08.46,-34:26:29.90,9066.16543,53.6,0.349,20.2,19.86,19.86,1,0.55,
KMT-2020-BLG-0632,SSO22K0507.015034,17:51:48.83,-32:23:44.99,9048.25595,40.75,0.099,21.17,19.13,19.13,1,2.06,MB20168
KMT-2020-BLG-0633,SSO31K0306.007054,18:12:01.30,-25:07:21.79,9066.70106,27.58,0.209,18.47,18.43,18.43,1,1.71,
KMT-2020-BLG-0634,SSO31M0704.004649,18:14:40.41,-25:16:06.38,9046.11885,45.92,0.032,20.79,17.85,17.85,1,1.53,MB20153
KMT-2020-BLG-0635,SSO32M0407.004473,18:14:01.81,-27:01:46.31,9057.99613,22.95,0.552,17.19,17.18,17.18,1,0.83,MB20152
KMT-2020-BLG-0636,SSO32N0108.050629,18:15:46.95,-28:01:12.40,9064.06164,195.36,0.024,21.42,19.86,19.86,1,0.49,
KMT-2020-BLG-0637,SSO35N0502.020770,18:06:29.92,-26:45:22.28,9033.57986,102.77,0.059,23.03,18.39,18.39,1,0.87,
KMT-2020-BLG-0638,SSO35N0706.010273,18:05:20.91,-26:12:43.70,9052.17495,174.05,0.002,23.2,18.78,18.78,1,2.29,MB20182
KMT-2020-BLG-0639,SSO37M0402.010388,17:47:43.14,-35:08:12.19,9050.59296,138.35,0.026,22.24,18.11,18.11,1,1.07,
KMT-2020-BLG-0640,SSO41K0201.008658,17:52:54.96,-31:04:57.11,9084.39797,39.42,0.074,18.17,17.95,17.95,1,2.24,MB20198
KMT-2020-BLG-0641,SSO41K0406.002111,17:51:59.66,-30:28:39.50,9125.81671,48.53,0.224,16.27,16.26,16.26,1,2.33,MB20203
KMT-2020-BLG-0642,SSO41M0201.052015,17:57:57.45,-31:07:33.49,9054.26879,19.9,0.074,19.83,19.79,19.79,1,1.35,MB20162
KMT-2020-BLG-0643,SSO41T0405.050584,17:51:54.83,-31:48:28.19,9050.77796,20.36,0.002,22.76,20.0,20.76,1,2.81,
KMT-2020-BLG-0644,SSO42K0603.015613,17:51:00.66,-28:48:51.62,9061.37932,45.79,0.012,20.04,20.0,20.26,2,4.63,MB20189
KMT-2020-BLG-0645,SSO42T0202.023497,17:53:12.26,-29:59:09.38,9053.0536,9.86,0.38,18.52,18.44,18.44,1,1.72,
KMT-2020-BLG-0646,SSO43K0601.025576,17:58:22.95,-27:53:37.90,9043.69153,41.82,0.042,20.22,19.4,19.4,1,2.38,MB20149
KMT-2020-BLG-0647,SSO43M0707.007944,18:02:50.56,-27:08:36.82,9080.85111,47.15,0.322,18.6,18.6,18.6,1,2.7,MB20224
KMT-2020-BLG-0648,SSO01K0306.007236,17:52:44.48,-30:25:43.90,9054.86635,48.2,0.189,19.72,17.21,17.21,1,2.2,MB20177
