Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2023-BLG-0013,SAO03M0808.001817,18:02:28.18,-26:57:54.50,60035.85259,34.4,0.276,16.49,16.39,16.39,1,2.42,OB230030
KMT-2023-BLG-0014,SAO03N0502.092868,18:04:01.93,-28:52:25.21,60009.42066,25.68,0.004,20.42,20.0,20.48,1,0.83,MB23034
KMT-2023-BLG-0015,BLG04N0308.001022,18:06:58.81,-30:11:35.48,60026.46932,21.25,0.376,16.88,15.2,15.2,1,0.82,MB23055 OB230137
KMT-2023-BLG-0016,SAO04T0606.037099,18:00:32.57,-30:27:08.71,60014.96509,64.16,0.02,21.36,19.1,19.1,1,1.21,MB23052
KMT-2023-BLG-0017,SAO04T0705.008952,18:00:06.76,-30:34:21.11,60010.59916,5.9,0.477,17.81,17.82,17.82,1,1.26,MB23053
KMT-2023-BLG-0018,BLG11K0102.002027,17:27:13.70,-29:41:18.49,60009.90227,18.57,0.056,16.44,16.45,16.45,1,1.99,
KMT-2023-BLG-0019,BLG11K0302.015545,17:26:08.12,-29:44:00.71,60061.10949,143.22,0.435,20.18,19.81,19.81,2,1.95,
KMT-2023-BLG-0020,BLG11K0406.053360,17:25:29.73,-29:13:58.51,60012.44033,34.18,0.105,21.85,20.0,20.26,1,1.83,
KMT-2023-BLG-0021,BLG11M0602.058142,17:28:55.73,-29:43:13.22,60013.62869,34.09,0.122,20.77,20.0,21.14,2,2.47,
KMT-2023-BLG-0022,SAO11M0705.012492,17:28:18.81,-29:17:55.00,60004.03717,36.46,0.019,20.51,18.83,18.83,1,2.1,
KMT-2023-BLG-0023,SAO11M0706.010229,17:28:34.32,-29:12:12.60,60010.21656,16.27,0.038,19.04,18.71,18.71,1,1.94,
KMT-2023-BLG-0024,BLG11M0805.023912,17:27:43.45,-29:15:49.50,60006.18326,13.38,0.097,19.98,19.39,19.39,1,1.68,
KMT-2023-BLG-0025,BLG11N0202.000482,17:31:42.61,-30:46:17.04,60096.43368,93.05,0.461,16.0,15.97,15.97,2,3.06,
KMT-2023-BLG-0026,BLG11N0305.046299,17:30:58.86,-30:24:52.45,60008.02171,80.48,0.014,24.25,20.0,20.87,2,2.63,
KMT-2023-BLG-0027,BLG11N0408.002534,17:30:14.09,-30:01:46.38,60142.47242,190.8,0.136,17.5,17.13,17.13,2,2.5,OB230172
KMT-2023-BLG-0028,BLG12M0303.000676,17:30:43.91,-27:30:04.72,60002.61767,9.77,0.662,16.38,16.38,16.38,2,2.49,OB230065
KMT-2023-BLG-0029,BLG12T0302.045066,17:26:11.99,-28:41:58.67,60005.48391,11.42,0.594,19.91,20.0,20.96,2,2.08,
KMT-2023-BLG-0030,BLG14M0607.005146,17:38:22.09,-28:02:29.11,60000.03853,14.72,0.315,18.78,17.91,17.91,2,2.91,
KMT-2023-BLG-0031,BLG14N0802.009808,17:37:19.20,-29:45:48.13,60016.41917,21.38,0.614,19.57,19.59,19.59,2,4.0,
KMT-2023-BLG-0032,BLG14T0502.002905,17:34:06.53,-29:49:59.56,60071.00627,81.48,0.018,17.5,17.36,17.36,2,2.68,OB230222
KMT-2023-BLG-0033,BLG14T0704.006705,17:33:09.96,-29:34:00.95,60011.10194,28.94,0.223,18.87,18.96,18.96,2,3.72,OB230081
KMT-2023-BLG-0034,BLG15N0402.002149,17:39:20.01,-27:38:57.59,60021.41787,30.79,0.494,17.26,17.34,17.34,2,2.96,OB230093
KMT-2023-BLG-0035,SAO15T0208.042437,17:35:50.40,-26:51:01.22,60015.90752,53.14,0.216,20.04,20.0,20.14,2,2.28,
KMT-2023-BLG-0036,BLG15T0507.044069,17:34:09.19,-27:01:45.55,60012.56495,8.43,0.112,20.57,20.0,20.76,2,2.58,
KMT-2023-BLG-0037,BLG16N0204.003536,17:40:43.11,-25:19:01.78,60044.47436,108.66,0.006,17.72,17.56,17.56,2,2.64,OB230377
KMT-2023-BLG-0038,BLG17K0303.006207,17:43:10.18,-32:52:48.72,60026.1033,77.35,0.058,18.59,18.63,18.63,2,3.2,OB230083
KMT-2023-BLG-0039,BLG17N0808.050948,17:44:53.67,-33:24:49.21,60012.05428,30.86,0.097,21.38,20.0,20.54,1,2.31,
KMT-2023-BLG-0040,BLG17T0701.002113,17:40:27.60,-34:16:06.24,60008.1714,35.92,0.286,17.14,17.16,17.16,2,2.31,OB230063
KMT-2023-BLG-0041,SAO18K0303.002759,17:44:28.58,-26:21:08.64,60015.52658,11.22,0.154,17.76,17.78,17.78,2,3.22,
KMT-2023-BLG-0042,SAO18K0503.106400,17:43:25.92,-26:24:49.75,60027.73211,200.0,0.004,19.98,20.0,25.0,3,3.05,OB230075
KMT-2023-BLG-0043,BLG18K0508.000262,17:43:09.87,-25:46:10.92,60029.62474,27.17,0.727,15.16,15.2,15.2,2,2.74,OB230078
KMT-2023-BLG-0044,SSO18T0404.003498,17:43:42.74,-27:21:16.74,60010.04486,27.53,0.094,21.31,18.33,18.33,2,3.52,
KMT-2023-BLG-0045,BLG18T0702.007953,17:42:18.65,-27:39:49.93,60006.65267,22.49,0.219,18.76,18.86,18.86,2,4.11,OB230092
KMT-2023-BLG-0046,BLG18T0703.053774,17:42:10.68,-27:31:37.38,60007.15128,42.72,0.049,22.45,20.0,21.18,2,3.29,
KMT-2023-BLG-0047,BLG19K0405.044099,17:43:50.65,-23:59:55.00,60012.54376,5.89,0.478,19.72,19.78,19.78,1,1.67,
KMT-2023-BLG-0048,BLG19N0106.006368,17:50:19.39,-24:59:49.31,60009.23532,31.65,0.187,19.43,19.43,19.43,2,3.85,
KMT-2023-BLG-0049,BLG19N0601.004813,17:47:37.30,-25:37:03.43,59999.91877,37.37,0.003,23.06,19.44,19.44,2,4.7,
KMT-2023-BLG-0050,SAO21K0807.015386,17:49:51.15,-34:30:45.40,60018.97763,58.47,0.028,19.3,18.68,18.68,1,1.05,MB23033 OB230007
KMT-2023-BLG-0051,SAO21T0603.021995,17:50:46.01,-36:04:19.31,60013.18957,24.02,0.155,19.34,19.07,19.07,1,0.81,
KMT-2023-BLG-0052,SAO22N0601.012037,17:56:08.76,-34:11:31.60,60004.06601,51.57,0.003,21.48,18.33,18.33,1,0.85,OB230024
KMT-2023-BLG-0053,BLG22T0304.005691,17:52:31.28,-33:52:09.01,60040.1896,71.26,0.134,19.54,17.85,17.85,1,1.71,MB23094 OB230107
KMT-2023-BLG-0054,BLG31N0206.015127,18:17:03.25,-26:12:13.00,60025.60268,31.14,0.307,18.55,18.45,18.45,1,0.83,MB23056 OB230196
KMT-2023-BLG-0055,BLG31T0808.021175,18:09:24.12,-25:54:33.41,60009.82954,102.42,0.002,19.1,18.49,18.49,1,1.32,
KMT-2023-BLG-0056,BLG32M0807.012224,18:11:55.25,-27:06:11.30,60008.28991,19.33,0.161,19.37,18.25,18.25,1,0.74,MB23026 OB230047
KMT-2023-BLG-0057,SSO32T0506.060303,18:08:23.47,-28:22:11.21,60007.62929,15.24,0.225,19.79,19.86,19.86,1,1.06,
KMT-2023-BLG-0058,SAO32T0606.015111,18:08:02.23,-28:19:27.52,60013.28889,34.1,0.1,19.78,18.32,18.32,1,1.0,MB23041
KMT-2023-BLG-0059,BLG41N0807.047923,17:54:20.30,-31:30:25.49,60007.38884,6.75,0.326,19.6,19.59,19.59,1,1.52,
KMT-2023-BLG-0060,BLG42M0205.003903,17:57:46.42,-28:29:37.90,60007.18336,3.47,0.803,16.35,16.33,16.33,1,1.85,MB23037
KMT-2023-BLG-0061,SAO42T0506.010572,17:51:23.36,-29:34:08.69,60034.15384,29.65,0.224,17.89,17.94,17.94,1,2.7,MB23057 OB230106
KMT-2023-BLG-0062,SAO42T0601.008530,17:50:48.85,-30:06:21.60,60028.69756,14.23,0.495,17.49,17.5,17.5,1,2.87,OB230105
KMT-2023-BLG-0063,BLG43K0803.003503,17:57:06.75,-27:43:00.05,60018.97875,7.39,0.65,18.53,18.55,18.55,2,3.9,
KMT-2023-BLG-0064,SAO43K0807.001819,17:57:08.70,-27:12:10.19,60023.4364,17.8,0.168,17.69,17.52,17.52,2,4.01,MB23048
KMT-2023-BLG-0065,SAO43M0303.025140,18:05:09.24,-27:42:24.08,60012.34398,66.79,0.002,22.21,18.55,18.55,1,0.96,
KMT-2023-BLG-0066,BLG43M0707.056799,18:02:51.48,-27:13:48.40,60008.32055,14.64,0.088,21.63,20.0,21.09,1,3.44,
KMT-2023-BLG-0067,SAO43T0601.074039,17:58:39.49,-29:04:16.10,60013.64026,6.6,0.139,20.73,19.63,19.63,1,1.16,
KMT-2023-BLG-0068,BLG01K0707.044604,17:50:29.57,-30:16:41.09,60017.4863,2.94,0.265,20.0,20.0,20.28,1,2.86,
KMT-2023-BLG-0069,BLG02T0806.024392,17:49:53.71,-29:20:04.99,60019.85935,10.21,0.425,20.02,20.0,20.32,1,5.53,
KMT-2023-BLG-0070,SAO03K0501.023895,17:59:31.94,-27:46:56.32,60014.55576,88.4,0.025,22.97,18.87,18.87,1,1.84,
KMT-2023-BLG-0071,BLG03N0603.019586,18:03:29.79,-28:38:17.59,60036.42427,37.09,0.058,18.64,18.15,18.15,1,0.86,MB23071 OB230032
KMT-2023-BLG-0072,BLG03T0705.007463,17:58:04.83,-28:26:52.69,60027.63351,7.92,0.993,17.06,17.05,17.05,1,1.73,MB23080 OB230110
KMT-2023-BLG-0073,SAO14K0102.066807,17:36:21.02,-28:41:42.76,60018.571,153.09,0.002,22.22,20.0,21.4,2,3.15,
KMT-2023-BLG-0074,BLG14T0405.006270,17:34:34.43,-29:26:03.12,60018.05179,22.12,0.693,18.31,18.38,18.38,2,2.97,OB230082
KMT-2023-BLG-0075,BLG15M0104.046190,17:41:08.57,-26:16:50.74,60017.09484,13.5,0.026,20.67,20.0,21.16,2,2.95,
KMT-2023-BLG-0076,BLG15M0408.017198,17:39:40.16,-25:49:42.20,60021.99628,33.25,0.397,20.06,20.0,20.77,2,3.11,
KMT-2023-BLG-0077,SAO42T0501.053417,17:51:38.72,-30:09:14.18,60018.44206,5.31,0.489,19.78,19.77,19.77,1,2.16,
KMT-2023-BLG-0078,BLG43T0101.001625,18:01:33.75,-29:01:16.72,60047.32384,19.93,0.486,15.37,15.31,15.31,1,1.24,MB23079 OB230122
KMT-2023-BLG-0079,SSO02N0805.032862,17:54:35.06,-29:31:32.30,60020.58356,3.49,0.293,18.76,18.62,18.62,1,1.45,
KMT-2023-BLG-0080,BLG12K0206.000453,17:26:20.24,-27:06:02.09,60049.09026,30.05,0.887,16.97,16.38,16.38,2,2.26,OB230352
KMT-2023-BLG-0081,BLG19K0205.037183,17:45:06.38,-23:58:47.71,60023.70128,10.44,0.136,19.99,19.57,19.57,1,1.87,
KMT-2023-BLG-0082,SSO19T0404.018499,17:43:48.23,-25:14:00.31,60018.93814,15.02,0.032,20.23,20.0,20.39,2,3.1,
KMT-2023-BLG-0083,SSO19T0502.084625,17:43:17.66,-25:34:48.29,60021.42765,39.48,0.053,21.16,20.0,22.1,2,2.93,
KMT-2023-BLG-0084,SSO31M0505.003279,18:15:46.06,-25:13:46.20,60039.75161,138.14,0.04,21.72,17.06,17.06,1,1.16,MB23105
KMT-2023-BLG-0085,BLG41K0606.024316,17:50:53.85,-30:33:52.99,60028.06144,42.25,0.102,20.46,19.31,19.31,1,2.72,OB230146
KMT-2023-BLG-0086,BLG41K0608.007723,17:50:50.30,-30:14:38.51,60024.71358,200.0,0.007,21.67,17.39,17.39,1,2.39,OB230429
KMT-2023-BLG-0087,SSO42M0805.011253,17:54:41.28,-28:31:10.27,60020.86342,3.85,0.246,18.08,18.14,18.14,2,1.98,MB23064
KMT-2023-BLG-0088,BLG43T0505.048396,17:59:06.70,-28:31:36.70,60021.64881,17.55,0.054,20.48,19.11,19.11,1,1.4,MB23066
KMT-2023-BLG-0089,BLG01M0305.005735,17:57:54.76,-30:32:50.39,60050.81004,26.74,0.786,17.68,17.7,17.7,1,2.3,MB23148 OB230221
KMT-2023-BLG-0090,SSO02K0104.017513,17:53:56.17,-28:34:46.42,60029.45642,56.42,0.011,21.18,18.88,18.88,2,2.7,MB23081 OB230183
KMT-2023-BLG-0091,SSO02M0408.011100,17:57:06.15,-27:58:11.53,60073.47197,69.48,0.181,18.22,18.04,18.04,2,2.42,MB23099 OB230184
KMT-2023-BLG-0092,SSO02N0303.079931,17:57:52.27,-29:44:44.70,60022.3971,26.83,0.084,20.25,19.96,19.96,1,1.3,
KMT-2023-BLG-0093,SSO02N0701.053238,17:55:21.74,-30:00:25.49,60022.35647,20.44,0.163,20.05,19.29,19.29,1,1.33,
KMT-2023-BLG-0094,BLG02N0801.013689,17:54:55.91,-29:59:31.31,60022.12393,2.29,0.207,19.04,17.78,17.78,1,1.29,MB23069
KMT-2023-BLG-0095,BLG02T0405.030883,17:52:19.06,-29:30:04.50,60023.00114,6.45,0.027,20.51,19.21,19.21,1,2.71,
KMT-2023-BLG-0096,BLG03K0307.003272,18:00:14.49,-27:01:35.69,60022.47748,5.99,0.063,20.89,16.64,16.64,1,2.57,
KMT-2023-BLG-0097,BLG04K0305.011641,18:02:07.85,-29:21:48.10,60022.24695,32.4,0.034,22.39,18.12,18.12,1,1.31,
KMT-2023-BLG-0098,SSO04N0707.016370,18:05:03.65,-30:17:17.48,60023.8808,11.4,0.494,18.78,18.68,18.68,1,1.26,OB230125
KMT-2023-BLG-0099,BLG04T0301.001521,18:02:11.86,-31:05:46.21,60078.52571,35.59,0.236,16.07,15.81,15.81,1,1.31,MB23096 OB230129
KMT-2023-BLG-0100,BLG04T0301.048894,18:02:23.97,-31:04:19.31,60022.61364,49.45,0.021,23.65,19.89,19.89,1,1.31,
KMT-2023-BLG-0101,BLG11N0305.023449,17:30:42.49,-30:24:51.12,60019.7097,21.27,0.189,21.56,20.0,20.17,2,2.58,
KMT-2023-BLG-0102,SAO12M0701.003571,17:28:47.94,-27:42:13.57,60019.84168,191.1,0.02,23.14,18.09,18.09,2,2.41,
KMT-2023-BLG-0103,BLG12N0403.033783,17:30:02.74,-28:31:22.19,60020.24606,56.76,0.025,23.66,20.0,20.19,2,1.85,
KMT-2023-BLG-0104,SAO14K0507.007720,17:34:23.77,-27:58:13.48,60031.32702,62.84,0.159,18.97,18.77,18.77,2,2.83,
KMT-2023-BLG-0105,BLG14T0308.003527,17:35:30.00,-28:59:21.23,60032.16712,11.71,0.197,18.16,18.18,18.18,2,3.32,OB230169
KMT-2023-BLG-0106,BLG15T0105.010573,17:36:34.70,-27:17:59.71,60021.23621,25.03,0.263,20.85,18.4,18.4,1,2.17,
KMT-2023-BLG-0107,BLG16N0307.036148,17:40:15.45,-24:54:05.36,60034.49457,66.73,0.296,20.58,20.0,21.39,2,3.29,
KMT-2023-BLG-0108,BLG16N0403.028797,17:39:55.50,-25:27:09.29,60030.84973,17.2,0.029,20.57,20.0,20.77,2,2.74,OB230225
KMT-2023-BLG-0109,BLG18T0202.003521,17:44:51.38,-27:34:42.85,60039.89754,60.31,0.006,20.1,20.0,20.58,2,6.03,
KMT-2023-BLG-0110,BLG19K0104.055245,17:45:45.74,-24:10:43.90,60022.6394,28.6,0.014,22.02,20.0,20.25,1,2.51,
KMT-2023-BLG-0111,SSO20T0408.010314,17:43:50.66,-22:39:50.54,60022.03639,40.05,0.063,21.38,19.45,19.45,4,1.99,
KMT-2023-BLG-0112,BLG21K0508.062226,17:51:28.60,-34:19:02.50,60026.91647,28.28,0.212,19.83,20.0,20.01,1,1.06,
KMT-2023-BLG-0113,BLG22N0203.009220,17:58:16.35,-34:02:54.38,60030.02889,14.67,0.863,18.41,18.29,18.29,1,0.92,OB230118
KMT-2023-BLG-0114,SSO22T0803.069052,17:49:47.85,-34:01:09.59,60136.19552,2.25,0.003,20.9,20.0,20.91,3,1.42,
KMT-2023-BLG-0115,SSO33K0105.040509,18:13:02.58,-29:21:59.62,60051.76731,174.59,0.261,19.9,19.51,19.51,1,0.42,
KMT-2023-BLG-0116,SSO36N0503.003158,18:18:00.23,-24:27:06.80,60029.06599,59.32,0.135,19.08,17.13,17.13,1,1.0,OB230194
KMT-2023-BLG-0117,BLG36T0102.001771,18:15:12.08,-24:39:52.31,60023.26985,34.24,0.363,16.44,16.46,16.46,1,1.5,MB23045 OB230054
KMT-2023-BLG-0118,BLG37K0702.025666,17:40:14.66,-35:04:31.01,60019.66271,9.23,0.59,19.89,19.9,19.9,2,1.83,
KMT-2023-BLG-0119,BLG37M0406.077700,17:47:15.61,-34:34:19.88,60043.20088,51.97,0.05,20.11,20.0,20.61,1,1.37,MB23104
KMT-2023-BLG-0120,BLG37M0504.005061,17:46:41.99,-34:49:37.81,60033.78864,24.6,0.106,17.97,17.26,17.26,1,1.36,MB23070
KMT-2023-BLG-0121,BLG37T0708.034913,17:40:26.17,-35:26:06.14,60026.54651,39.45,0.153,20.33,20.0,20.35,2,1.72,OB230157
KMT-2023-BLG-0122,BLG38K0501.005665,17:52:20.70,-22:23:02.00,60020.48042,14.82,0.323,19.46,17.86,17.86,1,1.94,
KMT-2023-BLG-0123,BLG41K0508.019849,17:51:23.47,-30:16:45.98,60022.64791,14.78,0.193,21.32,18.79,18.79,1,2.36,
KMT-2023-BLG-0124,BLG41T0106.073414,17:53:33.05,-31:34:05.02,60028.11758,31.46,0.051,21.0,20.0,20.77,1,2.08,
KMT-2023-BLG-0125,BLG42M0403.071932,17:56:55.63,-28:46:51.71,60034.97204,33.96,0.318,19.73,19.9,19.9,1,1.93,
KMT-2023-BLG-0126,BLG42N0606.001048,17:55:42.40,-29:29:02.40,60027.99333,3.7,0.689,14.81,14.82,14.82,1,1.67,MB23076
KMT-2023-BLG-0127,SSO43K0604.066756,17:58:22.06,-27:33:44.60,60022.94148,199.95,0.005,24.25,20.0,20.04,1,2.06,
KMT-2023-BLG-0128,BLG43T0102.015267,18:01:17.36,-28:56:33.11,60037.91651,19.43,0.302,18.42,17.93,17.93,1,1.08,MB23088
KMT-2023-BLG-0129,BLG02N0306.024722,17:57:51.52,-29:26:16.40,60034.72838,80.74,0.015,21.91,18.74,18.74,1,1.56,MB23097 OB230112
KMT-2023-BLG-0130,BLG02T0105.059955,17:54:09.14,-29:30:05.80,60024.84441,5.92,0.175,19.64,19.42,19.42,1,1.72,
KMT-2023-BLG-0131,SSO17N0603.001465,17:46:21.81,-34:00:06.80,60059.36673,75.81,0.892,16.22,15.77,15.77,1,1.44,MB23023 OB230059
KMT-2023-BLG-0132,BLG19K0507.018740,17:43:37.33,-23:48:05.29,60029.76604,19.5,0.163,20.22,18.93,18.93,1,1.56,
KMT-2023-BLG-0133,BLG31T0702.000540,18:09:37.13,-26:44:55.00,60065.41249,35.68,0.723,14.92,14.83,14.83,1,1.33,MB23086 OB230131
KMT-2023-BLG-0134,BLG32T0303.003834,18:09:48.30,-28:44:05.89,60033.41498,199.95,0.012,21.37,16.82,16.82,1,0.85,MB23073 OB230135
KMT-2023-BLG-0135,BLG34T0407.029626,18:01:32.61,-32:27:30.49,60024.40856,11.11,0.186,20.1,19.36,19.36,1,1.14,
KMT-2023-BLG-0136,BLG37M0107.036223,17:49:21.72,-34:31:54.01,60022.91817,23.35,0.105,22.08,19.41,19.41,1,1.29,
KMT-2023-BLG-0137,BLG37M0803.033269,17:44:53.76,-34:57:37.87,60032.81708,42.11,0.176,20.71,19.69,19.69,2,1.54,OB230255
KMT-2023-BLG-0138,BLG01K0308.001640,17:52:37.90,-30:06:18.00,60067.77507,49.21,0.359,15.38,15.44,15.44,1,1.67,OB230004
KMT-2023-BLG-0139,BLG01K0703.039678,17:50:40.05,-30:46:39.00,60024.57872,19.85,0.006,23.17,19.76,19.76,1,2.59,
KMT-2023-BLG-0140,BLG02N0503.016501,17:56:17.53,-29:43:59.02,60038.96425,22.55,0.666,18.5,18.38,18.38,1,1.55,OB230185
KMT-2023-BLG-0141,BLG15T0308.016046,17:35:14.60,-26:54:26.32,60036.26698,40.49,0.665,20.22,19.17,19.17,1,2.06,
KMT-2023-BLG-0142,BLG16N0503.016963,17:39:14.64,-25:28:16.14,60030.55662,36.52,0.098,20.91,20.0,20.72,2,3.01,OB230216
KMT-2023-BLG-0143,SSO20N0802.055712,17:46:11.07,-23:28:02.71,60023.25117,4.43,0.04,20.33,20.0,20.15,1,1.71,
KMT-2023-BLG-0144,BLG32N0607.037520,18:13:05.34,-28:11:50.60,60024.09673,27.52,0.181,20.22,19.15,19.15,1,0.44,OB230141
KMT-2023-BLG-0145,BLG32T0608.002167,18:07:51.29,-28:06:53.71,60047.68307,25.73,0.739,16.33,15.73,15.73,1,1.19,MB23067 OB230133
KMT-2023-BLG-0146,BLG37M0605.002265,17:45:58.64,-34:44:14.39,60045.37218,14.86,0.666,16.3,16.31,16.31,1,1.57,MB23082 OB230156
KMT-2023-BLG-0147,SAO38K0405.001546,17:52:44.56,-21:54:19.04,60034.89713,10.47,0.741,16.26,16.27,16.27,4,1.93,OB230283
KMT-2023-BLG-0148,BLG03N0804.036369,18:02:13.19,-28:34:40.51,60029.33002,9.95,0.589,18.97,18.81,18.81,1,1.14,
KMT-2023-BLG-0149,BLG11K0505.001926,17:24:44.16,-29:21:09.50,60039.85661,9.28,0.765,16.46,16.19,16.19,1,1.74,
KMT-2023-BLG-0150,BLG17T0501.058705,17:41:41.77,-34:16:17.11,60032.20261,31.82,0.238,20.25,20.0,20.74,2,2.06,
KMT-2023-BLG-0151,BLG18K0202.009265,17:44:59.56,-26:29:24.72,60024.57753,33.84,0.608,19.11,19.22,19.22,2,3.73,
KMT-2023-BLG-0152,BLG19N0308.006322,17:49:24.56,-24:50:24.22,60032.41951,18.29,0.309,19.66,19.63,19.63,2,4.54,
KMT-2023-BLG-0153,BLG22T0706.007517,17:50:06.83,-33:34:32.41,60033.84085,21.5,0.284,18.66,18.41,18.41,2,1.7,MB23092 OB230108
KMT-2023-BLG-0154,BLG02M0606.063413,17:55:47.91,-28:16:19.92,60027.28741,5.12,0.018,20.98,20.0,21.07,2,2.68,
KMT-2023-BLG-0155,BLG02N0408.084726,17:57:24.57,-29:05:52.19,60027.55682,9.38,0.132,20.63,20.0,20.27,1,1.66,
KMT-2023-BLG-0156,BLG03K0303.005283,18:00:30.65,-27:31:20.89,60035.51253,17.66,0.73,18.43,16.61,16.61,1,1.57,OB230186
KMT-2023-BLG-0157,BLG04M0603.018975,18:05:20.61,-29:39:00.22,60060.92287,65.77,0.008,19.58,18.42,18.42,1,0.84,MB23124 OB230189
KMT-2023-BLG-0158,BLG11N0804.018502,17:27:39.17,-30:31:15.02,60028.50937,199.88,0.036,24.13,20.0,20.63,3,3.14,
KMT-2023-BLG-0159,BLG12K0401.025489,17:25:36.71,-27:41:33.00,60026.38853,21.55,0.019,23.33,19.7,19.7,1,1.56,
KMT-2023-BLG-0160,BLG15N0605.028381,17:38:18.51,-27:17:56.04,60032.0349,19.6,0.198,21.12,20.0,20.74,2,3.22,
KMT-2023-BLG-0161,SAO31K0704.048911,18:09:33.88,-25:19:15.20,60027.80643,46.96,0.064,21.87,19.99,19.99,1,1.56,OB230152
KMT-2023-BLG-0162,BLG32T0204.020961,18:10:02.07,-28:30:01.19,60030.95128,24.04,0.028,20.3,18.64,18.64,1,1.02,MB23085 OB230132
KMT-2023-BLG-0163,BLG01K0402.048178,17:52:09.65,-30:52:07.28,60029.4791,7.09,0.628,19.63,19.82,19.82,1,2.27,
KMT-2023-BLG-0164,BLG01N0104.001156,17:59:11.98,-31:46:14.41,60051.29065,64.55,0.087,19.8,15.96,15.96,1,1.65,MB23107 OB230116
KMT-2023-BLG-0165,BLG02M0802.064384,17:54:51.83,-28:44:09.92,60031.83804,8.04,0.216,19.98,20.0,20.16,2,1.91,OB230182
KMT-2023-BLG-0166,BLG02T0103.047510,17:53:53.70,-29:43:47.39,60032.74214,5.26,0.695,18.89,18.92,18.92,1,1.47,
KMT-2023-BLG-0167,BLG03K0503.017300,17:59:16.73,-27:36:49.61,60031.18298,4.88,0.665,18.38,18.51,18.51,1,2.04,
KMT-2023-BLG-0168,BLG04M0501.036754,18:06:09.13,-29:54:09.50,60028.0442,12.33,0.201,20.74,19.18,19.18,1,0.85,
KMT-2023-BLG-0169,BLG11M0607.003791,17:29:14.57,-29:07:16.57,60039.38261,14.63,0.998,17.62,17.45,17.45,2,2.04,OB230159
KMT-2023-BLG-0170,BLG12N0503.056799,17:30:00.22,-28:38:11.98,60027.77944,12.58,0.084,21.5,20.0,20.8,2,2.33,
KMT-2023-BLG-0171,BLG15T0205.003743,17:35:42.42,-27:19:59.09,60036.8253,9.65,0.619,17.79,16.91,16.91,1,2.37,OB230242
KMT-2023-BLG-0172,BLG16T0104.026050,17:36:23.87,-25:14:19.21,60029.26145,19.13,0.087,22.29,20.0,21.77,2,3.15,
KMT-2023-BLG-0173,BLG18T0702.007075,17:42:20.61,-27:33:22.14,60037.48036,9.4,0.32,18.75,18.71,18.71,2,3.47,OB230259
KMT-2023-BLG-0174,BLG21M0508.049854,17:56:47.63,-34:23:44.41,60028.29244,18.04,0.2,20.8,19.85,19.85,1,0.74,
KMT-2023-BLG-0175,BLG22T0504.004955,17:51:26.86,-33:49:07.28,60053.74946,18.62,0.855,17.6,17.15,17.15,3,2.45,OB230262
KMT-2023-BLG-0176,BLG31N0505.027190,18:15:40.60,-26:18:45.00,60040.50229,42.39,0.188,20.17,19.04,19.04,1,0.79,OB230138
KMT-2023-BLG-0177,BLG32N0101.045478,18:15:26.98,-28:55:18.30,60040.31704,112.18,0.166,19.91,20.0,20.08,1,0.56,
KMT-2023-BLG-0178,BLG37N0307.038039,17:47:59.23,-35:33:26.39,60089.34155,199.87,0.286,19.95,19.46,19.46,1,0.78,
KMT-2023-BLG-0179,BLG42M0603.032414,17:55:44.66,-28:48:37.84,60029.50068,9.64,0.002,22.38,19.23,19.23,2,1.98,
