Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2026-BLG-0013,BLG02T0102.051738,17:53:45.94,-29:54:00.22,61102.3602,9.87,0.198,19.3,19.08,19.08,1,1.48,
KMT-2026-BLG-0014,SAO02T0105.081117,17:54:10.66,-29:32:52.51,61099.04782,8.76,0.137,20.31,19.85,19.85,1,1.84,
KMT-2026-BLG-0015,BLG02T0206.016562,17:53:26.61,-29:21:09.79,61114.30095,16.91,0.208,19.16,18.12,18.12,1,2.09,OB260162
KMT-2026-BLG-0016,BLG03K0508.001524,17:59:08.85,-26:58:34.10,61114.08466,46.69,0.178,17.88,16.17,16.17,1,2.62,
KMT-2026-BLG-0017,SAO03K0607.016606,17:58:49.88,-27:02:44.99,61114.82655,15.33,0.678,19.12,19.48,19.48,1,3.04,
KMT-2026-BLG-0018,BLG03M0706.001560,18:02:58.54,-27:08:39.01,61124.73552,26.08,0.514,16.0,16.41,16.41,1,1.89,OB260028
KMT-2026-BLG-0019,SAO03N0503.043759,18:04:06.80,-28:41:10.50,61110.41604,18.15,0.306,19.09,18.93,18.93,1,0.83,
KMT-2026-BLG-0020,BLG03N0607.053253,18:03:46.23,-28:11:59.10,61106.77224,7.9,0.029,21.58,19.23,19.23,1,1.01,
KMT-2026-BLG-0021,SAO04K0408.002316,18:01:43.79,-29:03:02.30,61145.78015,67.6,0.209,15.88,15.64,15.64,1,1.46,OB260032
KMT-2026-BLG-0022,SSO04N0602.002256,18:05:38.46,-30:55:22.58,61109.99559,21.23,0.266,16.34,16.4,16.4,1,1.14,OB260040
KMT-2026-BLG-0023,SAO04T0406.036662,18:01:30.86,-30:26:22.88,61112.46495,199.97,0.031,18.85,19.03,19.03,1,1.06,OB260037
KMT-2026-BLG-0024,SAO11K0108.067466,17:26:51.10,-29:00:18.18,61105.94281,126.84,0.018,23.51,20.0,21.27,2,1.83,
KMT-2026-BLG-0025,BLG11K0603.006561,17:24:11.75,-29:35:11.40,61146.35004,102.41,0.219,19.84,18.06,18.06,1,1.88,OB260089
KMT-2026-BLG-0026,BLG11M0401.032762,17:30:13.06,-29:52:38.57,61105.2239,6.54,0.205,21.24,20.0,20.07,3,2.46,
KMT-2026-BLG-0027,BLG11N0807.013407,17:27:40.77,-30:15:10.30,61119.97234,22.2,0.197,19.87,19.64,19.64,2,2.41,OB260293
KMT-2026-BLG-0028,BLG12M0808.023016,17:28:08.53,-26:52:08.51,61108.53104,11.89,0.019,20.98,20.0,21.91,2,3.37,
KMT-2026-BLG-0029,BLG12N0405.019744,17:30:31.48,-28:16:59.95,61128.65124,199.99,0.008,19.76,19.88,19.88,2,2.27,OB260084
KMT-2026-BLG-0030,BLG12N0602.002682,17:28:54.05,-28:43:00.16,61131.02878,61.81,0.803,17.16,17.28,17.28,2,2.21,OB260087
KMT-2026-BLG-0031,BLG12T0107.001337,17:27:06.27,-28:02:55.00,61100.75292,4.92,0.901,18.82,16.88,16.88,2,2.16,OB260085
KMT-2026-BLG-0032,BLG12T0408.024375,17:25:40.92,-27:56:37.21,61105.75015,4.67,0.792,19.57,19.74,19.74,1,1.84,
KMT-2026-BLG-0033,SSO14K0505.097879,17:33:52.65,-28:16:50.20,61101.3969,24.32,0.012,22.03,20.0,22.07,2,2.66,
KMT-2026-BLG-0034,BLG14M0203.001346,17:40:48.08,-28:30:22.64,61130.36044,27.71,0.241,17.28,17.67,17.67,2,4.32,OB260132
KMT-2026-BLG-0035,BLG14M0307.004877,17:39:49.57,-27:59:14.82,61138.19337,188.59,0.024,19.28,18.36,18.36,2,3.34,OB260130 PB260024
KMT-2026-BLG-0036,BLG14M0605.044548,17:38:14.08,-28:12:57.78,61109.48205,12.95,0.041,21.04,20.0,21.59,2,3.47,
KMT-2026-BLG-0037,BLG14M0606.002110,17:38:38.48,-28:07:25.39,61140.81198,142.59,0.117,17.92,17.46,17.46,2,2.91,OB260133 PB260057
KMT-2026-BLG-0038,BLG14N0807.008021,17:37:17.64,-29:05:59.03,61115.28058,57.22,0.216,20.0,18.82,18.82,2,3.32,
KMT-2026-BLG-0039,BLG14T0405.006161,17:34:26.54,-29:27:14.54,61101.89393,2.96,0.527,18.31,18.36,18.36,2,2.79,
KMT-2026-BLG-0040,BLG14T0408.101582,17:34:43.57,-29:03:23.40,61127.41358,67.24,0.047,22.78,20.0,25.0,3,3.24,
KMT-2026-BLG-0041,SAO14T0807.003673,17:32:19.29,-29:05:11.22,61103.91036,7.39,0.234,17.95,18.0,18.0,2,2.95,OB260086
KMT-2026-BLG-0042,BLG15M0101.016238,17:40:59.04,-26:36:52.20,61112.75336,17.89,0.037,20.76,20.0,20.58,2,3.29,
KMT-2026-BLG-0043,BLG15M0208.009582,17:40:29.25,-25:50:19.75,61111.31646,7.25,0.031,19.39,19.57,19.57,2,2.91,
KMT-2026-BLG-0044,BLG15M0301.012226,17:40:11.88,-26:39:05.72,61106.22553,9.04,0.248,20.64,19.58,19.58,2,2.81,
KMT-2026-BLG-0045,BLG15N0107.002562,17:41:13.50,-26:59:23.96,61119.93286,33.76,0.269,18.45,18.37,18.37,2,3.95,OB260131
KMT-2026-BLG-0046,BLG15N0606.002271,17:38:32.28,-27:12:47.05,61101.75856,38.82,0.035,21.6,17.52,17.52,2,2.97,
KMT-2026-BLG-0047,BLG16M0403.083534,17:39:48.92,-24:19:39.29,61103.30809,9.8,0.044,21.2,20.0,22.1,2,1.77,
KMT-2026-BLG-0048,BLG16T0108.021685,17:36:44.67,-24:46:09.70,61099.55285,8.88,0.796,19.98,20.0,20.51,2,2.34,
KMT-2026-BLG-0049,BLG17K0406.006454,17:42:35.16,-32:31:03.61,61109.68812,23.99,0.375,20.13,20.0,20.26,2,5.12,PB260041
KMT-2026-BLG-0050,BLG17K0802.042574,17:39:44.83,-32:59:02.29,61106.83584,23.61,0.036,21.28,20.0,21.69,2,3.97,
KMT-2026-BLG-0051,BLG17N0102.018625,17:49:04.75,-34:09:37.40,61106.14672,9.74,0.158,18.96,19.01,19.01,1,1.62,
KMT-2026-BLG-0052,SSO17N0205.070164,17:48:30.67,-33:46:11.78,61105.64982,9.22,0.029,20.3,20.0,20.67,1,2.0,
KMT-2026-BLG-0053,BLG17N0306.059665,17:48:06.09,-33:38:53.92,61100.48718,34.83,0.072,20.58,20.0,20.11,1,1.78,
KMT-2026-BLG-0054,BLG17T0501.018324,17:42:04.18,-34:11:40.70,61136.07245,80.53,0.058,19.67,19.55,19.55,2,2.09,OB260080
KMT-2026-BLG-0055,BLG17T0504.038268,17:41:51.22,-33:51:52.49,61113.63142,77.67,0.119,20.9,20.0,20.53,2,2.51,OB260288
KMT-2026-BLG-0056,SAO17T0604.091781,17:40:59.38,-33:51:49.68,61103.74463,35.43,0.062,21.45,20.0,22.2,2,2.47,
KMT-2026-BLG-0057,BLG18K0107.040766,17:45:43.31,-25:50:44.38,61105.73913,7.97,0.035,20.18,20.0,20.79,2,2.84,
KMT-2026-BLG-0058,BLG19M0305.052459,17:48:57.66,-23:59:51.54,61107.2425,12.3,0.084,21.13,20.0,20.79,2,2.17,
KMT-2026-BLG-0059,SAO19M0308.002788,17:49:15.78,-23:37:14.27,61108.19383,13.8,0.224,17.02,17.05,17.05,2,1.9,
KMT-2026-BLG-0060,BLG19T0701.004512,17:42:26.64,-25:40:26.33,61110.38359,11.67,1.0,18.06,17.77,17.77,2,2.51,
KMT-2026-BLG-0061,BLG19T0703.068670,17:42:10.59,-25:24:58.28,61129.8125,41.8,0.408,17.93,20.0,21.64,2,2.75,
KMT-2026-BLG-0062,BLG19T0807.064448,17:41:44.18,-24:55:51.20,61102.73495,13.74,0.188,19.85,20.0,20.82,1,2.19,
KMT-2026-BLG-0063,SAO20N0706.009549,17:46:46.50,-22:51:34.09,61115.29106,40.32,0.08,18.56,18.15,18.15,1,1.51,OB260099
KMT-2026-BLG-0064,SSO20T0106.035742,17:45:29.91,-22:53:45.82,61127.6252,199.53,0.061,19.74,19.73,19.73,1,1.81,OB260101
KMT-2026-BLG-0065,BLG20T0406.007408,17:43:54.86,-22:53:44.63,61114.89718,46.24,0.194,20.36,19.04,19.04,2,2.06,
KMT-2026-BLG-0066,SAO21M0606.047121,17:56:11.25,-34:35:25.80,61109.48972,45.62,0.137,19.85,19.78,19.78,1,0.71,OB260026
KMT-2026-BLG-0067,SAO22M0803.043779,17:54:47.42,-32:50:35.41,61105.80288,37.39,0.1,20.23,19.57,19.57,1,1.28,
KMT-2026-BLG-0068,BLG22N0102.031037,17:58:59.69,-34:03:55.01,61124.29471,46.52,0.158,19.71,19.4,19.4,1,0.85,OB260184
KMT-2026-BLG-0069,BLG22N0507.062672,17:56:27.04,-33:27:27.90,61102.42027,8.23,0.163,19.98,20.0,20.14,1,1.14,
KMT-2026-BLG-0070,BLG22T0606.020256,17:51:02.38,-33:37:04.91,61107.95344,13.89,0.224,19.54,19.63,19.63,2,1.8,OB260163
KMT-2026-BLG-0071,SSO22T0707.086122,17:50:29.12,-33:31:37.34,61145.29716,147.94,0.105,19.95,20.0,25.0,3,1.83,OB260165
KMT-2026-BLG-0072,BLG31K0703.000342,18:09:50.23,-25:25:15.49,61104.20963,16.16,0.715,14.42,14.56,14.56,1,1.54,OB260068
KMT-2026-BLG-0073,BLG31N0208.038852,18:17:22.53,-25:55:01.70,61115.10391,124.2,0.018,19.18,19.62,19.62,1,0.83,OB260224
KMT-2026-BLG-0074,BLG34T0208.007256,18:03:08.11,-32:17:38.11,61112.0787,50.55,0.026,20.39,18.16,18.16,1,1.06,
KMT-2026-BLG-0075,BLG37K0301.043913,17:42:45.35,-35:13:15.64,61137.25034,198.56,0.045,20.59,20.0,20.29,2,1.52,
KMT-2026-BLG-0076,BLG37K0801.061241,17:39:52.67,-35:14:05.86,61110.24667,27.02,0.21,21.14,20.0,21.28,2,2.0,
KMT-2026-BLG-0077,BLG37M0403.025202,17:47:26.45,-35:02:35.70,61110.57931,14.82,0.257,19.65,18.85,18.85,1,0.86,
KMT-2026-BLG-0078,BLG37M0705.046569,17:45:28.71,-34:43:16.28,61121.75557,39.38,0.571,19.22,19.86,19.86,1,1.61,OB260252
KMT-2026-BLG-0079,BLG37T0603.046513,17:41:13.81,-36:09:11.20,61112.94299,17.45,0.209,20.06,20.0,20.99,2,1.75,
KMT-2026-BLG-0080,BLG41K0804.020788,17:49:32.36,-30:44:23.78,61104.05682,1.09,0.003,19.38,19.75,19.75,1,3.3,
KMT-2026-BLG-0081,BLG41M0103.008908,17:58:32.56,-30:56:29.51,61128.88429,118.16,0.008,19.37,18.24,18.24,1,1.68,OB260017
KMT-2026-BLG-0082,BLG41N0805.004739,17:54:23.44,-31:46:21.90,61106.47924,13.31,0.1,20.63,16.94,16.94,1,1.96,
KMT-2026-BLG-0083,BLG42K0106.010399,17:53:36.31,-28:24:33.70,61105.3788,23.04,0.29,18.26,18.25,18.25,2,2.74,OB260005 PB260025
KMT-2026-BLG-0084,BLG42M0301.015578,17:57:11.31,-29:02:08.92,61118.57653,31.84,0.179,19.12,18.03,18.03,1,1.71,
KMT-2026-BLG-0085,BLG42M0402.026229,17:56:59.76,-28:57:44.39,61106.02573,11.5,0.087,21.02,18.8,18.8,1,1.73,
KMT-2026-BLG-0086,BLG42M0601.008573,17:55:41.27,-29:01:15.78,61111.91492,43.19,0.094,17.45,17.45,17.45,2,1.76,OB260013
KMT-2026-BLG-0087,BLG42M0701.039048,17:55:08.56,-29:03:34.88,61108.05999,83.43,0.1,19.78,19.35,19.35,2,2.04,OB260015 PB260026
KMT-2026-BLG-0088,BLG42M0704.022702,17:55:12.61,-28:42:28.80,61107.64886,7.64,0.335,19.08,19.09,19.09,2,1.92,
KMT-2026-BLG-0089,BLG42M0801.008983,17:54:30.22,-29:04:16.61,61103.89578,7.16,0.182,19.73,16.86,16.86,1,1.72,
KMT-2026-BLG-0090,SAO42N0104.040302,17:58:29.22,-29:44:56.29,61104.37309,50.39,0.03,22.13,18.86,18.86,1,1.22,
KMT-2026-BLG-0091,BLG42N0108.007932,17:58:39.30,-29:13:26.11,61132.77052,24.53,0.014,16.84,16.92,16.92,1,1.02,
KMT-2026-BLG-0092,BLG42N0203.045656,17:58:11.39,-29:53:20.90,61103.12175,37.67,0.043,22.35,19.23,19.23,1,1.26,
KMT-2026-BLG-0093,SAO42T0405.020602,17:52:10.65,-29:35:36.71,61103.87882,24.24,0.024,21.29,18.52,18.52,1,2.37,
KMT-2026-BLG-0094,BLG42T0407.061783,17:51:54.85,-29:25:17.11,61103.60599,7.29,0.068,21.73,20.0,20.42,1,2.98,
KMT-2026-BLG-0095,BLG42T0501.000282,17:51:33.27,-30:06:47.30,61116.09127,13.25,0.591,14.29,14.14,14.14,1,2.16,
KMT-2026-BLG-0096,BLG43K0406.002438,17:59:33.36,-27:15:51.30,61115.09748,9.82,0.418,17.2,16.06,16.06,1,1.96,
KMT-2026-BLG-0097,BLG43M0301.030653,18:05:08.55,-27:55:37.49,61114.49994,36.97,0.046,20.79,18.71,18.71,1,0.9,OB260188
KMT-2026-BLG-0098,BLG43M0404.008314,18:04:31.26,-27:34:48.50,61101.06486,10.43,0.373,17.67,17.49,17.49,1,0.96,
KMT-2026-BLG-0099,BLG43N0106.004854,18:05:58.02,-28:29:06.22,61151.5077,104.22,0.36,17.68,17.01,17.01,1,0.95,
KMT-2026-BLG-0100,BLG43N0806.037808,18:02:02.75,-28:26:55.28,61116.71498,12.14,0.147,18.52,18.72,18.72,1,1.07,OB260197
KMT-2026-BLG-0101,BLG43N0807.013344,18:02:07.09,-28:16:13.30,61110.06409,17.15,0.017,20.36,17.8,17.8,1,1.04,
KMT-2026-BLG-0102,SAO43T0806.016319,17:57:10.79,-28:28:52.21,61108.86294,4.78,0.841,18.22,18.23,18.23,1,1.72,
KMT-2026-BLG-0103,BLG01M0207.021593,17:58:08.75,-30:17:48.52,61119.39531,25.02,0.039,20.35,18.85,18.85,1,1.72,
KMT-2026-BLG-0104,BLG01M0605.050365,17:55:54.70,-30:33:34.99,61116.05072,32.06,0.05,20.62,20.0,20.16,1,1.66,
KMT-2026-BLG-0105,BLG01M0806.000712,17:54:43.72,-30:25:10.60,61113.00666,13.45,0.092,20.09,15.52,15.52,1,2.81,
KMT-2026-BLG-0106,BLG01N0304.006148,17:57:47.07,-31:46:55.88,61141.26046,31.22,0.62,17.91,18.0,18.0,1,1.74,OB260181
KMT-2026-BLG-0107,BLG01N0504.000970,17:56:34.85,-31:45:54.40,61156.2336,44.71,0.974,15.23,15.37,15.37,1,1.57,OB260023
KMT-2026-BLG-0108,BLG01T0107.042785,17:53:48.40,-31:26:19.72,61114.68437,12.05,0.007,22.67,19.67,19.67,1,1.97,
KMT-2026-BLG-0109,BLG02N0605.007014,17:55:56.57,-29:32:41.10,61145.21799,24.95,0.518,16.89,16.8,16.8,1,1.78,
KMT-2026-BLG-0110,SSO02N0703.031788,17:55:11.08,-29:45:38.48,61112.40958,61.27,0.026,20.89,18.67,18.67,1,1.47,
KMT-2026-BLG-0111,BLG02T0106.015506,17:53:56.30,-29:27:03.89,61115.99897,15.77,0.136,20.54,17.94,17.94,1,1.72,
KMT-2026-BLG-0112,BLG02T0307.017756,17:52:40.98,-29:12:21.82,61119.33738,9.53,0.581,18.43,18.49,18.49,1,2.58,OB260148
KMT-2026-BLG-0113,BLG02T0408.022861,17:52:16.33,-29:10:43.72,61116.16325,11.01,0.299,19.18,19.14,19.14,1,2.62,
KMT-2026-BLG-0114,BLG03K0701.011656,17:58:04.05,-27:48:14.00,61121.06132,18.14,0.682,19.18,18.52,18.52,1,2.49,
KMT-2026-BLG-0115,BLG03N0108.022111,18:06:21.33,-28:03:24.41,61124.11737,12.83,0.3,18.59,18.49,18.49,1,0.83,OB260210
KMT-2026-BLG-0116,BLG03N0808.037621,18:02:37.79,-28:03:19.80,61115.31905,10.51,0.075,18.89,18.87,18.87,1,1.14,OB260198
KMT-2026-BLG-0117,BLG03T0106.016741,18:01:18.72,-28:18:03.60,61127.62702,47.22,0.069,20.22,18.09,18.09,1,1.19,
KMT-2026-BLG-0118,BLG03T0208.019675,18:00:51.90,-28:05:21.98,61109.29445,6.77,0.969,18.2,18.27,18.27,1,1.13,
KMT-2026-BLG-0119,BLG03T0303.104212,18:00:17.20,-28:38:42.68,61114.66472,3.83,0.306,19.55,20.0,20.32,1,1.19,
KMT-2026-BLG-0120,BLG04N0802.006286,18:04:03.23,-30:54:10.12,61114.43639,3.37,0.252,18.3,18.3,18.3,1,1.84,
KMT-2026-BLG-0121,BLG11K0204.040046,17:26:32.29,-29:29:53.09,61111.79386,47.46,0.063,21.76,20.0,20.23,2,1.96,
KMT-2026-BLG-0122,BLG11K0801.046262,17:22:44.57,-29:51:40.10,61112.5544,23.38,0.476,19.81,20.0,20.86,2,1.92,OB260268
KMT-2026-BLG-0123,BLG11M0302.010856,17:30:36.62,-29:45:54.72,61113.49791,7.26,0.771,19.24,19.27,19.27,2,2.18,
KMT-2026-BLG-0124,BLG11M0302.017362,17:30:59.50,-29:38:24.50,61131.31437,149.03,0.124,21.87,19.87,19.87,2,2.87,OB260265
KMT-2026-BLG-0125,BLG11N0203.012933,17:31:27.68,-30:41:35.77,61115.16945,8.62,0.06,20.5,19.63,19.63,2,2.86,
KMT-2026-BLG-0126,SSO12K0208.001239,17:26:20.53,-26:48:18.25,61112.44713,57.99,0.143,20.09,17.88,17.88,2,3.05,OB260142
KMT-2026-BLG-0127,BLG12N0605.001216,17:29:24.68,-28:20:51.07,61125.33279,27.73,0.469,17.72,16.71,16.71,2,2.07,OB260261
KMT-2026-BLG-0128,BLG14M0406.001869,17:39:44.89,-28:11:54.96,61141.92017,199.45,0.004,22.43,16.8,16.8,2,2.89,OB260298
KMT-2026-BLG-0129,BLG14T0802.001641,17:32:20.80,-29:48:58.25,61131.09016,37.75,0.56,17.37,17.33,17.33,2,2.98,OB260264
KMT-2026-BLG-0130,BLG15N0102.012714,17:41:10.37,-27:39:32.76,61110.92092,19.39,0.184,21.45,19.44,19.44,2,3.24,
KMT-2026-BLG-0131,BLG15N0402.128691,17:39:46.10,-27:36:26.64,61116.08704,19.79,0.23,19.58,20.0,25.0,3,2.81,
KMT-2026-BLG-0132,BLG15N0403.001953,17:39:26.33,-27:33:30.10,61135.18451,15.99,0.696,16.97,16.97,16.97,4,2.77,OB260295
KMT-2026-BLG-0133,BLG15T0802.032915,17:32:15.03,-27:36:33.84,61117.45918,17.57,0.015,20.6,20.0,20.75,2,2.52,
KMT-2026-BLG-0134,BLG16M0208.035106,17:40:32.41,-23:40:32.09,61116.01022,9.8,0.354,19.83,20.0,20.21,2,1.63,
KMT-2026-BLG-0135,BLG16M0503.035418,17:39:08.75,-24:16:26.18,61116.34171,5.19,0.096,20.25,20.0,20.32,2,1.82,
KMT-2026-BLG-0136,BLG16T0706.001074,17:33:09.39,-24:59:59.53,61127.9708,28.72,0.296,18.82,17.73,17.73,2,3.0,
KMT-2026-BLG-0137,BLG17M0105.028406,17:49:14.17,-32:36:25.16,61114.02197,8.33,0.042,20.45,20.0,20.83,2,2.9,
KMT-2026-BLG-0138,SAO17T0407.000921,17:42:28.32,-33:31:00.62,61146.30066,48.0,0.386,16.66,16.63,16.63,2,3.17,OB260126
KMT-2026-BLG-0139,BLG17T0407.005869,17:42:22.17,-33:27:51.73,61126.43416,21.46,0.245,18.65,18.58,18.58,2,3.23,OB260289 PB260048
KMT-2026-BLG-0140,BLG19M0705.001250,17:46:46.91,-24:03:42.70,61146.64385,52.31,0.314,17.29,16.46,16.46,2,2.29,OB260096
KMT-2026-BLG-0141,BLG19T0101.037431,17:45:48.94,-25:36:21.31,61123.02549,44.1,0.065,21.23,20.0,20.71,2,2.68,OB260300
KMT-2026-BLG-0142,SAO20N0801.058418,17:46:19.82,-23:35:38.69,61116.25446,14.66,0.02,20.75,20.0,20.44,1,1.8,
KMT-2026-BLG-0143,BLG22K0802.051589,17:49:52.96,-33:00:09.79,61114.80928,4.12,0.203,20.16,20.0,20.52,1,2.27,
KMT-2026-BLG-0144,BLG22T0707.032979,17:50:14.57,-33:29:14.06,61117.07925,70.43,0.046,21.82,19.95,19.95,2,1.69,OB260166 OB260167
KMT-2026-BLG-0145,SSO31T0206.061648,18:12:23.57,-26:12:44.10,61116.73132,47.09,0.086,20.97,20.0,20.23,1,1.06,
KMT-2026-BLG-0146,SAO32N0207.008141,18:14:57.81,-28:12:13.79,61113.97634,13.17,0.175,17.83,17.78,17.78,1,0.5,OB260220
KMT-2026-BLG-0147,BLG32N0305.031688,18:14:40.95,-28:23:37.21,61114.42773,12.4,0.681,18.71,19.05,19.05,1,0.37,OB260219
KMT-2026-BLG-0148,SSO33N0507.023855,18:15:40.81,-30:18:50.65,61154.36147,142.77,0.098,19.28,19.76,19.76,2,0.49,OB260221
KMT-2026-BLG-0149,BLG34M0604.006449,18:05:46.22,-31:39:26.78,61125.55491,36.35,0.375,18.0,17.86,17.86,1,0.82,OB260067
KMT-2026-BLG-0150,BLG34M0804.019347,18:04:32.03,-31:43:00.41,61114.83685,17.03,0.047,21.43,18.84,18.84,1,0.88,
KMT-2026-BLG-0151,SSO37T0702.014021,17:40:37.10,-36:13:23.12,61116.20886,12.67,0.079,20.54,19.97,19.97,2,1.92,
KMT-2026-BLG-0152,BLG41M0804.080970,17:54:27.49,-30:45:05.69,61120.53315,27.93,0.035,20.78,20.0,20.57,1,1.78,
KMT-2026-BLG-0153,BLG42M0703.052235,17:55:09.41,-28:44:12.01,61113.47326,9.59,0.177,20.82,19.9,19.9,2,2.02,
KMT-2026-BLG-0154,BLG43M0306.007040,18:04:54.11,-27:17:46.79,61125.11773,37.0,0.085,19.4,17.08,17.08,1,0.9,OB260191
KMT-2026-BLG-0155,BLG01M0301.021799,17:57:37.72,-31:03:29.02,61128.66459,20.79,0.317,19.41,18.8,18.8,1,1.23,OB260176
KMT-2026-BLG-0156,BLG03T0103.064895,18:01:49.14,-28:42:45.00,61115.7584,1.33,0.065,19.5,19.44,19.44,1,1.01,
KMT-2026-BLG-0157,BLG11N0404.022969,17:30:32.30,-30:32:58.60,61122.22655,10.84,0.273,19.61,20.0,20.52,2,2.65,OB260292
KMT-2026-BLG-0158,BLG17T0202.048753,17:43:31.18,-34:05:31.42,61138.02751,53.72,0.044,20.01,20.0,20.12,1,2.35,OB260255
KMT-2026-BLG-0159,BLG18M0708.057824,17:46:41.21,-25:42:14.15,61117.30961,18.42,0.229,19.64,20.0,21.51,2,2.63,
KMT-2026-BLG-0160,BLG19K0103.067758,17:45:51.92,-24:20:19.21,61120.37724,23.92,0.01,20.77,20.0,21.79,2,2.68,
KMT-2026-BLG-0161,BLG20N0105.003467,17:50:18.35,-22:58:32.92,61127.34755,14.07,0.958,18.24,17.34,17.34,1,2.3,OB260283
KMT-2026-BLG-0162,BLG20N0201.045645,17:49:34.80,-23:28:25.10,61121.17799,26.41,0.073,21.42,20.0,20.68,2,2.05,
KMT-2026-BLG-0163,BLG31K0208.000632,18:12:27.26,-24:48:04.43,61158.09423,33.07,0.037,15.84,15.79,15.79,4,2.33,OB260235
KMT-2026-BLG-0164,BLG42N0303.053073,17:57:17.09,-29:50:17.99,61118.59629,18.11,0.671,19.42,19.64,19.64,1,1.64,
KMT-2026-BLG-0165,BLG43M0604.026087,18:03:16.40,-27:31:48.29,61137.69651,33.08,0.041,18.81,18.82,18.82,1,1.41,OB260190
KMT-2026-BLG-0166,BLG01K0307.025640,17:52:48.37,-30:15:47.30,61125.57773,19.75,0.136,19.1,19.12,19.12,2,1.8,OB260159 PB260053
KMT-2026-BLG-0167,BLG01N0801.003087,17:54:38.81,-32:08:23.89,61136.31228,30.47,0.993,17.05,16.44,16.44,1,1.59,
KMT-2026-BLG-0168,SAO04N0705.013750,18:05:04.77,-30:33:25.09,61117.88492,31.16,0.188,20.22,18.49,18.49,1,1.08,OB260204
KMT-2026-BLG-0169,BLG04T0205.073779,18:02:57.17,-30:34:17.51,61115.44868,24.22,0.107,20.38,20.0,20.29,1,1.32,OB260206
KMT-2026-BLG-0170,BLG12N0304.003032,17:30:39.19,-28:26:12.62,61118.48022,9.07,0.306,19.71,17.27,17.27,2,2.12,
KMT-2026-BLG-0171,BLG14K0207.057959,17:35:44.24,-28:01:23.45,61116.74864,45.2,0.13,22.41,20.0,21.79,2,3.55,
KMT-2026-BLG-0172,BLG15N0505.015426,17:39:05.81,-27:15:26.28,61137.70493,184.39,0.248,20.13,19.5,19.5,2,2.54,OB260296
KMT-2026-BLG-0173,BLG15T0201.012857,17:35:56.86,-27:45:33.41,61142.35757,49.04,0.014,20.64,20.0,20.18,2,3.26,OB260259 PB260062
KMT-2026-BLG-0174,BLG18K0207.015510,17:45:02.40,-25:52:09.95,61132.43032,62.69,0.288,19.95,20.0,20.07,2,2.98,
KMT-2026-BLG-0175,BLG18M0806.061790,17:46:08.99,-26:02:07.62,61120.84934,22.42,0.106,21.18,20.0,21.46,2,3.06,
KMT-2026-BLG-0176,BLG19T0407.030753,17:43:39.53,-24:53:35.70,61121.24609,24.96,0.086,19.88,20.0,20.64,2,2.57,OB260277
KMT-2026-BLG-0177,BLG22T0802.035867,17:49:53.57,-34:09:16.27,61119.30104,51.26,0.104,21.58,20.0,20.14,2,1.71,
KMT-2026-BLG-0178,BLG34K0604.007293,18:00:36.03,-31:42:28.58,61117.50077,12.75,0.106,20.56,18.08,18.08,1,1.13,
KMT-2026-BLG-0179,BLG42K0401.013114,17:51:57.91,-29:02:43.98,61145.19552,41.36,0.056,18.85,18.87,18.87,2,3.3,OB260149 PB260047
KMT-2026-BLG-0180,BLG01N0405.073542,17:57:18.97,-31:37:05.70,61118.31538,4.99,0.493,19.96,20.0,20.43,1,1.45,
