Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2026-BLG-0181,BLG02K0106.024077,17:54:06.64,-28:14:47.18,61116.84425,13.81,0.644,19.43,19.99,19.99,3,3.02,
KMT-2026-BLG-0182,BLG02T0102.093452,17:53:49.94,-29:54:12.49,61120.63866,6.84,0.327,19.55,19.86,19.86,1,1.48,
KMT-2026-BLG-0183,BLG04T0103.050843,18:03:14.07,-30:46:11.71,61117.13246,14.82,0.091,23.41,20.0,20.15,1,1.46,
KMT-2026-BLG-0184,BLG11K0808.035578,17:22:59.48,-28:58:05.02,61138.28748,0.5,0.039,20.41,20.0,20.68,2,1.77,OB260267
KMT-2026-BLG-0185,BLG13N0108.030955,17:39:33.60,-34:26:49.56,61117.20509,3.12,0.476,19.95,20.0,20.51,2,2.5,
KMT-2026-BLG-0186,BLG14K0705.015299,17:32:42.54,-28:14:08.16,61117.02259,9.58,0.646,19.67,19.66,19.66,2,2.61,
KMT-2026-BLG-0187,BLG17T0506.002063,17:41:33.72,-33:36:17.68,61125.88271,54.36,0.528,18.41,17.58,17.58,2,2.67,
KMT-2026-BLG-0188,BLG18M0501.003182,17:48:04.38,-26:38:04.56,61126.94168,11.45,0.179,18.83,18.85,18.85,2,4.83,
KMT-2026-BLG-0189,SSO36K0107.003722,18:15:26.44,-22:53:33.11,61135.60054,110.98,0.036,20.13,17.54,17.54,1,1.66,
KMT-2026-BLG-0190,BLG37K0202.090969,17:43:17.53,-35:10:11.35,61119.73941,15.11,0.022,20.94,20.0,21.62,2,1.62,
KMT-2026-BLG-0191,BLG38T0605.005928,17:51:46.85,-23:03:40.32,61136.24264,20.28,0.672,17.92,17.95,17.95,4,2.51,OB260282
KMT-2026-BLG-0192,BLG41M0108.046433,17:58:27.17,-30:14:04.81,61123.25736,29.0,0.517,19.3,19.63,19.63,1,1.6,OB260018
KMT-2026-BLG-0193,BLG42K0106.041654,17:53:46.05,-28:21:17.57,61118.00401,6.25,0.041,22.18,20.0,20.39,2,2.7,
KMT-2026-BLG-0194,BLG42M0302.105513,17:57:28.03,-28:55:14.09,61117.8534,3.36,0.315,20.1,20.0,20.25,1,1.5,
KMT-2026-BLG-0195,BLG42M0603.070494,17:55:39.93,-28:43:25.93,61130.30775,32.93,0.332,19.41,20.0,20.26,2,2.05,
KMT-2026-BLG-0196,BLG42M0801.036451,17:54:28.53,-29:05:33.22,61142.13845,1.15,0.028,19.89,18.75,18.75,1,1.72,
KMT-2026-BLG-0197,SAO42T0406.058642,17:51:58.67,-29:29:54.31,61118.67468,12.46,0.009,21.24,20.0,20.08,1,2.65,
KMT-2026-BLG-0198,BLG42T0504.005753,17:51:30.74,-29:49:15.49,61119.1209,10.36,0.032,21.0,17.19,17.19,1,2.68,
KMT-2026-BLG-0199,BLG43M0103.072901,18:06:11.65,-27:44:01.28,61120.37401,17.14,0.063,20.95,19.82,19.82,1,0.78,
KMT-2026-BLG-0200,BLG43M0205.043023,18:05:35.59,-27:26:57.80,61134.71852,21.29,0.089,19.07,18.91,18.91,1,0.74,OB260189
KMT-2026-BLG-0201,BLG43T0401.070859,17:59:43.67,-29:02:19.28,61118.61589,13.86,0.159,21.16,19.31,19.31,1,1.03,
KMT-2026-BLG-0202,BLG01M0102.053179,17:59:00.39,-30:51:01.40,61118.58176,9.33,0.101,21.56,20.0,20.3,1,1.67,
KMT-2026-BLG-0203,BLG02M0702.002133,17:55:18.25,-28:43:35.47,61142.23104,1.08,0.209,18.65,16.07,16.07,2,1.92,
KMT-2026-BLG-0204,BLG02N0506.009070,17:56:20.75,-29:21:00.40,61118.93602,1.97,0.716,18.74,17.2,17.2,1,1.99,
KMT-2026-BLG-0205,BLG17N0604.043098,17:46:31.17,-33:54:37.19,61118.98941,34.15,0.161,21.73,19.58,19.58,1,1.47,
KMT-2026-BLG-0206,BLG19N0802.033203,17:46:14.52,-25:30:07.96,61122.58785,23.47,0.024,20.95,20.0,20.7,2,2.81,
KMT-2026-BLG-0207,BLG31K0102.007520,18:13:12.27,-25:36:24.19,61117.68186,158.02,0.072,22.2,18.34,18.34,1,1.55,OB260214
KMT-2026-BLG-0208,BLG42K0404.015190,17:52:04.67,-28:40:38.53,61140.98474,50.34,0.031,20.07,19.75,19.75,2,3.79,OB260151 PB260052
KMT-2026-BLG-0209,BLG42N0805.010563,17:54:18.37,-29:38:22.81,61126.99809,87.29,0.215,19.64,17.19,17.19,1,1.41,OB260161
KMT-2026-BLG-0210,BLG02K0506.068108,17:51:42.72,-28:14:05.57,61122.54099,7.97,0.076,21.42,20.0,22.0,2,3.87,
KMT-2026-BLG-0211,BLG02N0803.024415,17:54:50.08,-29:43:52.00,61127.3534,18.46,0.293,19.29,18.28,18.28,1,1.37,
KMT-2026-BLG-0212,BLG02T0102.094669,17:54:05.14,-29:56:15.68,61122.13446,9.18,0.379,19.6,19.89,19.89,1,1.49,
KMT-2026-BLG-0213,BLG02T0408.042689,17:52:26.83,-29:07:54.08,61119.79451,30.72,0.013,23.11,19.98,19.98,1,2.69,
KMT-2026-BLG-0214,BLG03K0804.010886,17:57:40.23,-27:25:13.37,61126.88461,11.27,0.83,18.71,19.23,19.23,2,2.83,OB260171
KMT-2026-BLG-0215,BLG03N0106.001065,18:06:26.47,-28:17:31.70,61127.76237,3.81,0.523,15.49,15.09,15.09,1,0.92,OB260209
KMT-2026-BLG-0216,BLG03N0808.037950,18:02:09.69,-28:06:35.39,61128.5199,15.93,0.408,18.19,18.88,18.88,1,1.18,OB260199
KMT-2026-BLG-0217,BLG04T0307.003504,18:01:58.88,-30:18:44.39,61123.54689,76.49,0.024,20.31,16.29,16.29,1,1.08,OB260201
KMT-2026-BLG-0218,BLG12K0105.016695,17:27:08.63,-27:10:39.32,61120.83953,27.09,0.039,21.56,20.0,20.29,2,2.23,
KMT-2026-BLG-0219,BLG14M0301.051688,17:39:58.65,-28:48:37.26,61121.942,10.19,0.011,23.62,20.0,22.68,2,5.03,
KMT-2026-BLG-0220,BLG14N0808.037484,17:37:06.67,-28:59:44.02,61121.6539,39.71,0.019,24.55,20.0,20.91,2,3.22,
KMT-2026-BLG-0221,BLG15M0502.009906,17:38:57.90,-26:35:44.92,61123.21594,5.37,0.3,19.55,19.65,19.65,2,2.9,
KMT-2026-BLG-0222,BLG15M0702.008512,17:37:37.90,-26:30:08.50,61121.14677,6.87,0.687,19.71,19.54,19.54,2,3.11,
KMT-2026-BLG-0223,BLG15N0301.027835,17:39:48.96,-27:45:39.42,61136.47882,36.7,0.081,20.07,20.0,20.5,2,2.93,OB260294
KMT-2026-BLG-0224,BLG15T0303.008637,17:35:17.72,-27:28:54.34,61140.24841,29.38,0.136,19.06,18.97,18.97,2,2.51,
KMT-2026-BLG-0225,BLG18K0707.014730,17:42:25.94,-25:50:41.35,61132.25394,40.56,0.413,19.94,20.0,20.0,2,2.86,OB260301
KMT-2026-BLG-0226,BLG18K0708.097287,17:42:04.60,-25:47:20.26,61126.08857,103.39,0.039,22.99,20.0,25.0,3,2.9,
KMT-2026-BLG-0227,BLG19K0106.061931,17:45:31.91,-23:56:04.99,61148.67311,53.08,0.146,19.87,20.0,20.2,1,1.62,OB260276
KMT-2026-BLG-0228,BLG19T0407.050105,17:43:47.32,-24:57:57.10,61132.16917,42.76,0.345,20.14,20.0,21.14,2,2.95,
KMT-2026-BLG-0229,BLG20T0305.024169,17:44:15.26,-23:01:53.40,61119.32679,5.83,0.26,19.68,19.88,19.88,2,1.85,
KMT-2026-BLG-0230,BLG22K0503.018587,17:51:17.59,-32:49:50.99,61126.27823,46.49,0.05,20.97,19.1,19.1,1,1.84,OB260231
KMT-2026-BLG-0231,BLG22T0108.010124,17:53:45.37,-33:19:33.60,61126.09161,24.15,0.192,21.37,18.43,18.43,1,1.34,
KMT-2026-BLG-0232,BLG22T0306.035677,17:52:33.73,-33:33:42.70,61126.38552,9.7,0.923,19.12,19.7,19.7,1,1.64,
KMT-2026-BLG-0233,BLG32M0207.040154,18:15:14.22,-27:06:50.11,61120.50277,48.23,0.042,21.76,19.53,19.53,1,0.79,
KMT-2026-BLG-0234,BLG32M0303.026188,18:14:39.98,-27:32:34.80,61133.15529,21.01,0.299,18.72,18.76,18.76,1,0.56,OB260216
KMT-2026-BLG-0235,BLG33M0604.009120,18:14:53.58,-29:35:36.31,61121.69552,77.76,0.039,22.29,18.02,18.02,1,0.45,OB260223
KMT-2026-BLG-0236,BLG35M0204.001035,18:08:18.30,-25:16:30.11,61158.13979,21.18,1.0,15.3,15.53,15.53,1,1.87,OB260069
KMT-2026-BLG-0237,BLG35T0806.009304,18:00:10.43,-26:10:36.88,61117.33424,6.35,0.724,19.61,19.8,19.8,2,3.61,
KMT-2026-BLG-0238,BLG41M0801.018856,17:54:42.20,-31:05:47.80,61138.21788,13.8,0.08,19.6,18.65,18.65,1,1.32,OB260227
KMT-2026-BLG-0239,BLG41M0804.001557,17:54:32.21,-30:45:22.61,61129.44281,15.63,0.794,17.54,15.81,15.81,1,1.8,
KMT-2026-BLG-0240,BLG41T0302.017371,17:52:16.55,-32:08:54.49,61123.849,13.44,0.028,21.35,18.93,18.93,1,1.95,
KMT-2026-BLG-0241,BLG42M0807.083385,17:54:23.48,-28:17:43.62,61123.42608,16.0,0.172,21.11,20.0,25.0,3,2.7,
KMT-2026-BLG-0242,BLG42N0408.005059,17:56:50.74,-29:14:03.01,61121.83665,4.17,0.255,19.78,16.59,16.59,1,1.83,
KMT-2026-BLG-0243,BLG42N0603.028073,17:55:56.39,-29:51:53.50,61142.24875,0.5,0.198,18.38,18.63,18.63,1,1.76,
KMT-2026-BLG-0244,BLG42T0106.082629,17:53:38.50,-29:27:35.10,61121.69826,9.96,0.132,21.06,19.92,19.92,1,1.93,
KMT-2026-BLG-0245,BLG43T0403.093667,17:59:28.30,-28:51:13.79,61120.41818,9.43,0.822,19.4,19.91,19.91,1,1.15,
KMT-2026-BLG-0246,BLG43T0405.030900,17:59:30.86,-28:32:58.99,61125.36442,87.07,0.03,21.54,18.6,18.6,1,1.26,
KMT-2026-BLG-0247,BLG01N0407.025226,17:57:15.58,-31:19:29.89,61128.05033,20.27,0.582,19.62,19.06,19.06,1,1.2,
KMT-2026-BLG-0248,BLG03K0702.005068,17:57:56.79,-27:42:01.84,61124.89154,21.23,0.016,21.29,16.88,16.88,2,2.34,
KMT-2026-BLG-0249,SSO03T0703.002470,17:58:15.95,-28:39:40.50,61125.91023,9.88,0.34,18.67,15.73,15.73,1,1.43,
KMT-2026-BLG-0250,SSO11M0204.062410,17:31:28.88,-29:26:47.04,61135.79202,31.64,0.201,18.98,20.0,21.72,2,3.02,
KMT-2026-BLG-0251,SAO15N0605.094919,17:38:16.84,-27:19:58.44,61121.04501,108.8,0.002,24.28,20.0,22.43,2,2.98,
KMT-2026-BLG-0252,SSO19N0501.000938,17:48:20.75,-25:37:36.52,61145.57009,40.83,0.36,19.04,18.53,18.53,2,5.2,PB260035
KMT-2026-BLG-0253,BLG37T0403.016131,17:42:02.64,-36:06:03.17,61129.80935,35.58,0.253,20.8,20.0,20.2,2,2.05,OB260258
KMT-2026-BLG-0254,BLG43M0804.046020,18:01:52.50,-27:36:32.69,61122.32183,24.7,0.07,22.35,19.34,19.34,1,1.5,
KMT-2026-BLG-0255,BLG01K0607.036772,17:51:07.54,-30:16:18.30,61129.19221,32.14,0.375,19.59,19.5,19.5,1,2.26,OB260160
KMT-2026-BLG-0256,BLG02K0604.064903,17:50:51.45,-28:35:21.08,61123.4945,3.19,0.049,20.74,20.0,22.14,3,4.9,
KMT-2026-BLG-0257,BLG03M0805.070281,18:02:20.65,-27:19:43.00,61126.95275,24.13,0.056,21.79,20.0,20.74,1,2.36,
KMT-2026-BLG-0258,BLG04T0504.009560,18:01:06.12,-30:40:58.30,61123.9053,16.45,0.045,21.26,17.99,17.99,1,1.16,
KMT-2026-BLG-0259,BLG11M0601.035490,17:28:56.32,-29:51:15.73,61128.28228,12.69,0.027,20.16,20.0,20.42,2,2.17,
KMT-2026-BLG-0260,BLG11M0701.046688,17:28:32.41,-29:48:04.10,61131.88586,128.22,0.04,22.31,20.0,20.73,2,2.12,OB260266
KMT-2026-BLG-0261,BLG11M0806.077426,17:27:51.40,-29:10:44.76,61124.57557,44.58,0.02,23.19,20.0,21.49,2,1.75,
KMT-2026-BLG-0262,SSO11N0701.004093,17:28:19.46,-30:56:50.82,61134.21207,23.96,0.187,19.33,18.91,18.91,2,3.68,OB260291
KMT-2026-BLG-0263,SSO12N0506.006205,17:29:57.90,-28:10:39.36,61126.46325,6.6,0.002,18.88,18.7,18.7,2,2.18,OB260262
KMT-2026-BLG-0264,BLG17K0603.021832,17:41:22.40,-32:55:13.22,61122.75489,20.85,0.024,22.88,20.0,21.2,2,4.05,
KMT-2026-BLG-0265,BLG17N0407.015184,17:47:17.18,-33:30:30.49,61155.81298,58.73,0.004,19.33,18.74,18.74,1,1.65,
KMT-2026-BLG-0266,BLG17N0601.061345,17:46:03.29,-34:13:14.99,61123.82463,18.39,0.049,21.89,20.0,20.24,1,1.36,
KMT-2026-BLG-0267,BLG18M0705.016496,17:46:44.40,-26:05:00.85,61128.30034,30.12,0.359,19.97,20.0,20.41,2,3.31,
KMT-2026-BLG-0268,BLG18T0603.033254,17:42:41.78,-27:29:39.01,61125.19008,5.73,0.776,20.06,20.0,20.75,3,3.49,
KMT-2026-BLG-0269,BLG42N0607.020331,17:55:38.22,-29:21:15.19,61134.3031,38.18,0.022,20.18,18.22,18.22,1,1.74,
KMT-2026-BLG-0270,BLG43K0302.019691,18:00:07.19,-27:51:57.89,61127.11497,6.01,0.196,18.54,18.58,18.58,1,1.74,
KMT-2026-BLG-0271,BLG43N0607.053625,18:03:09.52,-28:17:33.00,61126.36322,7.9,0.302,19.31,19.06,19.06,1,0.86,
KMT-2026-BLG-0272,BLG01K0207.063683,17:53:32.06,-30:16:54.62,61134.46179,19.1,0.01,20.09,20.0,20.0,2,1.59,OB260158
KMT-2026-BLG-0273,BLG01M0402.068207,17:57:05.64,-30:50:33.61,61128.16007,15.84,0.613,19.95,19.87,19.87,1,1.36,
KMT-2026-BLG-0274,SSO12N0705.006362,17:28:40.19,-28:18:53.14,61121.96525,20.98,0.949,18.66,18.64,18.64,2,2.22,
KMT-2026-BLG-0275,BLG13M0107.015345,17:39:24.40,-33:27:30.64,61133.25078,27.68,0.098,20.69,20.0,20.1,2,3.17,
KMT-2026-BLG-0276,BLG14M0803.037347,17:37:05.52,-28:33:42.44,61127.6599,44.31,0.044,22.05,20.0,21.1,2,3.31,
KMT-2026-BLG-0277,BLG15M0705.016922,17:37:43.05,-26:12:54.50,61135.07499,79.1,0.063,23.04,20.0,20.6,2,3.06,
KMT-2026-BLG-0278,BLG15M0801.070762,17:37:22.36,-26:40:40.30,61125.39137,7.4,0.859,19.93,20.0,21.95,2,3.35,
KMT-2026-BLG-0279,BLG15N0301.024668,17:40:09.83,-27:45:38.66,61124.30194,4.6,0.78,19.89,20.0,20.38,2,3.15,
KMT-2026-BLG-0280,BLG15N0505.001594,17:38:58.89,-27:20:25.62,61125.95225,62.15,0.02,21.42,16.75,16.75,2,2.46,
KMT-2026-BLG-0281,BLG17K0604.019798,17:41:03.10,-32:44:13.81,61127.51123,25.88,0.2,21.63,20.0,20.65,2,3.53,
KMT-2026-BLG-0282,BLG17N0307.077026,17:48:00.91,-33:30:35.50,61124.75212,107.6,0.017,24.18,20.0,20.86,1,1.7,
KMT-2026-BLG-0283,BLG22N0302.029856,17:57:48.52,-34:08:04.31,61131.64488,44.23,0.188,20.8,19.17,19.17,1,0.77,OB260185
KMT-2026-BLG-0284,BLG42T0706.008998,17:49:59.78,-29:33:47.41,61125.78034,7.08,0.994,18.86,17.99,17.99,1,3.84,
KMT-2026-BLG-0285,SAO01K0403.049419,17:52:14.93,-30:44:24.00,61125.64966,30.67,0.011,22.54,19.61,19.61,1,1.9,
KMT-2026-BLG-0286,BLG02N0506.006539,17:56:30.46,-29:26:12.01,61125.52854,44.3,0.185,20.4,16.63,16.63,1,1.78,
KMT-2026-BLG-0287,BLG02T0302.096991,17:52:47.53,-29:50:21.91,61125.92135,1.02,0.049,20.12,20.0,20.38,1,1.96,
KMT-2026-BLG-0288,BLG02T0502.011176,17:51:34.45,-29:52:43.90,61146.43562,65.29,0.18,20.09,17.7,17.7,1,2.51,
KMT-2026-BLG-0289,BLG03T0308.043001,18:00:16.42,-28:05:24.68,61135.14085,35.88,0.105,20.43,19.19,19.19,1,1.55,
KMT-2026-BLG-0290,BLG03T0503.043720,17:59:27.54,-28:41:16.58,61140.23409,9.95,0.473,18.32,18.85,18.85,1,1.33,OB260175
KMT-2026-BLG-0291,BLG17K0206.041360,17:43:36.86,-32:27:27.97,61127.1989,12.56,0.184,21.46,20.0,22.6,2,5.07,
KMT-2026-BLG-0292,BLG17N0802.002672,17:44:48.28,-34:05:26.20,61126.18117,4.06,0.98,18.49,16.31,16.31,1,1.81,
KMT-2026-BLG-0293,BLG18K0602.032315,17:42:34.48,-26:30:42.37,61128.30436,9.37,0.035,21.5,20.0,20.53,2,3.08,
KMT-2026-BLG-0294,BLG19N0405.013362,17:48:23.97,-25:08:53.84,61134.62117,16.05,0.394,19.95,20.0,20.97,2,4.76,
KMT-2026-BLG-0295,BLG34T0308.055268,18:02:25.41,-32:16:57.40,61124.71433,23.57,0.026,22.3,20.0,20.32,1,1.04,
KMT-2026-BLG-0296,BLG41M0508.013156,17:56:16.77,-30:13:13.80,61126.30063,5.95,0.476,19.36,18.16,18.16,1,1.54,
KMT-2026-BLG-0297,BLG42N0101.029367,17:58:40.69,-30:04:52.61,61132.72396,11.08,0.195,19.4,19.16,19.16,1,1.32,
KMT-2026-BLG-0298,BLG43M0801.054648,18:02:05.18,-27:54:00.90,61130.0825,14.88,0.665,19.36,19.35,19.35,1,1.33,
KMT-2026-BLG-0299,BLG43N0401.048689,18:04:18.75,-29:02:27.38,61139.77029,21.05,0.143,19.57,19.17,19.17,1,0.76,OB260193
KMT-2026-BLG-0300,BLG43T0302.003312,17:59:59.07,-28:55:04.19,61139.83164,6.4,0.08,15.6,15.59,15.59,1,1.0,
KMT-2026-BLG-0301,BLG01T0202.032477,17:53:19.30,-31:59:28.61,61136.55997,15.21,0.434,19.64,19.52,19.52,1,1.9,
KMT-2026-BLG-0302,BLG02N0401.082067,17:57:03.13,-29:58:13.19,61129.99198,4.66,0.102,20.49,20.0,20.16,1,1.56,
KMT-2026-BLG-0303,BLG02T0302.025763,17:52:48.06,-29:50:14.78,61131.94281,10.29,0.764,19.05,18.66,18.66,1,1.96,
KMT-2026-BLG-0304,BLG03N0303.061431,18:05:15.08,-28:44:42.11,61130.64416,10.16,0.138,20.14,19.59,19.59,1,0.96,OB260194
KMT-2026-BLG-0305,BLG04M0605.082796,18:05:16.81,-29:24:50.69,61148.71647,98.25,0.147,20.16,20.0,20.59,1,1.01,OB260203
KMT-2026-BLG-0306,BLG04T0207.083698,18:02:52.91,-30:18:59.51,61127.90779,11.82,0.073,21.47,20.0,20.65,1,0.91,
KMT-2026-BLG-0307,BLG04T0804.030022,17:59:16.56,-30:40:46.49,61143.76763,56.91,0.206,19.6,19.29,19.29,1,1.48,OB260177
KMT-2026-BLG-0308,BLG11N0102.056952,17:32:00.30,-30:50:04.67,61126.68141,145.32,0.058,23.67,20.0,21.96,2,3.87,
KMT-2026-BLG-0309,BLG11N0807.101166,17:28:04.72,-30:11:13.74,61128.55571,16.46,0.083,23.33,20.0,25.0,3,2.38,
KMT-2026-BLG-0310,BLG11T0108.008388,17:27:04.19,-30:01:13.33,61145.24388,33.98,0.881,19.08,19.02,19.02,2,2.2,
KMT-2026-BLG-0311,BLG12M0703.065347,17:28:35.10,-27:28:35.83,61127.96586,23.39,0.295,22.08,20.0,22.06,2,2.69,
KMT-2026-BLG-0312,BLG14M0206.009455,17:40:39.95,-28:11:50.32,61138.15608,50.26,0.187,21.05,19.49,19.49,2,4.23,
KMT-2026-BLG-0313,BLG14M0306.034725,17:39:49.17,-28:06:08.32,61127.25609,2.23,0.32,19.92,20.0,20.86,2,2.91,
KMT-2026-BLG-0314,BLG14M0801.058535,17:37:16.37,-28:48:28.94,61128.17134,1.63,0.906,19.79,20.0,21.34,2,3.25,
KMT-2026-BLG-0315,BLG14T0305.098012,17:35:20.37,-29:25:42.28,61127.97331,4.58,0.013,21.93,20.0,25.0,3,3.09,
KMT-2026-BLG-0316,BLG14T0703.014966,17:33:06.38,-29:37:50.81,61130.02461,70.54,0.076,22.9,19.92,19.92,2,3.14,
KMT-2026-BLG-0317,BLG14T0705.006769,17:33:02.58,-29:26:41.46,61149.36033,120.62,0.074,21.35,18.62,18.62,2,3.12,
KMT-2026-BLG-0318,BLG14T0804.065967,17:32:26.54,-29:33:20.52,61129.11639,16.92,0.101,22.56,20.0,21.84,2,2.94,
KMT-2026-BLG-0319,BLG16K0704.058483,17:33:10.70,-24:08:40.63,61135.69083,112.37,0.055,21.21,20.0,22.22,2,1.85,
KMT-2026-BLG-0320,SAO17N0704.008213,17:45:55.81,-33:50:48.59,61127.20846,4.5,0.251,20.49,17.94,17.94,1,1.8,
KMT-2026-BLG-0321,BLG17T0208.021214,17:43:38.17,-33:20:31.85,61130.99289,8.43,0.316,20.18,20.0,20.96,2,3.6,
KMT-2026-BLG-0322,BLG18K0403.004165,17:43:44.49,-26:23:32.68,61138.74522,40.48,0.277,20.85,18.0,18.0,2,2.92,
KMT-2026-BLG-0323,BLG18T0407.013535,17:43:41.42,-26:58:49.40,61143.12724,48.0,0.28,20.74,19.98,19.98,2,3.69,
KMT-2026-BLG-0324,BLG19M0204.016374,17:49:48.38,-24:09:27.76,61126.89494,4.79,0.113,21.43,19.84,19.84,2,2.66,
KMT-2026-BLG-0325,SSO20T0403.011462,17:43:44.89,-23:15:25.52,61128.75987,6.93,0.034,20.88,19.07,19.07,2,1.73,
KMT-2026-BLG-0326,BLG21T0307.037616,17:52:43.00,-35:35:02.80,61128.29584,84.3,0.034,22.82,19.68,19.68,1,1.0,
KMT-2026-BLG-0327,BLG22N0405.023759,17:57:30.42,-33:43:43.93,61142.95278,22.39,0.482,19.37,19.08,19.08,3,0.72,
KMT-2026-BLG-0328,BLG35T0201.085986,18:03:36.49,-26:46:41.34,61142.23584,0.83,0.149,19.06,20.0,21.73,2,1.95,
KMT-2026-BLG-0329,BLG36N0602.001360,18:17:06.24,-24:37:58.40,61134.49646,54.02,0.268,17.9,15.99,15.99,1,1.32,
KMT-2026-BLG-0330,BLG37K0106.001685,17:43:56.04,-34:36:28.73,61143.46018,45.69,0.276,19.83,16.42,16.42,2,1.73,OB260253
KMT-2026-BLG-0331,BLG37T0407.087417,17:42:21.93,-35:38:47.22,61134.03798,44.02,0.143,21.76,20.0,22.21,2,2.25,
KMT-2026-BLG-0332,BLG41M0701.000828,17:55:00.91,-31:05:33.40,61141.5783,53.38,0.066,20.39,14.92,14.92,1,1.39,
KMT-2026-BLG-0333,BLG41M0803.018619,17:54:19.31,-30:55:08.51,61129.89377,28.68,0.035,22.22,18.69,18.69,1,1.7,
KMT-2026-BLG-0334,BLG42M0504.091270,17:56:20.11,-28:40:32.48,61134.41427,21.29,0.509,19.91,20.0,20.02,1,1.77,
KMT-2026-BLG-0335,SSO42N0504.000828,17:56:09.17,-29:47:29.00,61149.87401,126.54,0.026,20.2,14.81,14.81,1,1.53,
KMT-2026-BLG-0336,BLG42N0601.021171,17:55:53.69,-30:06:04.39,61132.01998,11.6,0.676,18.59,18.67,18.67,1,1.61,
KMT-2026-BLG-0337,BLG43N0503.063130,18:03:43.56,-28:48:46.80,61132.2392,17.17,0.285,20.44,19.38,19.38,1,0.75,
KMT-2026-BLG-0338,BLG43N0807.093477,18:02:13.38,-28:19:59.59,61126.74071,64.86,0.015,23.32,20.0,20.19,1,1.08,
KMT-2026-BLG-0339,BLG01K0202.013295,17:53:18.98,-30:57:08.60,61134.93755,9.16,0.999,18.34,18.17,18.17,1,1.83,
KMT-2026-BLG-0340,BLG01N0305.075528,17:57:52.63,-31:41:09.38,61133.22094,10.87,0.228,20.59,20.0,20.61,1,1.5,
KMT-2026-BLG-0341,BLG02N0104.011868,17:58:55.72,-29:41:41.21,61126.45186,69.25,0.145,23.65,17.78,17.78,1,1.27,
KMT-2026-BLG-0342,SSO03K0505.001966,17:59:06.07,-27:19:09.59,61130.18884,0.5,0.338,18.05,15.9,15.9,1,1.91,
KMT-2026-BLG-0343,SAO03T0502.031298,17:59:31.46,-28:48:09.79,61160.33597,49.38,0.379,18.53,18.45,18.45,1,1.1,OB260174
KMT-2026-BLG-0344,SAO04N0805.013248,18:04:13.73,-30:32:05.21,61128.3188,4.44,0.238,18.06,18.56,18.56,1,1.2,OB260205
KMT-2026-BLG-0345,BLG13M0801.003110,17:35:02.77,-34:10:53.51,61147.93383,186.19,0.313,19.98,17.93,17.93,2,3.71,
KMT-2026-BLG-0346,BLG14M0206.031590,17:40:37.37,-28:09:40.50,61139.41272,29.2,0.011,20.26,20.0,21.36,2,4.26,PB260063
KMT-2026-BLG-0347,BLG14M0803.005017,17:37:08.26,-28:30:14.83,61143.19694,20.39,0.198,19.81,18.32,18.32,2,3.3,
KMT-2026-BLG-0348,BLG14T0302.092109,17:35:31.00,-29:46:52.21,61130.45594,25.15,0.014,24.09,20.0,22.32,2,3.03,
KMT-2026-BLG-0349,BLG15K0502.005065,17:34:17.86,-26:30:00.07,61154.54916,59.3,0.396,20.37,18.69,18.69,2,2.76,
KMT-2026-BLG-0350,BLG15T0604.050267,17:33:47.15,-27:25:49.19,61130.02013,5.9,0.629,20.1,20.0,21.83,2,3.35,
KMT-2026-BLG-0351,BLG17N0106.030526,17:49:15.28,-33:36:56.59,61136.53241,11.04,0.213,19.79,19.26,19.26,1,1.5,
KMT-2026-BLG-0352,BLG17T0402.001320,17:42:36.24,-34:04:13.51,61136.60744,32.77,0.271,19.87,16.12,16.12,1,2.3,
KMT-2026-BLG-0353,BLG19M0402.073217,17:48:52.79,-24:27:08.46,61130.671,33.12,0.246,21.5,20.0,21.88,2,2.91,
KMT-2026-BLG-0354,BLG22T0705.020522,17:50:25.14,-33:43:03.04,61137.81094,15.9,0.9,19.25,19.6,19.6,3,1.63,
KMT-2026-BLG-0355,BLG32N0306.009615,18:14:16.58,-28:15:16.49,61131.91381,41.25,0.401,19.23,17.86,17.86,1,0.42,
KMT-2026-BLG-0356,BLG41K0805.020295,17:49:25.74,-30:35:57.30,61146.07495,41.49,0.582,19.25,19.34,19.34,1,3.36,OB260230
KMT-2026-BLG-0357,SSO42M0807.005568,17:54:23.48,-28:14:00.24,61131.54324,2.32,0.055,17.63,17.72,17.72,2,2.68,OB260156
KMT-2026-BLG-0358,BLG43K0405.068660,17:59:38.04,-27:28:16.90,61130.47977,29.51,0.014,22.74,20.0,20.3,1,2.07,
KMT-2026-BLG-0359,BLG01K0301.005151,17:52:58.05,-31:02:57.08,61141.92625,111.47,0.009,22.3,16.78,16.78,1,2.15,
KMT-2026-BLG-0360,SAO02K0304.002190,17:52:32.78,-28:34:47.53,61149.66786,61.21,0.188,20.0,16.74,16.74,2,3.24,OB260152
KMT-2026-BLG-0361,BLG14T0306.012046,17:35:31.65,-29:17:53.59,61147.8401,50.46,0.323,20.48,20.0,20.08,2,3.53,
KMT-2026-BLG-0362,BLG16M0807.058076,17:37:16.09,-23:43:43.64,61142.23174,15.42,0.006,22.9,20.0,21.36,2,1.81,
KMT-2026-BLG-0363,BLG18T0607.099780,17:43:01.30,-27:00:32.54,61135.2301,33.76,0.009,22.21,20.0,25.0,3,3.56,
