Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2021-BLG-0743,BLG18K0406.049164,17:44:02.02,-25:58:15.46,9352.23008,29.87,0.038,20.89,20.0,21.05,2,2.92,
KMT-2021-BLG-0744,SAO19K0601.012317,17:43:05.55,-24:30:09.00,9349.39391,25.18,0.746,18.9,18.95,18.95,1,1.96,
KMT-2021-BLG-0745,SAO19K0805.052938,17:41:45.84,-24:04:16.21,9347.25923,8.11,0.265,19.84,20.0,20.43,1,1.84,
KMT-2021-BLG-0746,SAO19T0507.056781,17:43:33.06,-24:57:50.44,9342.84836,24.24,0.024,24.41,20.0,21.41,2,3.12,
KMT-2021-BLG-0747,SAO20K0305.010956,17:44:20.16,-21:52:45.05,9343.47169,6.52,0.637,18.73,18.7,18.7,4,1.23,
KMT-2021-BLG-0748,BLG31K0701.016408,18:09:41.12,-25:44:47.69,9343.6212,52.08,0.267,20.94,18.87,18.87,1,1.51,
KMT-2021-BLG-0749,BLG35N0806.052451,18:04:32.64,-26:14:31.42,9358.21217,88.93,0.041,21.74,20.0,20.95,2,2.36,
KMT-2021-BLG-0750,BLG36T0204.015999,18:14:56.04,-24:25:13.80,9354.52641,51.71,0.559,19.87,19.24,19.24,1,1.63,
KMT-2021-BLG-0751,BLG37T0802.055301,17:39:44.70,-36:16:39.83,9450.34156,199.74,0.003,19.78,20.0,21.77,3,2.23,
KMT-2021-BLG-0752,BLG38T0507.013579,17:52:12.40,-22:46:58.19,9345.63307,7.81,0.036,19.0,18.99,18.99,1,1.84,
KMT-2021-BLG-0753,SAO42T0307.009024,17:52:42.58,-29:25:02.39,9342.63883,22.09,0.002,22.65,17.37,17.37,1,2.44,
KMT-2021-BLG-0754,SAO42T0803.011836,17:49:47.29,-29:56:11.90,9341.93484,4.18,0.594,19.83,18.95,18.95,1,3.68,
KMT-2021-BLG-0755,BLG43K0304.017851,18:00:08.45,-27:35:12.59,9341.90491,8.05,0.022,23.06,18.48,18.48,1,1.76,
KMT-2021-BLG-0756,SAO43K0801.052463,17:57:23.16,-27:54:13.90,9341.16892,3.67,0.151,21.31,20.0,20.54,2,2.49,
KMT-2021-BLG-0757,SAO43M0505.020845,18:03:55.28,-27:24:14.69,9353.80635,12.31,0.474,18.5,18.59,18.59,1,1.23,MB21137
KMT-2021-BLG-0758,SAO02M0706.010813,17:55:23.92,-28:19:02.75,9345.46637,198.66,0.005,24.61,18.39,18.39,2,2.31,
KMT-2021-BLG-0759,SAO04K0103.030188,18:03:09.25,-29:41:07.30,9350.4929,11.3,0.179,19.29,18.85,18.85,1,0.92,MB21122
KMT-2021-BLG-0760,SAO04K0103.082309,18:03:18.49,-29:37:39.90,9346.54467,18.47,0.081,21.78,20.0,20.37,1,1.0,
KMT-2021-BLG-0761,SAO04K0705.050257,17:59:52.26,-29:22:37.81,9350.14105,16.93,0.055,19.6,19.32,19.32,1,1.36,MB21120
KMT-2021-BLG-0762,BLG04N0406.009921,18:06:33.19,-30:22:32.59,9346.99294,7.35,0.992,18.45,18.27,18.27,1,0.92,
KMT-2021-BLG-0763,BLG11K0202.034329,17:26:29.40,-29:40:46.06,9346.63322,17.69,0.635,19.88,20.0,20.43,2,2.11,
KMT-2021-BLG-0764,SSO14K0303.076081,17:35:21.65,-28:34:23.02,9345.2511,4.77,0.234,20.32,20.0,21.78,2,2.96,
KMT-2021-BLG-0765,BLG14N0805.015643,17:37:12.93,-29:22:19.63,9347.52352,22.37,0.04,21.87,19.94,19.94,2,3.53,
KMT-2021-BLG-0766,BLG15N0706.056917,17:38:03.53,-27:09:27.58,9355.91197,21.57,0.496,19.9,20.0,21.04,2,2.91,
KMT-2021-BLG-0767,SAO16T0606.036644,17:33:41.42,-25:00:31.21,9354.57661,54.45,0.023,22.02,20.0,21.66,3,2.92,
KMT-2021-BLG-0768,SAO18T0106.009281,17:45:24.76,-27:10:20.21,9347.84074,7.5,0.01,19.84,19.89,19.89,2,4.81,
KMT-2021-BLG-0769,BLG18T0303.022879,17:44:13.14,-27:28:07.03,9346.1464,4.49,0.396,20.04,20.0,21.58,2,4.41,
KMT-2021-BLG-0770,SAO19T0604.006984,17:42:42.74,-25:17:59.89,9357.02059,47.42,0.575,20.13,18.47,18.47,1,2.53,
KMT-2021-BLG-0771,SAO31T0704.004387,18:09:47.96,-26:27:03.89,9347.63227,143.3,0.022,21.66,17.04,17.04,1,1.12,
KMT-2021-BLG-0772,BLG32M0407.002462,18:13:51.23,-27:01:45.08,9459.47479,62.27,0.539,16.2,16.3,16.3,1,0.83,MB21188
KMT-2021-BLG-0773,BLG36K0805.006156,18:11:27.91,-23:03:08.68,9378.94915,199.23,0.457,19.57,19.42,19.42,4,3.12,
KMT-2021-BLG-0774,BLG41N0206.044985,17:58:01.56,-31:36:17.89,9344.65356,25.18,0.002,25.17,19.73,19.73,1,1.34,
KMT-2021-BLG-0775,BLG41N0302.030670,17:57:30.64,-32:08:44.59,9339.87979,159.63,0.019,24.34,19.28,19.28,1,1.34,
KMT-2021-BLG-0776,SAO42N0405.023263,17:57:07.83,-29:40:39.68,9348.48045,16.39,0.028,20.51,18.6,18.6,1,1.54,MB21121
KMT-2021-BLG-0777,BLG42N0701.018263,17:55:13.66,-30:08:43.19,9352.22401,199.73,0.032,22.13,18.27,18.27,1,1.35,
KMT-2021-BLG-0778,SAO42T0402.050106,17:51:52.88,-30:04:16.90,9344.28298,0.86,0.414,19.8,19.81,19.81,1,2.42,
KMT-2021-BLG-0779,SAO01K0206.066983,17:53:19.40,-30:20:11.44,9346.94541,8.31,0.237,19.85,19.88,19.88,2,1.7,
KMT-2021-BLG-0780,BLG01K0807.029548,17:50:11.49,-30:17:00.82,9345.4798,3.59,0.032,20.86,20.0,20.29,1,3.42,
KMT-2021-BLG-0781,BLG01M0208.008937,17:58:11.09,-30:10:11.60,9388.99202,33.36,0.033,18.01,17.97,17.97,1,1.59,MB21190
KMT-2021-BLG-0782,SAO01M0707.004689,17:55:16.51,-30:18:02.30,9346.7428,192.21,0.006,24.36,16.59,16.59,1,2.06,
KMT-2021-BLG-0783,BLG02N0502.072581,17:56:44.98,-29:51:39.82,9354.02813,30.64,0.235,20.68,20.0,20.09,1,1.98,
KMT-2021-BLG-0784,SAO02N0507.028536,17:56:40.56,-29:19:39.29,9351.64129,25.04,0.208,20.38,18.88,18.88,1,1.72,
KMT-2021-BLG-0785,BLG02T0104.040967,17:54:03.31,-29:42:17.39,9384.59461,102.27,0.083,19.98,18.87,18.87,1,1.4,
KMT-2021-BLG-0786,BLG04K0508.002653,18:00:58.39,-29:06:29.48,9375.60381,16.02,0.806,15.61,15.61,15.61,1,1.15,MB21135
KMT-2021-BLG-0787,BLG11N0207.002839,17:31:22.49,-30:14:57.88,9352.17251,9.32,0.998,19.01,17.32,17.32,2,2.51,
KMT-2021-BLG-0788,BLG14T0203.060941,17:35:59.34,-29:36:24.16,9350.40703,9.65,0.2,20.57,20.0,21.27,2,3.12,
KMT-2021-BLG-0789,BLG15K0203.007895,17:35:53.35,-26:28:21.65,9353.9898,22.85,0.882,19.33,19.6,19.6,2,2.78,
KMT-2021-BLG-0790,SAO15M0602.107011,17:38:33.30,-26:33:13.72,9394.02989,199.87,0.181,20.49,20.0,25.0,3,2.87,
KMT-2021-BLG-0791,BLG15N0103.103849,17:41:24.86,-27:33:22.68,9345.51237,24.98,0.017,23.61,20.0,25.0,3,3.2,
KMT-2021-BLG-0792,BLG19M0107.005920,17:50:12.44,-23:43:53.69,9404.25955,58.62,0.026,18.48,18.43,18.43,2,2.41,
KMT-2021-BLG-0793,SAO22N0108.015754,17:59:22.37,-33:20:42.11,9339.43984,16.53,0.733,19.05,19.06,19.06,1,1.42,
KMT-2021-BLG-0794,BLG22T0208.036078,17:53:33.04,-33:20:16.30,9353.17382,17.13,0.835,19.55,19.5,19.5,1,1.43,
KMT-2021-BLG-0795,BLG37N0401.022204,17:47:45.96,-36:21:57.38,9359.89222,21.99,0.454,19.43,19.37,19.37,1,0.87,
KMT-2021-BLG-0796,SAO37T0208.044277,17:43:12.48,-35:28:32.99,9348.70848,15.52,0.023,20.62,20.0,20.72,2,1.81,
KMT-2021-BLG-0797,BLG38T0105.013318,17:54:38.81,-23:05:06.68,9345.33616,10.89,0.266,19.79,19.49,19.49,4,2.73,
KMT-2021-BLG-0798,SAO41N0801.073891,17:54:27.54,-32:16:28.20,9359.47484,35.2,0.485,20.3,20.0,20.64,1,1.67,
KMT-2021-BLG-0799,BLG41T0701.027056,17:50:16.62,-32:12:22.75,9346.86796,6.21,0.039,22.39,20.0,21.76,2,4.16,
KMT-2021-BLG-0800,SAO42M0502.000597,17:56:07.82,-28:56:15.90,9365.66729,9.78,0.521,14.73,14.56,14.56,1,1.85,
KMT-2021-BLG-0801,BLG42T0301.073101,17:52:42.14,-30:11:41.64,9343.89108,12.28,0.109,21.31,20.0,20.09,2,1.63,
KMT-2021-BLG-0802,BLG01K0603.035893,17:51:00.82,-30:45:47.70,9359.44887,18.25,0.415,19.86,19.63,19.63,1,2.45,
KMT-2021-BLG-0803,BLG01K0702.047789,17:50:26.18,-30:49:54.80,9347.66069,12.72,0.132,21.32,20.0,20.54,1,2.74,
KMT-2021-BLG-0804,BLG13M0802.051268,17:35:15.02,-34:02:47.94,9346.6462,7.56,0.07,22.38,20.0,22.18,3,5.2,
KMT-2021-BLG-0805,BLG17K0503.016336,17:41:56.12,-32:53:29.36,9347.04365,32.58,0.015,23.45,20.0,20.46,2,3.9,
KMT-2021-BLG-0806,BLG17T0305.057677,17:42:51.23,-33:44:53.34,9349.35148,35.42,0.078,22.53,20.0,21.44,2,2.82,
KMT-2021-BLG-0807,BLG17T0804.002788,17:40:04.90,-33:54:51.34,9352.7045,20.24,0.504,19.72,17.78,17.78,4,2.91,
KMT-2021-BLG-0808,BLG21K0706.038308,17:50:18.88,-34:34:44.62,9358.36225,63.06,0.61,19.41,19.41,19.41,1,1.05,
KMT-2021-BLG-0809,SAO32T0508.012021,18:08:38.71,-28:01:32.09,9357.27519,29.87,0.013,20.24,18.29,18.29,1,1.14,
KMT-2021-BLG-0810,SAO38T0201.004516,17:53:59.22,-23:32:17.41,9375.80019,18.31,0.095,18.33,18.36,18.36,4,3.67,
KMT-2021-BLG-0811,BLG38T0304.007081,17:53:24.46,-23:08:31.56,9348.50151,73.2,0.908,18.37,18.42,18.42,4,2.91,
KMT-2021-BLG-0812,BLG41T0307.033739,17:52:35.63,-31:27:50.51,9350.12704,7.83,0.445,19.96,19.94,19.94,1,2.37,
KMT-2021-BLG-0813,SAO42T0502.044904,17:51:27.85,-30:05:03.91,9439.81752,196.43,1.0,19.16,19.66,19.66,1,2.29,
KMT-2021-BLG-0814,SAO43K0602.015300,17:58:26.02,-27:51:35.71,9352.037,12.42,0.995,19.89,18.69,18.69,1,2.64,
KMT-2021-BLG-0815,SAO01M0607.014804,17:55:59.64,-30:13:50.70,9349.24509,64.72,0.002,23.21,18.3,18.3,1,1.63,
KMT-2021-BLG-0816,SAO02K0202.036007,17:53:28.00,-28:45:42.12,9357.73005,24.0,0.266,20.25,19.88,19.88,2,2.1,
KMT-2021-BLG-0817,SAO02N0503.064430,17:56:24.85,-29:45:32.11,9352.0996,10.66,0.408,19.4,19.79,19.79,1,1.65,
KMT-2021-BLG-0818,BLG14M0705.011789,17:37:56.37,-28:19:06.74,9353.91792,9.58,0.211,19.94,20.0,20.36,2,4.26,
KMT-2021-BLG-0819,BLG21M0104.003443,17:59:26.92,-34:50:35.81,9346.10882,7.0,0.401,19.96,17.32,17.32,1,0.68,
KMT-2021-BLG-0820,BLG21T0508.020490,17:51:35.13,-35:25:54.08,9351.90214,10.71,0.692,18.63,18.8,18.8,1,0.74,
KMT-2021-BLG-0821,BLG22M0104.013810,17:58:48.82,-32:46:41.81,9351.45976,14.94,0.475,20.25,18.74,18.74,1,1.26,
KMT-2021-BLG-0822,BLG22N0203.013117,17:58:22.35,-33:56:02.40,9350.85188,11.02,0.247,20.1,18.58,18.58,1,0.9,
KMT-2021-BLG-0823,SAO22T0403.008338,17:52:16.66,-34:00:06.01,9372.34203,28.11,0.102,18.79,18.31,18.31,1,1.6,MB21156
KMT-2021-BLG-0824,SAO31T0606.031391,18:10:32.69,-26:13:50.92,9351.61086,37.16,0.401,20.01,19.17,19.17,1,1.18,
KMT-2021-BLG-0825,BLG01K0407.055472,17:52:21.50,-30:13:36.80,9355.54614,14.12,0.467,19.83,19.84,19.84,1,1.83,
KMT-2021-BLG-0826,BLG01M0802.036370,17:54:45.23,-30:54:56.59,9363.02322,34.56,0.064,20.53,19.23,19.23,1,1.69,MB21141
KMT-2021-BLG-0827,BLG01M0807.024858,17:54:50.93,-30:15:26.64,9359.24347,18.47,0.802,19.25,19.23,19.23,2,1.93,
KMT-2021-BLG-0828,BLG01N0602.059577,17:56:12.25,-32:00:53.32,9386.36427,49.24,0.143,20.27,20.0,20.02,1,1.2,
KMT-2021-BLG-0829,BLG01T0306.023796,17:52:39.83,-31:31:48.29,9351.28205,11.11,0.232,21.45,19.47,19.47,1,2.4,
KMT-2021-BLG-0830,BLG02K0304.071751,17:52:55.97,-28:32:44.99,9353.955,11.63,0.909,19.83,20.0,21.86,2,2.99,
KMT-2021-BLG-0831,BLG02M0101.083959,17:58:42.23,-28:53:19.50,9349.00733,44.04,0.016,23.73,19.63,19.63,1,1.18,
KMT-2021-BLG-0832,BLG02N0606.044733,17:55:54.63,-29:23:02.51,9357.9828,84.09,0.073,22.05,19.18,19.18,1,1.97,
KMT-2021-BLG-0833,BLG02N0808.031381,17:54:42.75,-29:11:33.00,9354.1502,12.72,0.229,20.05,18.89,18.89,1,1.87,
KMT-2021-BLG-0834,SAO03K0207.058260,18:01:03.00,-27:02:16.01,9350.67092,21.26,0.683,20.0,20.0,20.28,1,2.14,
KMT-2021-BLG-0835,SAO03K0208.045642,18:00:49.70,-26:55:13.01,9361.96928,26.04,0.391,20.58,20.0,20.29,1,2.59,
KMT-2021-BLG-0836,BLG03K0301.026121,18:00:26.94,-27:47:30.59,9363.22386,21.69,0.405,19.81,18.79,18.79,1,1.51,
KMT-2021-BLG-0837,BLG03M0503.026172,18:04:11.39,-27:32:36.82,9350.62997,15.79,0.072,21.55,18.66,18.66,1,1.06,
KMT-2021-BLG-0838,BLG03T0506.038869,17:59:19.36,-28:20:12.91,9355.65674,9.42,0.78,19.17,18.93,18.93,1,1.43,
KMT-2021-BLG-0839,BLG04K0801.039330,17:59:32.21,-29:52:20.60,9375.67862,33.42,0.098,19.04,19.03,19.03,1,1.2,MB21153
KMT-2021-BLG-0840,BLG04N0703.008182,18:04:46.55,-30:48:24.19,9361.78279,13.1,0.626,18.22,18.21,18.21,1,1.31,
KMT-2021-BLG-0841,BLG11N0108.050933,17:31:51.16,-30:05:39.19,9356.9683,199.0,0.003,23.7,20.0,20.41,2,1.97,
KMT-2021-BLG-0842,BLG12M0401.017517,17:30:17.79,-27:41:27.24,9358.53519,13.07,0.082,19.88,19.98,19.98,2,2.21,
KMT-2021-BLG-0843,BLG12N0701.049043,17:28:39.58,-28:50:54.53,9350.24722,8.94,0.086,21.02,20.0,20.6,2,2.03,
KMT-2021-BLG-0844,SAO12T0307.010229,17:26:15.47,-28:05:08.77,9360.28739,11.8,0.573,19.23,19.3,19.3,2,2.07,
KMT-2021-BLG-0845,BLG14N0707.041964,17:38:02.21,-29:05:36.46,9349.66769,6.33,0.387,20.64,20.0,20.96,2,3.4,
KMT-2021-BLG-0846,BLG14T0304.035883,17:35:24.79,-29:29:45.74,9361.77375,32.31,0.169,21.15,20.0,20.71,2,3.04,
KMT-2021-BLG-0847,BLG15K0501.015323,17:33:59.28,-26:41:29.33,9351.87516,14.03,0.897,19.83,19.84,19.84,2,2.32,
KMT-2021-BLG-0848,BLG16M0203.037717,17:40:43.62,-24:20:40.81,9352.83565,42.03,0.053,22.48,20.0,20.08,1,1.99,
KMT-2021-BLG-0849,BLG16M0706.048652,17:37:57.30,-23:57:22.39,9350.66544,8.05,0.777,19.98,20.0,20.62,3,1.58,
KMT-2021-BLG-0850,BLG17K0202.029185,17:43:51.30,-32:59:17.30,9349.25144,1.73,0.423,20.1,20.0,21.09,2,3.29,
KMT-2021-BLG-0851,BLG17N0301.057339,17:48:16.44,-34:12:13.10,9349.38203,4.83,0.067,20.16,20.0,20.2,1,1.53,
KMT-2021-BLG-0852,BLG17T0204.006363,17:43:19.48,-33:53:30.62,9351.21837,2.23,0.165,20.36,18.75,18.75,2,3.0,
KMT-2021-BLG-0853,SAO18M0706.019197,17:46:58.38,-25:57:00.65,9348.517,7.28,0.676,20.21,20.0,20.43,2,3.58,
KMT-2021-BLG-0854,BLG19M0806.001185,17:46:09.20,-23:53:59.71,9351.20546,19.2,0.029,21.81,15.88,15.88,1,1.72,
KMT-2021-BLG-0855,BLG20M0101.046518,17:50:11.83,-22:26:44.41,9352.11259,8.33,0.136,20.52,20.0,20.81,1,2.29,
KMT-2021-BLG-0856,BLG20N0108.014195,17:50:17.13,-22:37:56.21,9354.49246,38.55,0.118,21.15,19.02,19.02,1,2.15,
KMT-2021-BLG-0857,BLG22K0407.033041,17:52:22.60,-32:22:29.60,9367.10545,30.25,0.508,20.08,19.7,19.7,1,1.98,
KMT-2021-BLG-0858,BLG22N0505.001680,17:56:40.33,-33:47:24.40,9372.99401,10.9,0.573,15.69,15.72,15.72,1,0.85,MB21192
KMT-2021-BLG-0859,BLG31M0803.010643,18:13:44.02,-25:30:56.92,9352.51629,10.0,0.281,19.77,18.56,18.56,1,1.39,
KMT-2021-BLG-0860,BLG32M0102.055129,18:15:53.50,-27:41:52.73,9350.93434,4.2,0.252,19.98,20.0,20.22,2,0.53,
KMT-2021-BLG-0861,BLG35N0801.029835,18:04:48.45,-26:46:37.31,9352.72136,11.98,0.485,19.32,18.95,18.95,1,1.51,
KMT-2021-BLG-0862,BLG38M0702.001360,17:56:03.16,-22:17:19.46,9391.84885,19.54,0.376,17.44,17.5,17.5,4,3.72,
KMT-2021-BLG-0863,BLG41M0405.045190,17:56:56.76,-30:40:25.50,9352.72702,25.99,0.119,21.79,19.71,19.71,1,1.7,
KMT-2021-BLG-0864,BLG41M0801.042075,17:54:17.38,-31:05:27.20,9356.76273,15.41,0.721,19.48,19.39,19.39,1,1.82,
KMT-2021-BLG-0865,BLG41M0801.060777,17:54:29.76,-31:10:22.58,9351.95597,3.88,0.281,19.97,19.82,19.82,1,1.67,
KMT-2021-BLG-0866,SAO42M0702.081380,17:55:08.01,-28:55:55.20,9349.84837,2.85,0.13,20.86,20.0,20.58,2,1.92,
KMT-2021-BLG-0867,BLG42T0204.010357,17:53:19.72,-29:45:51.80,9349.03406,2.03,0.602,19.1,17.11,17.11,1,1.61,
KMT-2021-BLG-0868,SAO43K0105.048382,18:01:18.06,-27:29:28.90,9358.3789,19.86,0.095,19.84,19.39,19.39,1,1.41,MB21131
KMT-2021-BLG-0869,SAO43M0807.016182,18:02:08.18,-27:10:11.50,9411.234,63.05,0.439,18.84,19.0,19.0,1,2.45,MB21244
KMT-2021-BLG-0870,SAO43N0307.003468,18:05:02.12,-28:16:55.09,9361.98526,8.43,0.168,16.67,16.06,16.06,1,0.96,MB21128
KMT-2021-BLG-0871,BLG02N0404.013285,17:57:20.23,-29:39:55.01,9352.63629,4.8,0.097,20.48,18.0,18.0,1,1.56,
KMT-2021-BLG-0872,BLG02N0504.039137,17:56:30.28,-29:38:19.79,9351.4728,2.85,0.529,19.45,19.03,19.03,1,1.57,
KMT-2021-BLG-0873,BLG02N0607.039151,17:55:56.29,-29:13:55.49,9353.973,27.77,0.171,21.56,19.02,19.02,1,1.9,
KMT-2021-BLG-0874,BLG02T0101.031639,17:54:14.51,-29:59:24.40,9352.07302,6.76,0.007,21.56,18.74,18.74,1,1.39,
KMT-2021-BLG-0875,SAO02T0207.036441,17:53:36.09,-29:13:23.02,9353.81561,26.02,0.185,19.09,18.97,18.97,1,1.9,MB21134
KMT-2021-BLG-0876,BLG02T0301.035078,17:52:46.67,-29:58:01.88,9352.33312,199.99,0.002,25.65,18.98,18.98,1,2.03,
KMT-2021-BLG-0877,BLG04N0408.018896,18:06:44.74,-30:08:21.70,9355.07076,88.51,0.033,23.12,18.62,18.62,1,0.81,
KMT-2021-BLG-0878,BLG04T0105.055634,18:03:19.42,-30:35:05.50,9355.04332,41.67,0.071,22.25,20.0,20.12,1,1.5,
KMT-2021-BLG-0879,BLG11M0603.042654,17:28:59.18,-29:34:49.62,9351.80832,5.58,0.139,21.27,20.0,20.25,2,1.91,
KMT-2021-BLG-0880,SAO12M0506.010631,17:29:41.19,-27:01:20.60,9348.88028,13.75,0.698,19.95,20.0,20.16,2,2.66,
KMT-2021-BLG-0881,BLG14T0308.006979,17:35:05.87,-28:57:53.57,9354.49073,3.79,0.794,19.09,18.85,18.85,2,3.69,
KMT-2021-BLG-0882,BLG15N0303.017903,17:40:15.14,-27:30:22.10,9365.83797,21.39,0.2,19.99,19.94,19.94,2,3.17,
KMT-2021-BLG-0883,BLG15T0102.025853,17:36:36.38,-27:36:36.14,9354.39081,22.2,0.002,22.14,20.0,20.71,2,2.85,MB21124
KMT-2021-BLG-0884,BLG16K0608.042608,17:33:35.59,-23:43:50.92,9354.3555,25.21,0.101,21.34,20.0,21.21,2,-9.99,
KMT-2021-BLG-0885,BLG17N0501.061560,17:47:03.79,-34:14:26.70,9353.58056,10.0,0.096,21.06,20.0,20.27,1,1.59,
KMT-2021-BLG-0886,BLG19K0606.035845,17:42:56.93,-23:52:16.10,9354.50948,6.3,0.901,19.7,19.66,19.66,1,1.84,
KMT-2021-BLG-0887,BLG20M0402.003141,17:48:28.60,-22:14:27.89,9429.55654,53.59,0.57,17.43,17.22,17.22,1,1.85,
KMT-2021-BLG-0888,BLG20T0508.032835,17:43:27.29,-22:40:55.70,9351.22033,0.58,0.093,19.09,20.0,20.13,2,1.73,
KMT-2021-BLG-0889,BLG22M0706.049944,17:55:29.12,-32:31:24.71,9355.19908,18.69,0.005,20.13,20.0,20.12,1,1.79,
KMT-2021-BLG-0890,BLG32T0105.067296,18:10:48.41,-28:28:33.49,9363.09818,24.15,0.016,19.92,20.0,20.27,1,0.75,
KMT-2021-BLG-0891,BLG33M0804.008186,18:13:38.44,-29:29:21.80,9357.60399,29.55,0.449,20.23,17.85,17.85,1,0.31,
KMT-2021-BLG-0892,BLG34M0506.051921,18:06:22.75,-31:21:55.12,9351.36008,2.21,0.232,19.82,20.0,20.19,1,1.0,
KMT-2021-BLG-0893,BLG37M0703.031993,17:45:53.20,-35:01:39.11,9351.49649,4.91,0.391,19.32,19.35,19.35,1,1.28,
KMT-2021-BLG-0894,BLG41K0605.011206,17:50:46.26,-30:35:40.70,9355.59227,14.2,0.023,20.17,18.0,18.0,1,2.51,
KMT-2021-BLG-0895,BLG42K0204.018516,17:53:14.46,-28:35:53.41,9378.69579,46.79,0.675,19.27,19.3,19.3,2,2.94,
KMT-2021-BLG-0896,BLG42T0101.076172,17:53:43.98,-30:06:46.30,9352.84067,13.65,0.639,20.08,20.0,20.03,1,1.47,
KMT-2021-BLG-0897,BLG42T0802.001645,17:49:49.86,-29:59:01.21,9351.50102,75.32,0.017,23.77,17.12,17.12,1,4.26,
KMT-2021-BLG-0898,SAO03K0303.050988,18:00:41.75,-27:36:58.10,9357.16476,10.48,0.401,19.43,19.45,19.45,1,1.62,
KMT-2021-BLG-0899,BLG12M0602.080249,17:29:08.01,-27:37:46.52,9351.979,4.75,0.749,20.08,20.0,22.26,2,2.81,
KMT-2021-BLG-0900,BLG12N0505.005676,17:29:43.62,-28:20:33.72,9376.34181,31.0,0.15,18.67,18.44,18.44,2,2.03,
KMT-2021-BLG-0901,BLG14M0406.085212,17:39:45.77,-28:11:35.92,9367.18625,29.16,0.175,20.48,20.0,21.87,2,3.05,
KMT-2021-BLG-0902,BLG14M0501.031701,17:39:01.44,-28:48:12.74,9353.81424,7.4,0.333,21.12,20.0,21.16,2,4.05,
KMT-2021-BLG-0903,BLG14T0408.092714,17:34:43.43,-29:03:59.08,9351.95301,40.2,0.182,21.52,20.0,22.35,2,3.41,
KMT-2021-BLG-0904,BLG15T0308.051313,17:35:32.26,-26:54:11.92,9360.07455,14.04,0.021,20.34,20.0,20.46,1,2.11,
KMT-2021-BLG-0905,BLG16K0205.008332,17:36:11.97,-24:00:15.66,9355.42978,6.27,0.318,19.44,19.44,19.44,2,1.96,
KMT-2021-BLG-0906,BLG16M0405.002424,17:39:37.75,-24:02:03.44,9390.22885,28.22,0.813,17.13,17.14,17.14,2,1.79,
KMT-2021-BLG-0907,BLG17K0601.044236,17:40:59.42,-33:06:34.34,9352.7605,6.54,0.024,22.45,20.0,21.55,2,3.67,
KMT-2021-BLG-0908,BLG18K0203.026481,17:45:08.05,-26:22:02.32,9353.54557,3.71,0.607,19.9,20.0,20.79,2,3.52,
KMT-2021-BLG-0909,SAO18T0702.033774,17:42:28.81,-27:38:22.42,9353.9758,13.21,0.064,21.87,20.0,20.9,2,3.95,
KMT-2021-BLG-0910,BLG21K0101.018800,17:53:50.24,-35:14:23.78,9351.2097,2.97,0.803,19.34,18.96,18.96,1,0.74,
KMT-2021-BLG-0911,BLG22K0407.008882,17:52:25.02,-32:25:36.91,9354.71076,41.17,0.174,22.11,18.34,18.34,1,1.77,
KMT-2021-BLG-0912,SAO34K0801.007488,17:59:17.08,-31:59:51.50,9417.01893,79.31,0.005,19.59,18.31,18.31,1,1.66,MB21233
KMT-2021-BLG-0913,BLG41N0808.019562,17:54:33.77,-31:20:14.89,9349.34095,10.52,0.95,19.53,18.96,18.96,1,1.8,
KMT-2021-BLG-0914,SAO42M0701.047303,17:55:17.22,-28:59:12.19,9352.65936,0.64,0.063,19.61,19.55,19.55,2,1.81,
KMT-2021-BLG-0915,BLG42M0805.047580,17:54:29.50,-28:29:05.32,9353.38195,12.81,0.574,19.19,20.0,20.15,2,2.49,
KMT-2021-BLG-0916,SAO01T0208.052286,17:53:08.68,-31:12:38.81,9353.74255,50.73,0.011,23.27,19.95,19.95,1,2.08,
KMT-2021-BLG-0917,BLG02K0503.013271,17:51:46.64,-28:38:33.07,9367.59914,55.57,0.339,19.51,19.54,19.54,2,4.22,
KMT-2021-BLG-0918,SAO02M0405.038631,17:57:04.15,-28:23:58.49,9357.37803,7.35,0.243,19.75,19.18,19.18,1,1.86,
KMT-2021-BLG-0919,SAO02M0603.005625,17:56:00.88,-28:37:09.98,9397.64013,30.66,0.143,16.66,16.69,16.69,1,1.7,MB21180
KMT-2021-BLG-0920,BLG04K0201.088364,18:03:01.80,-29:58:46.60,9354.37203,40.83,0.019,23.01,20.0,20.32,1,0.93,
KMT-2021-BLG-0921,BLG11K0204.031814,17:26:21.90,-29:27:28.84,9360.79218,10.81,0.328,19.79,20.0,20.02,2,1.77,
KMT-2021-BLG-0922,BLG14K0206.052418,17:35:58.50,-28:10:56.68,9356.4862,5.27,0.398,20.2,20.0,21.49,2,3.3,
KMT-2021-BLG-0923,SAO17T0704.002778,17:40:37.65,-33:50:35.70,9365.76925,8.03,0.678,17.49,17.48,17.48,2,2.63,
KMT-2021-BLG-0924,SAO19K0206.053194,17:45:06.34,-23:54:00.40,9353.2885,1.73,0.188,19.54,19.98,19.98,1,1.63,
KMT-2021-BLG-0925,SAO19N0705.024727,17:47:11.13,-25:07:47.89,9354.75261,14.79,0.089,23.44,20.0,21.37,2,4.2,
KMT-2021-BLG-0926,BLG20T0502.058672,17:43:30.63,-23:21:55.37,9354.39474,9.36,0.204,24.37,20.0,20.66,2,1.77,
KMT-2021-BLG-0927,BLG32K0803.026385,18:06:45.07,-27:30:56.02,9365.48071,21.58,0.293,19.18,18.79,18.79,1,0.85,
