MJD,Magnitude,Error,Facility,Filter,Observer
2510772.3254700005,19.9016,0.094,CTIO_KMTC42,KMT(I),KMT
2510772.3522699997,19.8387,0.1076,CTIO_KMTC42,KMT(I),KMT
2510772.3694199994,19.9273,0.1027,CTIO_KMTC42,KMT(I),KMT
2510772.3892599996,19.8126,0.1014,CTIO_KMTC42,KMT(I),KMT
2510772.40948,19.9538,0.1036,CTIO_KMTC42,KMT(I),KMT
2510772.4296899997,20.4864,0.5598,CTIO_KMTC42,KMT(I),KMT
2510773.22284,19.9173,0.1345,CTIO_KMTC42,KMT(I),KMT
2510773.24641,20.1236,0.1213,CTIO_KMTC42,KMT(I),KMT
2510773.2491299994,20.1694,0.124,CTIO_KMTC42,KMT(I),KMT
2510773.2661000006,20.1185,0.1566,CTIO_KMTC42,KMT(I),KMT
2510773.2827400006,20.0482,0.1007,CTIO_KMTC42,KMT(I),KMT
2510773.29942,20.0382,0.1012,CTIO_KMTC42,KMT(I),KMT
2510773.3156899996,19.9347,0.0766,CTIO_KMTC42,KMT(I),KMT
2510773.34279,20.1065,0.0864,CTIO_KMTC42,KMT(I),KMT
2510773.3594199996,19.9384,0.0899,CTIO_KMTC42,KMT(I),KMT
2510773.3763299994,20.175,0.0929,CTIO_KMTC42,KMT(I),KMT
2510773.3957899995,20.1132,0.0986,CTIO_KMTC42,KMT(I),KMT
2510773.4208000004,19.9904,0.0935,CTIO_KMTC42,KMT(I),KMT
2510774.2403500006,19.8497,0.0994,CTIO_KMTC42,KMT(I),KMT
2510774.25712,19.8187,0.1086,CTIO_KMTC42,KMT(I),KMT
2510774.27374,19.9388,0.0943,CTIO_KMTC42,KMT(I),KMT
2510774.29524,19.8809,0.1078,CTIO_KMTC42,KMT(I),KMT
